Team,Match Up,Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
BKN,BKN vs. DET,2014-04-04,W,240,116,46,76,0.605,15,31,0.484,9,11,0.818,2,24,26,28,6,3,10,19,12
BOS,BOS vs. PHI,2014-04-04,L,240,102,38,87,0.437,9,33,0.273,17,21,0.810,19,30,49,23,4,5,22,27,-9
PHI,PHI @ BOS,2014-04-04,W,240,111,39,77,0.506,6,19,0.316,27,37,0.730,9,25,34,21,12,4,14,21,9
WAS,WAS @ NYK,2014-04-04,W,240,90,38,78,0.487,5,19,0.263,9,15,0.600,12,29,41,18,7,0,17,15,1
NYK,NYK vs. WAS,2014-04-04,L,240,89,34,76,0.447,14,31,0.452,7,8,0.875,8,26,34,23,9,1,17,14,-1
CHI,CHI vs. MIL,2014-04-04,W,240,102,31,84,0.369,7,22,0.318,33,42,0.786,16,28,44,24,13,5,12,24,12
MIL,MIL @ CHI,2014-04-04,L,240,90,31,68,0.456,2,8,0.250,26,35,0.743,9,29,38,17,7,9,20,24,-12
DAL,DAL @ LAL,2014-04-04,W,240,107,44,92,0.478,5,21,0.238,14,15,0.933,15,37,52,28,8,4,17,17,12
LAL,LAL vs. DAL,2014-04-04,L,240,95,35,83,0.422,7,28,0.250,18,24,0.750,10,28,38,26,10,5,15,14,-12
SAC,SAC @ GSW,2014-04-04,L,240,69,25,78,0.321,1,10,0.100,18,25,0.720,10,34,44,12,4,2,16,14,-33
GSW,GSW vs. SAC,2014-04-04,W,240,102,42,93,0.452,10,30,0.333,8,12,0.667,15,42,57,25,6,5,13,22,33
OKC,OKC vs. SAS,2014-04-03,W,240,106,40,81,0.494,6,18,0.333,20,23,0.870,8,31,39,18,14,5,13,16,12
SAS,SAS @ OKC,2014-04-03,L,240,94,38,88,0.432,9,22,0.409,9,12,0.750,13,29,42,18,5,3,19,18,-12
DAL,DAL @ LAC,2014-04-03,W,240,113,41,82,0.500,14,29,0.483,17,20,0.850,8,38,46,24,4,9,12,21,6
LAC,LAC vs. DAL,2014-04-03,L,240,107,39,91,0.429,6,27,0.222,23,29,0.793,12,29,41,26,7,4,6,20,-6
TOR,TOR vs. HOU,2014-04-02,W,240,107,34,75,0.453,10,25,0.400,29,39,0.744,3,33,36,20,7,3,14,25,4
HOU,HOU @ TOR,2014-04-02,L,240,103,36,87,0.414,9,26,0.346,22,30,0.733,10,37,47,19,8,1,15,30,-4
BOS,BOS @ WAS,2014-04-02,L,240,92,32,81,0.395,3,24,0.125,25,30,0.833,10,19,29,20,10,2,16,22,-26
WAS,WAS vs. BOS,2014-04-02,W,240,118,45,72,0.625,10,19,0.526,18,21,0.857,6,35,41,29,8,4,21,24,26
LAL,LAL @ SAC,2014-04-02,L,240,102,37,96,0.385,12,28,0.429,16,20,0.800,14,38,52,26,7,6,10,21,-5
SAC,SAC vs. LAL,2014-04-02,W,240,107,42,86,0.488,5,15,0.333,18,27,0.667,8,39,47,16,8,4,8,18,5
MIN,MIN vs. MEM,2014-04-02,W,240,102,43,81,0.531,5,16,0.313,11,16,0.688,12,34,46,31,8,6,15,13,14
MEM,MEM @ MIN,2014-04-02,L,240,88,40,95,0.421,4,11,0.364,4,6,0.667,11,27,38,24,6,3,11,15,-14
NOP,NOP @ DEN,2014-04-02,L,240,107,35,74,0.473,2,9,0.222,35,45,0.778,8,34,42,21,5,7,17,25,-30
DEN,DEN vs. NOP,2014-04-02,W,240,137,52,92,0.565,15,27,0.556,18,25,0.720,8,32,40,33,8,12,11,29,30
CHI,CHI @ ATL,2014-04-02,W,240,105,40,78,0.513,12,25,0.480,13,15,0.867,7,29,36,27,13,3,13,19,13
ATL,ATL vs. CHI,2014-04-02,L,240,92,32,72,0.444,8,24,0.333,20,26,0.769,9,29,38,24,7,3,16,17,-13
IND,IND vs. DET,2014-04-02,W,240,101,39,79,0.494,5,18,0.278,18,24,0.750,10,37,47,24,4,7,10,21,7
DET,DET @ IND,2014-04-02,L,240,94,34,93,0.366,7,16,0.438,19,28,0.679,17,30,47,16,7,4,6,18,-7
CLE,CLE @ ORL,2014-04-02,W,240,119,45,78,0.577,9,18,0.500,20,24,0.833,6,31,37,28,7,4,12,15,21
ORL,ORL vs. CLE,2014-04-02,L,240,98,35,79,0.443,11,28,0.393,17,20,0.850,9,25,34,21,6,4,17,21,-21
MIA,MIA vs. MIL,2014-04-02,W,240,96,39,77,0.506,9,26,0.346,9,14,0.643,8,27,35,22,12,5,10,12,19
MIL,MIL @ MIA,2014-04-02,L,240,77,32,73,0.438,4,18,0.222,9,9,1.000,11,31,42,18,3,3,21,16,-19
LAC,LAC @ PHX,2014-04-02,W,240,112,37,79,0.468,11,26,0.423,27,30,0.900,10,26,36,18,10,4,14,24,4
PHX,PHX vs. LAC,2014-04-02,L,240,108,36,78,0.462,8,28,0.286,28,33,0.848,14,24,38,17,4,4,15,26,-4
BKN,BKN @ NYK,2014-04-02,L,240,81,26,65,0.400,8,26,0.308,21,28,0.750,7,16,23,11,9,0,16,16,-29
NYK,NYK vs. BKN,2014-04-02,W,240,110,42,70,0.600,11,25,0.440,15,20,0.750,9,32,41,21,11,5,17,25,29
SAS,SAS vs. GSW,2014-04-02,W,240,111,44,83,0.530,4,19,0.211,19,22,0.864,8,37,45,29,6,2,13,12,21
GSW,GSW @ SAS,2014-04-02,L,240,90,36,85,0.424,8,21,0.381,10,10,1.000,7,26,33,21,7,2,13,19,-21
PHI,PHI vs. CHA,2014-04-02,L,240,93,35,83,0.422,4,18,0.222,19,26,0.731,7,25,32,21,5,2,11,24,-30
CHA,CHA @ PHI,2014-04-02,W,240,123,42,79,0.532,12,22,0.545,27,35,0.771,9,38,47,32,1,4,9,17,30
GSW,GSW @ DAL,2014-04-01,W,265,122,52,91,0.571,15,31,0.484,3,6,0.500,10,34,44,33,6,3,13,16,2
DAL,DAL vs. GSW,2014-04-01,L,265,120,47,96,0.490,14,30,0.467,12,16,0.750,15,28,43,27,7,5,9,12,-2
BKN,BKN vs. HOU,2014-04-01,W,240,105,44,83,0.530,6,25,0.240,11,17,0.647,6,36,42,23,9,5,13,26,9
HOU,HOU @ BKN,2014-04-01,L,240,96,32,84,0.381,10,35,0.286,22,28,0.786,10,34,44,20,6,3,15,16,-9
POR,POR @ LAL,2014-04-01,W,240,124,46,99,0.465,13,29,0.448,19,21,0.905,11,39,50,32,10,5,10,18,12
LAL,LAL vs. POR,2014-04-01,L,240,112,41,92,0.446,11,25,0.440,19,22,0.864,9,36,45,31,7,10,11,16,-12
SAC,SAC @ NOP,2014-03-31,W,240,102,38,80,0.475,3,11,0.273,23,31,0.742,15,32,47,20,7,3,19,19,5
NOP,NOP vs. SAC,2014-03-31,L,240,97,36,73,0.493,5,14,0.357,20,26,0.769,3,27,30,22,11,10,13,26,-5
WAS,WAS @ CHA,2014-03-31,L,240,94,38,79,0.481,9,17,0.529,9,13,0.692,9,28,37,26,6,3,15,21,-6
CHA,CHA vs. WAS,2014-03-31,W,240,100,34,78,0.436,3,21,0.143,29,34,0.853,15,33,48,17,6,5,11,15,6
MIN,MIN vs. LAC,2014-03-31,L,240,104,41,96,0.427,10,26,0.385,12,14,0.857,12,30,42,30,9,4,17,23,-10
LAC,LAC @ MIN,2014-03-31,W,240,114,38,82,0.463,12,30,0.400,26,32,0.813,13,36,49,23,8,4,18,18,10
DEN,DEN vs. MEM,2014-03-31,L,240,92,36,73,0.493,6,20,0.300,14,24,0.583,11,32,43,20,7,3,14,23,-2
MEM,MEM @ DEN,2014-03-31,W,240,94,38,85,0.447,5,9,0.556,13,23,0.565,17,26,43,17,7,3,12,19,2
PHI,PHI @ ATL,2014-03-31,L,240,95,36,77,0.468,11,30,0.367,12,20,0.600,6,34,40,25,11,6,20,27,-8
ATL,ATL vs. PHI,2014-03-31,W,240,103,36,84,0.429,7,31,0.226,24,30,0.800,13,36,49,25,10,0,16,17,8
UTA,UTA vs. NYK,2014-03-31,L,240,83,33,85,0.388,8,24,0.333,9,15,0.600,16,34,50,15,5,0,12,23,-9
NYK,NYK @ UTA,2014-03-31,W,240,92,33,70,0.471,9,29,0.310,17,24,0.708,3,35,38,18,8,6,9,18,9
IND,IND vs. SAS,2014-03-31,L,240,77,26,69,0.377,6,14,0.429,19,24,0.792,7,27,34,14,4,3,16,22,-26
SAS,SAS @ IND,2014-03-31,W,240,103,37,80,0.463,8,17,0.471,21,25,0.840,15,25,40,18,10,5,8,19,26
MIA,MIA vs. TOR,2014-03-31,W,240,93,34,66,0.515,7,25,0.280,18,22,0.818,6,30,36,19,5,2,15,14,10
TOR,TOR @ MIA,2014-03-31,L,240,83,35,70,0.500,8,26,0.308,5,10,0.500,5,25,30,17,7,1,15,25,-10
MIL,MIL @ DET,2014-03-31,L,240,111,39,88,0.443,5,17,0.294,28,36,0.778,18,32,50,28,5,5,13,20,-5
DET,DET vs. MIL,2014-03-31,W,240,116,46,97,0.474,9,23,0.391,15,21,0.714,19,31,50,28,5,5,11,26,5
CHI,CHI vs. BOS,2014-03-31,W,240,94,38,80,0.475,3,16,0.188,15,16,0.938,11,29,40,28,9,3,14,16,14
BOS,BOS @ CHI,2014-03-31,L,240,80,31,77,0.403,7,25,0.280,11,15,0.733,12,25,37,17,10,4,18,15,-14
OKC,OKC vs. UTA,2014-03-30,W,240,116,41,74,0.554,11,18,0.611,23,26,0.885,7,35,42,26,6,7,13,27,20
UTA,UTA @ OKC,2014-03-30,L,240,96,36,86,0.419,6,21,0.286,18,24,0.750,16,24,40,23,5,4,14,17,-20
MEM,MEM @ POR,2014-03-30,L,240,98,41,89,0.461,5,17,0.294,11,18,0.611,13,28,41,28,11,2,11,19,-7
POR,POR vs. MEM,2014-03-30,W,240,105,39,75,0.520,5,15,0.333,22,25,0.880,7,32,39,23,6,3,13,16,7
TOR,TOR @ ORL,2014-03-30,W,240,98,33,73,0.452,6,19,0.316,26,27,0.963,8,22,30,13,9,2,15,14,5
ORL,ORL vs. TOR,2014-03-30,L,240,93,38,69,0.551,7,19,0.368,10,14,0.714,6,27,33,24,6,4,19,23,-5
MIN,MIN @ BKN,2014-03-30,L,240,99,39,83,0.470,3,12,0.250,18,27,0.667,12,30,42,24,12,1,20,18,-15
BKN,BKN vs. MIN,2014-03-30,W,240,114,43,86,0.500,12,33,0.364,16,22,0.727,14,29,43,21,13,6,20,22,15
IND,IND @ CLE,2014-03-30,L,240,76,29,78,0.372,8,22,0.364,10,16,0.625,10,31,41,21,8,3,16,21,-14
CLE,CLE vs. IND,2014-03-30,W,240,90,34,76,0.447,5,14,0.357,17,21,0.810,10,35,45,20,6,1,15,21,14
BOS,BOS vs. CHI,2014-03-30,L,240,102,40,87,0.460,10,29,0.345,12,16,0.750,12,27,39,23,9,1,16,23,-5
CHI,CHI @ BOS,2014-03-30,W,240,107,37,70,0.529,8,16,0.500,25,31,0.806,2,29,31,24,8,5,16,13,5
LAL,LAL vs. PHX,2014-03-30,W,240,115,44,83,0.530,5,18,0.278,22,24,0.917,5,37,42,29,10,5,14,21,16
PHX,PHX @ LAL,2014-03-30,L,240,99,35,91,0.385,8,36,0.222,21,28,0.750,13,35,48,20,9,2,14,20,-16
NYK,NYK @ GSW,2014-03-30,W,240,89,32,80,0.400,9,25,0.360,16,18,0.889,10,30,40,15,5,3,11,19,5
GSW,GSW vs. NYK,2014-03-30,L,240,84,28,79,0.354,10,31,0.323,18,22,0.818,14,32,46,14,2,7,12,19,-5
ATL,ATL @ WAS,2014-03-29,L,240,97,34,80,0.425,9,31,0.290,20,28,0.714,10,30,40,20,6,2,14,22,-4
WAS,WAS vs. ATL,2014-03-29,W,240,101,39,79,0.494,6,14,0.429,17,25,0.680,11,33,44,17,11,5,13,22,4
MIL,MIL vs. MIA,2014-03-29,L,240,67,27,79,0.342,4,14,0.286,9,14,0.643,17,23,40,15,6,4,17,16,-21
MIA,MIA @ MIL,2014-03-29,W,240,88,32,74,0.432,7,23,0.304,17,21,0.810,14,29,43,18,5,8,13,12,21
DAL,DAL vs. SAC,2014-03-29,W,240,103,34,70,0.486,7,23,0.304,28,35,0.800,6,29,35,28,6,7,13,18,3
SAC,SAC @ DAL,2014-03-29,L,240,100,42,81,0.519,3,10,0.300,13,19,0.684,14,33,47,17,10,2,20,29,-3
HOU,HOU vs. LAC,2014-03-29,L,240,107,32,79,0.405,7,25,0.280,36,45,0.800,14,35,49,14,2,3,19,25,-11
LAC,LAC @ HOU,2014-03-29,W,240,118,42,89,0.472,12,41,0.293,22,36,0.611,12,31,43,26,10,10,9,29,11
SAS,SAS vs. NOP,2014-03-29,W,240,96,37,78,0.474,9,21,0.429,13,20,0.650,9,37,46,24,7,11,13,16,16
NOP,NOP @ SAS,2014-03-29,L,240,80,32,81,0.395,3,12,0.250,13,16,0.813,8,33,41,16,7,2,14,19,-16
PHI,PHI vs. DET,2014-03-29,W,240,123,48,92,0.522,12,21,0.571,15,19,0.789,13,33,46,29,14,8,14,25,25
DET,DET @ PHI,2014-03-29,L,240,98,33,85,0.388,6,21,0.286,26,32,0.813,15,29,44,20,8,6,18,20,-25
NOP,NOP vs. UTA,2014-03-28,W,240,102,36,71,0.507,6,14,0.429,24,32,0.750,11,26,37,26,9,8,14,25,7
UTA,UTA @ NOP,2014-03-28,L,240,95,33,68,0.485,7,21,0.333,22,27,0.815,6,25,31,26,8,5,19,28,-7
OKC,OKC vs. SAC,2014-03-28,W,240,94,33,69,0.478,9,23,0.391,19,25,0.760,3,35,38,26,8,8,14,22,13
SAC,SAC @ OKC,2014-03-28,L,240,81,31,85,0.365,9,18,0.500,10,16,0.625,17,32,49,17,6,1,17,22,-13
TOR,TOR vs. BOS,2014-03-28,W,240,105,40,86,0.465,5,20,0.250,20,22,0.909,12,24,36,23,10,5,11,18,2
BOS,BOS @ TOR,2014-03-28,L,240,103,40,76,0.526,6,18,0.333,17,20,0.850,8,26,34,22,7,2,16,21,-2
WAS,WAS vs. IND,2014-03-28,W,240,91,34,87,0.391,7,23,0.304,16,17,0.941,12,31,43,20,6,4,10,21,13
IND,IND @ WAS,2014-03-28,L,240,78,28,79,0.354,2,13,0.154,20,25,0.800,13,35,48,13,5,9,17,19,-13
MIN,MIN vs. LAL,2014-03-28,W,240,143,51,76,0.671,8,18,0.444,33,40,0.825,9,40,49,33,6,2,21,14,36
LAL,LAL @ MIN,2014-03-28,L,240,107,44,102,0.431,7,25,0.280,12,15,0.800,14,12,26,22,15,2,8,30,-36
SAS,SAS @ DEN,2014-03-28,W,240,133,55,98,0.561,13,24,0.542,10,14,0.714,11,40,51,37,6,10,14,25,31
DEN,DEN vs. SAS,2014-03-28,L,240,102,35,87,0.402,6,23,0.261,26,35,0.743,10,31,41,15,7,8,12,19,-31
CHA,CHA @ ORL,2014-03-28,L,265,105,43,97,0.443,8,22,0.364,11,14,0.786,9,27,36,24,7,7,10,22,-5
ORL,ORL vs. CHA,2014-03-28,W,265,110,39,87,0.448,6,18,0.333,26,35,0.743,19,38,57,17,6,6,19,14,5
MIA,MIA @ DET,2014-03-28,W,240,110,43,79,0.544,8,19,0.421,16,22,0.727,10,37,47,31,6,4,9,14,32
DET,DET vs. MIA,2014-03-28,L,240,78,30,79,0.380,3,24,0.125,15,21,0.714,12,24,36,20,6,4,11,22,-32
BKN,BKN vs. CLE,2014-03-28,W,240,108,39,71,0.549,14,29,0.483,16,21,0.762,7,34,41,24,10,4,18,16,11
CLE,CLE @ BKN,2014-03-28,L,240,97,37,87,0.425,10,24,0.417,13,16,0.813,10,25,35,25,6,2,12,16,-11
PHX,PHX vs. NYK,2014-03-28,W,240,112,40,88,0.455,14,33,0.424,18,23,0.783,18,38,56,18,8,7,13,19,24
NYK,NYK @ PHX,2014-03-28,L,240,88,35,87,0.402,8,25,0.320,10,16,0.625,13,24,37,14,7,2,13,24,-24
POR,POR @ CHI,2014-03-28,W,240,91,35,80,0.438,10,22,0.455,11,16,0.688,10,37,47,19,8,7,10,14,17
CHI,CHI vs. POR,2014-03-28,L,240,74,33,84,0.393,3,17,0.176,5,7,0.714,12,34,46,23,5,1,13,16,-17
MEM,MEM @ GSW,2014-03-28,L,240,93,41,81,0.506,2,12,0.167,9,16,0.563,9,24,33,24,9,4,9,15,-7
GSW,GSW vs. MEM,2014-03-28,W,240,100,40,81,0.494,9,20,0.450,11,14,0.786,10,33,43,22,5,6,12,14,7
DAL,DAL vs. LAC,2014-03-27,L,240,103,37,79,0.468,10,20,0.500,19,27,0.704,11,32,43,21,12,4,18,21,-6
LAC,LAC @ DAL,2014-03-27,W,240,109,38,82,0.463,11,26,0.423,22,25,0.880,13,28,41,22,10,3,20,24,6
MIL,MIL vs. LAL,2014-03-27,W,240,108,39,70,0.557,6,10,0.600,24,34,0.706,9,24,33,15,9,8,19,21,3
LAL,LAL @ MIL,2014-03-27,L,240,105,42,85,0.494,7,21,0.333,14,18,0.778,13,25,38,23,10,1,20,24,-3
ATL,ATL vs. POR,2014-03-27,L,240,85,34,84,0.405,4,22,0.182,13,17,0.765,10,29,39,17,6,1,13,19,-15
POR,POR @ ATL,2014-03-27,W,240,100,37,80,0.463,10,26,0.385,16,21,0.762,13,34,47,24,4,5,13,20,15
HOU,HOU vs. PHI,2014-03-27,W,240,120,44,90,0.489,9,26,0.346,23,34,0.676,17,40,57,27,13,6,20,22,22
PHI,PHI @ HOU,2014-03-27,L,240,98,35,90,0.389,14,36,0.389,14,22,0.636,14,25,39,23,9,5,22,26,-22
NOP,NOP vs. LAC,2014-03-26,W,240,98,38,90,0.422,3,12,0.250,19,25,0.760,17,36,53,24,6,9,13,20,2
LAC,LAC @ NOP,2014-03-26,L,240,96,33,80,0.413,13,30,0.433,17,28,0.607,12,28,40,25,7,9,13,21,-2
CHA,CHA vs. BKN,2014-03-26,W,265,116,46,92,0.500,8,21,0.381,16,23,0.696,15,34,49,27,3,1,9,16,5
BKN,BKN @ CHA,2014-03-26,L,265,111,40,83,0.482,17,37,0.459,14,16,0.875,3,29,32,29,5,4,9,25,-5
PHX,PHX @ WAS,2014-03-26,W,240,99,37,75,0.493,14,28,0.500,11,12,0.917,6,33,39,22,8,4,19,18,6
WAS,WAS vs. PHX,2014-03-26,L,240,93,37,81,0.457,6,19,0.316,13,21,0.619,7,28,35,21,9,1,15,13,-6
SAC,SAC vs. NYK,2014-03-26,L,240,99,33,69,0.478,6,17,0.353,27,35,0.771,8,24,32,19,7,2,11,18,-8
NYK,NYK @ SAC,2014-03-26,W,240,107,40,73,0.548,15,26,0.577,12,13,0.923,7,27,34,25,3,4,14,30,8
ATL,ATL @ MIN,2014-03-26,L,240,83,31,82,0.378,7,28,0.250,14,16,0.875,6,34,40,21,9,2,26,16,-24
MIN,MIN vs. ATL,2014-03-26,W,240,107,43,86,0.500,9,22,0.409,12,16,0.750,7,38,45,31,17,1,19,14,24
MEM,MEM @ UTA,2014-03-26,W,240,91,36,79,0.456,4,9,0.444,15,16,0.938,10,31,41,22,6,2,10,20,4
UTA,UTA vs. MEM,2014-03-26,L,240,87,32,69,0.464,5,16,0.313,18,26,0.692,6,29,35,22,9,4,13,14,-4
MIA,MIA @ IND,2014-03-26,L,240,83,28,61,0.459,6,19,0.316,21,29,0.724,5,32,37,13,6,9,19,22,-1
IND,IND vs. MIA,2014-03-26,W,240,84,30,81,0.370,7,14,0.500,17,21,0.810,11,26,37,18,8,0,12,21,1
DET,DET vs. CLE,2014-03-26,L,240,96,39,84,0.464,11,26,0.423,7,13,0.538,11,37,48,27,5,5,13,18,-1
CLE,CLE @ DET,2014-03-26,W,240,97,37,85,0.435,9,26,0.346,14,24,0.583,13,32,45,18,3,2,10,13,1
BOS,BOS vs. TOR,2014-03-26,L,240,90,32,79,0.405,9,22,0.409,17,22,0.773,8,28,36,23,8,5,10,16,-9
TOR,TOR @ BOS,2014-03-26,W,240,99,36,80,0.450,11,23,0.478,16,18,0.889,11,37,48,17,4,3,17,21,9
SAS,SAS vs. DEN,2014-03-26,W,240,108,43,88,0.489,8,20,0.400,14,20,0.700,13,30,43,30,11,6,21,18,5
DEN,DEN @ SAS,2014-03-26,L,240,103,38,83,0.458,7,19,0.368,20,25,0.800,9,34,43,22,13,6,18,22,-5
DAL,DAL vs. OKC,2014-03-25,W,265,128,45,90,0.500,15,38,0.395,23,28,0.821,12,36,48,27,14,4,20,22,9
OKC,OKC @ DAL,2014-03-25,L,265,119,46,93,0.495,12,33,0.364,15,19,0.789,10,28,38,27,9,2,21,30,-9
ORL,ORL vs. POR,2014-03-25,W,240,95,37,85,0.435,6,17,0.353,15,22,0.682,16,34,50,19,10,3,14,16,10
POR,POR @ ORL,2014-03-25,L,240,85,32,86,0.372,7,26,0.269,14,17,0.824,16,34,50,17,4,4,15,14,-10
CLE,CLE vs. TOR,2014-03-25,W,240,102,36,70,0.514,4,13,0.308,26,33,0.788,10,39,49,27,6,9,15,22,2
TOR,TOR @ CLE,2014-03-25,L,240,100,35,88,0.398,14,32,0.438,16,26,0.615,13,25,38,30,6,3,7,24,-2
LAL,LAL vs. NYK,2014-03-25,W,240,127,48,83,0.578,18,28,0.643,13,15,0.867,8,30,38,32,10,2,17,23,31
NYK,NYK @ LAL,2014-03-25,L,240,96,36,74,0.486,4,15,0.267,20,27,0.741,8,24,32,23,9,4,16,16,-31
NOP,NOP vs. BKN,2014-03-24,W,265,109,40,85,0.471,9,20,0.450,20,27,0.741,14,39,53,19,7,5,16,26,5
BKN,BKN @ NOP,2014-03-24,L,265,104,33,90,0.367,10,40,0.250,28,32,0.875,15,31,46,16,9,4,11,21,-5
CHA,CHA vs. HOU,2014-03-24,L,240,89,32,86,0.372,4,21,0.190,21,25,0.840,13,25,38,12,7,4,10,18,-11
HOU,HOU @ CHA,2014-03-24,W,240,100,39,82,0.476,12,27,0.444,10,18,0.556,11,31,42,22,5,7,12,24,11
DEN,DEN @ OKC,2014-03-24,L,240,96,30,77,0.390,9,28,0.321,27,40,0.675,12,30,42,20,7,2,21,25,-21
OKC,OKC vs. DEN,2014-03-24,W,240,117,45,89,0.506,11,22,0.500,16,21,0.762,7,33,40,32,13,6,14,33,21
MIN,MIN @ MEM,2014-03-24,L,240,92,34,90,0.378,7,24,0.292,17,20,0.850,14,28,42,19,7,4,10,14,-17
MEM,MEM vs. MIN,2014-03-24,W,240,109,48,91,0.527,6,12,0.500,7,13,0.538,16,38,54,25,4,4,14,19,17
ATL,ATL vs. PHX,2014-03-24,L,240,95,30,72,0.417,8,23,0.348,27,33,0.818,7,25,32,18,8,3,17,19,-7
PHX,PHX @ ATL,2014-03-24,W,240,102,38,74,0.514,12,24,0.500,14,16,0.875,7,32,39,21,10,1,19,25,7
DET,DET @ UTA,2014-03-24,W,240,114,46,83,0.554,9,17,0.529,13,18,0.722,16,37,53,23,6,2,13,19,20
UTA,UTA vs. DET,2014-03-24,L,240,94,34,83,0.410,7,27,0.259,19,28,0.679,12,21,33,16,7,2,7,17,-20
LAC,LAC vs. MIL,2014-03-24,W,240,106,38,78,0.487,8,18,0.444,22,27,0.815,7,33,40,29,7,6,13,17,8
MIL,MIL @ LAC,2014-03-24,L,240,98,41,85,0.482,5,13,0.385,11,16,0.688,11,27,38,27,6,2,10,18,-8
MIA,MIA vs. POR,2014-03-24,W,240,93,37,84,0.440,5,15,0.333,14,23,0.609,13,35,48,16,14,4,10,24,2
POR,POR @ MIA,2014-03-24,L,240,91,28,74,0.378,11,39,0.282,24,27,0.889,10,34,44,18,6,2,15,17,-2
IND,IND @ CHI,2014-03-24,L,240,77,27,73,0.370,4,10,0.400,19,21,0.905,6,36,42,11,5,4,16,21,-12
CHI,CHI vs. IND,2014-03-24,W,240,89,35,84,0.417,4,15,0.267,15,16,0.938,9,37,46,22,7,7,10,20,12
PHI,PHI @ SAS,2014-03-24,L,240,91,36,88,0.409,11,33,0.333,8,18,0.444,12,25,37,22,13,3,14,15,-22
SAS,SAS vs. PHI,2014-03-24,W,240,113,44,79,0.557,13,27,0.481,12,16,0.750,6,41,47,31,9,4,17,17,22
TOR,TOR vs. ATL,2014-03-23,W,240,96,34,80,0.425,8,24,0.333,20,28,0.714,12,33,45,17,12,4,17,19,10
ATL,ATL @ TOR,2014-03-23,L,240,86,33,76,0.434,5,20,0.250,15,20,0.750,8,30,38,17,13,2,18,19,-10
MIL,MIL @ SAC,2014-03-23,L,240,107,42,85,0.494,4,18,0.222,19,30,0.633,11,29,40,25,3,6,13,31,-17
SAC,SAC vs. MIL,2014-03-23,W,240,124,44,86,0.512,7,20,0.350,29,36,0.806,13,31,44,19,5,3,12,23,17
MIN,MIN vs. PHX,2014-03-23,L,240,120,40,91,0.440,8,23,0.348,32,37,0.865,16,22,38,25,9,3,12,24,-7
PHX,PHX @ MIN,2014-03-23,W,240,127,46,80,0.575,12,27,0.444,23,29,0.793,9,33,42,16,5,4,19,29,7
WAS,WAS @ DEN,2014-03-23,L,240,102,41,85,0.482,5,15,0.333,15,18,0.833,12,34,46,20,8,7,24,20,-3
DEN,DEN vs. WAS,2014-03-23,W,240,105,40,91,0.440,11,27,0.407,14,18,0.778,10,28,38,26,15,6,15,20,3
BKN,BKN @ DAL,2014-03-23,W,265,107,34,84,0.405,11,30,0.367,28,33,0.848,14,33,47,17,8,2,14,29,3
DAL,DAL vs. BKN,2014-03-23,L,265,104,35,91,0.385,10,31,0.323,24,31,0.774,18,34,52,21,2,9,14,25,-3
NYK,NYK vs. CLE,2014-03-23,L,240,100,35,77,0.455,12,27,0.444,18,19,0.947,9,25,34,21,7,2,13,13,-6
CLE,CLE @ NYK,2014-03-23,W,240,106,42,69,0.609,9,18,0.500,13,17,0.765,3,30,33,17,5,3,13,18,6
ORL,ORL @ LAL,2014-03-23,L,240,94,37,82,0.451,6,19,0.316,14,17,0.824,13,33,46,26,5,3,20,24,-9
LAL,LAL vs. ORL,2014-03-23,W,240,103,37,80,0.463,6,16,0.375,23,29,0.793,7,27,34,20,9,4,14,16,9
MIA,MIA @ NOP,2014-03-22,L,240,95,37,73,0.507,8,26,0.308,13,17,0.765,5,28,33,27,4,6,16,19,-10
NOP,NOP vs. MIA,2014-03-22,W,240,105,43,84,0.512,7,17,0.412,12,17,0.706,11,27,38,23,12,4,9,14,10
CHA,CHA vs. POR,2014-03-22,W,240,124,49,94,0.521,8,19,0.421,18,19,0.947,12,38,50,28,7,8,5,19,30
POR,POR @ CHA,2014-03-22,L,240,94,34,84,0.405,9,27,0.333,17,22,0.773,8,28,36,17,4,3,9,18,-30
MEM,MEM vs. IND,2014-03-22,W,240,82,33,75,0.440,5,13,0.385,11,17,0.647,10,37,47,14,4,8,12,18,11
IND,IND @ MEM,2014-03-22,L,240,71,27,74,0.365,6,15,0.400,11,14,0.786,8,27,35,14,7,5,11,19,-11
ORL,ORL @ UTA,2014-03-22,L,240,88,31,79,0.392,7,17,0.412,19,24,0.792,6,39,45,20,7,5,13,23,-1
UTA,UTA vs. ORL,2014-03-22,W,240,89,29,75,0.387,11,27,0.407,20,26,0.769,6,33,39,17,6,6,15,20,1
LAC,LAC vs. DET,2014-03-22,W,240,112,45,83,0.542,11,29,0.379,11,17,0.647,7,33,40,31,13,10,13,15,9
DET,DET @ LAC,2014-03-22,L,240,103,42,93,0.452,12,29,0.414,7,13,0.538,16,30,46,29,9,2,17,15,-9
HOU,HOU @ CLE,2014-03-22,W,240,118,38,79,0.481,12,35,0.343,30,34,0.882,5,26,31,31,9,10,13,18,7
CLE,CLE vs. HOU,2014-03-22,L,240,111,46,92,0.500,6,17,0.353,13,17,0.765,13,36,49,32,7,4,18,27,-7
CHI,CHI vs. PHI,2014-03-22,W,240,91,31,70,0.443,5,14,0.357,24,31,0.774,11,33,44,23,6,9,15,20,10
