Team,Date,W/L,Home/Away,Score,FG%,FGM,FGA,3P%,3PM,3PA,FT%,FTM,FTA,REB,OREB,DREB,AST,STL,BLK,TOV,PF,PTS
LAC,2018-11-10,W,Home,MIL126-128LAC,0.465,46,99,0.412,14,34,0.815,22,27,54,10,44,26,6,6,18,19,128
DEN,2018-11-11,L,Home,MIL121-114DEN,0.461,41,89,0.474,18,38,0.700,14,20,39,10,29,27,8,5,10,16,114
MIL,2018-11-11,W,Away,DEN114-121MIL,0.571,48,84,0.500,17,34,0.615,8,13,41,5,36,27,10,7,13,17,121
POR,2018-11-11,W,Home,BOS94-100POR,0.453,39,86,0.389,14,36,0.800,8,10,55,15,40,22,4,2,21,14,100
BOS,2018-11-11,L,Away,POR100-94BOS,0.387,36,93,0.333,14,42,0.800,8,10,42,11,31,19,11,5,13,16,94
CHA,2018-11-11,W,Away,DET103-113CHA,0.506,43,85,0.393,11,28,0.889,16,18,46,6,40,24,6,8,12,26,113
IND,2018-11-11,L,Away,HOU115-103IND,0.462,36,78,0.379,11,29,0.769,20,26,35,5,30,24,10,6,13,22,103
HOU,2018-11-11,W,Home,IND103-115HOU,0.486,36,74,0.426,20,47,0.719,23,32,38,8,30,18,6,5,17,22,115
NYK,2018-11-11,L,Home,ORL115-89NYK,0.352,31,88,0.179,5,28,0.733,22,30,54,13,41,13,4,15,19,21,89
ORL,2018-11-11,W,Away,NYK89-115ORL,0.449,44,98,0.405,17,42,0.909,10,11,52,10,42,31,10,9,11,21,115
LAL,2018-11-11,W,Home,ATL106-107LAL,0.424,39,92,0.368,14,38,0.625,15,24,48,17,31,28,12,9,23,23,107
ATL,2018-11-11,L,Away,LAL107-106ATL,0.432,41,95,0.351,13,37,0.846,11,13,44,10,34,25,11,4,19,23,106
DET,2018-11-11,L,Home,CHA113-103DET,0.365,38,104,0.267,12,45,0.789,15,19,51,22,29,21,5,4,10,18,103
PHX,2018-11-12,L,Away,OKC118-101PHX,0.481,39,81,0.269,7,26,0.842,16,19,37,10,27,25,5,5,18,21,101
OKC,2018-11-12,W,Home,PHX101-118OKC,0.467,43,92,0.481,13,27,0.950,19,20,42,12,30,23,12,6,14,15,118
UTA,2018-11-12,W,Away,MEM88-96UTA,0.390,32,82,0.281,9,32,0.767,23,30,49,13,36,19,7,6,15,25,96
MEM,2018-11-12,L,Home,UTA96-88MEM,0.418,33,79,0.167,4,24,0.783,18,23,42,8,34,19,7,9,16,28,88
NOP,2018-11-12,W,Away,TOR110-126NOP,0.545,54,99,0.370,10,27,0.615,8,13,54,14,40,30,2,4,13,20,126
TOR,2018-11-12,L,Home,NOP126-110TOR,0.402,39,97,0.289,13,45,0.864,19,22,43,13,30,22,9,5,11,20,110
ORL,2018-11-12,L,Away,WAS117-109ORL,0.483,43,89,0.500,15,30,0.727,8,11,34,8,26,28,5,6,13,28,109
WAS,2018-11-12,W,Home,ORL109-117WAS,0.506,40,79,0.394,13,33,0.727,24,33,41,7,34,24,8,7,12,17,117
SAC,2018-11-12,W,Home,SAS99-104SAC,0.500,43,86,0.458,11,24,0.583,7,12,45,7,38,27,12,3,13,20,104
MIN,2018-11-12,W,Home,BKN113-120MIN,0.525,42,80,0.435,10,23,0.839,26,31,52,9,43,26,8,6,23,17,120
BKN,2018-11-12,L,Away,MIN120-113BKN,0.396,40,101,0.360,18,50,0.682,15,22,42,19,23,28,10,2,13,29,113
CHI,2018-11-12,L,Home,DAL103-98CHI,0.393,35,89,0.242,8,33,0.909,20,22,45,8,37,16,11,3,17,26,98
DAL,2018-11-12,W,Away,CHI98-103DAL,0.468,37,79,0.303,10,33,0.655,19,29,49,7,42,18,11,7,20,22,103
MIA,2018-11-12,L,Home,PHI124-114MIA,0.481,37,77,0.419,13,31,0.818,27,33,40,8,32,19,5,6,15,30,114
PHI,2018-11-12,W,Away,MIA114-124PHI,0.470,39,83,0.417,15,36,0.795,31,39,42,10,32,24,5,0,10,24,124
LAC,2018-11-12,W,Home,GSW116-121LAC,0.473,43,91,0.250,5,20,0.882,30,34,49,6,43,23,11,5,17,23,121
GSW,2018-11-12,L,Away,LAC121-116GSW,0.468,44,94,0.387,12,31,0.696,16,23,46,11,35,27,7,8,17,25,116
SAS,2018-11-12,L,Away,SAC104-99SAS,0.437,38,87,0.323,10,31,0.813,13,16,43,9,34,25,5,4,15,12,99
GSW,2018-11-13,W,Home,ATL103-110GSW,0.429,39,91,0.444,12,27,0.952,20,21,48,13,35,28,8,6,13,20,110
ATL,2018-11-13,L,Away,GSW110-103ATL,0.449,40,89,0.375,12,32,0.733,11,15,42,10,32,25,9,2,17,18,103
CHA,2018-11-13,L,Away,CLE113-89CHA,0.347,33,95,0.195,8,41,0.789,15,19,37,12,25,22,12,4,9,11,89
CLE,2018-11-13,W,Home,CHA89-113CLE,0.529,45,85,0.542,13,24,0.833,10,12,60,14,46,23,5,3,20,20,113
DEN,2018-11-13,L,Home,HOU109-99DEN,0.500,38,76,0.440,11,25,0.750,12,16,31,7,24,27,11,2,16,20,99
HOU,2018-11-13,W,Away,DEN99-109HOU,0.549,39,71,0.351,13,37,0.692,18,26,32,6,26,23,7,6,15,20,109
MIL,2018-11-14,L,Home,MEM116-113MIL,0.506,41,81,0.257,9,35,0.815,22,27,44,9,35,22,5,8,16,22,113
MEM,2018-11-14,W,Away,MIL113-116MEM,0.506,42,83,0.389,14,36,0.750,18,24,34,4,30,24,8,4,14,20,116
PHX,2018-11-14,W,Home,SAS96-116PHX,0.560,47,84,0.484,15,31,0.875,7,8,38,5,33,27,9,4,16,23,116
WAS,2018-11-14,W,Home,CLE95-119WAS,0.478,44,92,0.325,13,40,0.692,18,26,44,12,32,30,17,3,18,25,119
LAL,2018-11-14,W,Home,POR117-126LAL,0.473,44,93,0.469,15,32,0.885,23,26,48,11,37,25,11,6,13,18,126
POR,2018-11-14,L,Away,LAL126-117POR,0.441,41,93,0.424,14,33,0.913,21,23,47,11,36,24,8,10,15,21,117
MIN,2018-11-14,W,Home,NOP100-107MIN,0.411,37,90,0.438,14,32,0.792,19,24,47,11,36,29,14,6,16,22,107
CLE,2018-11-14,L,Away,WAS119-95CLE,0.455,35,77,0.190,4,21,0.677,21,31,42,9,33,22,12,6,24,24,95
SAS,2018-11-14,L,Away,PHX116-96SAS,0.422,35,83,0.304,7,23,0.792,19,24,43,13,30,16,7,4,18,12,96
NOP,2018-11-14,L,Away,MIN107-100NOP,0.426,40,94,0.321,9,28,0.611,11,18,46,10,36,25,7,6,18,21,100
OKC,2018-11-14,W,Home,NYK103-128OKC,0.537,51,95,0.485,16,33,0.833,10,12,47,13,34,32,11,7,16,21,128
UTA,2018-11-14,L,Away,DAL118-68UTA,0.309,25,81,0.171,6,35,0.632,12,19,33,8,25,16,11,3,22,21,68
DAL,2018-11-14,W,Home,UTA68-118DAL,0.584,45,77,0.429,12,28,0.667,16,24,51,7,44,24,12,6,20,19,118
NYK,2018-11-14,L,Away,OKC128-103NYK,0.443,39,88,0.269,7,26,0.783,18,23,36,9,27,18,8,8,18,17,103
ORL,2018-11-14,W,Home,PHI106-111ORL,0.500,40,80,0.429,12,28,0.864,19,22,37,5,32,23,7,4,11,21,111
PHI,2018-11-14,L,Away,ORL111-106PHI,0.477,41,86,0.483,14,29,0.667,10,15,41,10,31,32,2,3,15,21,106
MIA,2018-11-14,W,Away,BKN107-120MIA,0.541,46,85,0.276,8,29,0.714,20,28,47,6,41,23,6,6,18,27,120
BOS,2018-11-14,W,Home,CHI82-111BOS,0.467,42,90,0.441,15,34,0.857,12,14,51,8,43,27,12,5,14,12,111
BKN,2018-11-14,L,Home,MIA120-107BKN,0.406,41,101,0.286,8,28,0.708,17,24,46,16,30,17,10,2,15,29,107
TOR,2018-11-14,L,Home,DET106-104TOR,0.489,45,92,0.200,4,20,0.588,10,17,49,12,37,23,9,3,20,19,104
DET,2018-11-14,W,Away,TOR104-106DET,0.484,44,91,0.303,10,33,0.615,8,13,39,7,32,24,8,5,18,24,106
CHI,2018-11-14,L,Away,BOS111-82CHI,0.393,33,84,0.304,7,23,1.000,9,9,47,7,40,16,8,3,22,16,82
HOU,2018-11-15,W,Home,GSW86-107HOU,0.402,35,87,0.340,16,47,0.808,21,26,41,14,27,20,8,4,8,21,107
GSW,2018-11-15,L,Away,HOU107-86GSW,0.421,32,76,0.222,4,18,0.818,18,22,44,12,32,18,2,5,17,24,86
DEN,2018-11-15,W,Home,ATL93-138DEN,0.564,53,94,0.419,13,31,0.760,19,25,56,11,45,34,12,6,15,24,138
ATL,2018-11-15,L,Away,DEN138-93ATL,0.348,32,92,0.214,9,42,0.741,20,27,43,15,28,20,7,5,19,22,93
LAC,2018-11-15,W,Home,SAS111-116LAC,0.471,40,85,0.348,8,23,0.800,28,35,50,9,41,23,2,3,12,25,116
SAS,2018-11-15,L,Away,LAC116-111SAS,0.398,41,103,0.310,9,29,0.800,20,25,45,15,30,19,7,6,5,24,111
IND,2018-11-16,W,Home,MIA91-99IND,0.444,36,81,0.519,14,27,0.867,13,15,47,4,43,22,10,6,19,14,99
BKN,2018-11-16,W,Away,WAS104-115BKN,0.422,38,90,0.273,9,33,0.789,30,38,47,13,34,19,8,3,12,24,115
MIA,2018-11-16,L,Away,IND99-91MIA,0.376,35,93,0.389,14,36,0.700,7,10,51,13,38,21,10,5,18,16,91
MIL,2018-11-16,W,Home,CHI104-123MIL,0.505,47,93,0.419,18,43,0.647,11,17,55,11,44,28,8,8,17,14,123
CHI,2018-11-16,L,Away,MIL123-104CHI,0.436,41,94,0.394,13,33,0.692,9,13,36,4,32,22,8,3,12,15,104
SAC,2018-11-16,L,Away,MEM112-104SAC,0.463,37,80,0.364,12,33,0.750,18,24,42,9,33,23,9,2,21,24,104
NYK,2018-11-16,L,Away,NOP129-124NYK,0.490,48,98,0.324,11,34,0.708,17,24,44,12,32,15,10,6,13,31,124
NOP,2018-11-16,W,Home,NYK124-129NOP,0.485,48,99,0.294,10,34,0.719,23,32,54,11,43,27,5,5,15,25,129
MEM,2018-11-16,W,Home,SAC104-112MEM,0.506,43,85,0.440,11,25,0.625,15,24,40,9,31,24,11,5,16,23,112
UTA,2018-11-16,L,Away,PHI113-107UTA,0.466,41,88,0.182,4,22,0.568,21,37,39,10,29,15,10,4,13,25,107
MIN,2018-11-16,W,Home,POR96-112MIN,0.500,46,92,0.429,12,28,0.727,8,11,43,9,34,28,11,4,12,16,112
POR,2018-11-16,L,Away,MIN112-96POR,0.420,37,88,0.276,8,29,0.700,14,20,48,11,37,16,6,1,18,14,96
TOR,2018-11-16,L,Away,BOS123-116TOR,0.433,42,97,0.276,8,29,0.828,24,29,43,11,32,20,12,4,14,23,116
BOS,2018-11-16,W,Home,TOR116-123BOS,0.528,47,89,0.346,9,26,0.833,20,24,46,9,37,25,9,6,18,23,123
WAS,2018-11-16,L,Home,BKN115-104WAS,0.425,37,87,0.167,3,18,0.794,27,34,47,12,35,18,5,4,13,23,104
PHI,2018-11-16,W,Home,UTA107-113PHI,0.500,41,82,0.478,11,23,0.625,20,32,41,10,31,25,7,5,17,27,113
CHA,2018-11-17,L,Home,PHI122-119CHA,0.424,42,99,0.323,10,31,0.926,25,27,49,9,40,23,10,3,18,29,119
PHX,2018-11-17,L,Home,OKC110-100PHX,0.451,37,82,0.414,12,29,0.667,14,21,31,4,27,25,14,6,15,28,100
OKC,2018-11-17,W,Away,PHX100-110OKC,0.447,38,85,0.292,7,24,0.844,27,32,52,14,38,17,9,7,18,20,110
GSW,2018-11-17,L,Away,DAL112-109GSW,0.447,42,94,0.273,9,33,0.941,16,17,47,12,35,24,6,6,12,27,109
DAL,2018-11-17,W,Home,GSW109-112DAL,0.465,40,86,0.294,10,34,0.647,22,34,46,8,38,18,6,5,10,18,112
CHI,2018-11-17,L,Home,TOR122-83CHI,0.349,30,86,0.296,8,27,0.714,15,21,34,7,27,21,13,3,22,19,83
TOR,2018-11-17,W,Away,CHI83-122TOR,0.539,48,89,0.400,14,35,0.923,12,13,54,8,46,31,14,10,23,24,122
SAC,2018-11-17,L,Away,HOU132-112SAC,0.451,46,102,0.314,11,35,0.750,9,12,39,13,26,23,10,3,14,21,112
PHI,2018-11-17,W,Away,CHA119-122PHI,0.419,39,93,0.314,11,35,0.868,33,38,53,9,44,23,9,6,19,24,122
HOU,2018-11-17,W,Home,SAC112-132HOU,0.568,46,81,0.426,20,47,0.833,20,24,41,6,35,27,9,10,22,20,132
UTA,2018-11-17,W,Away,BOS86-98UTA,0.449,35,78,0.289,11,38,0.630,17,27,46,7,39,23,11,4,15,23,98
BKN,2018-11-17,L,Home,LAC127-119BKN,0.455,40,88,0.464,13,28,0.765,26,34,47,15,32,25,4,5,11,22,119
LAL,2018-11-17,L,Away,ORL130-117LAL,0.478,43,90,0.333,10,30,0.840,21,25,41,8,33,22,5,6,14,20,117
ORL,2018-11-17,W,Home,LAL117-130ORL,0.538,50,93,0.344,11,32,0.826,19,23,41,11,30,28,5,8,13,23,130
ATL,2018-11-17,L,Away,IND97-89ATL,0.356,31,87,0.276,8,29,0.704,19,27,41,5,36,20,15,6,18,24,89
IND,2018-11-17,W,Home,ATL89-97IND,0.402,35,87,0.400,12,30,0.714,15,21,53,10,43,25,11,6,24,26,97
NOP,2018-11-17,W,Home,DEN115-125NOP,0.483,42,87,0.400,10,25,0.912,31,34,46,10,36,29,6,8,11,18,125
DEN,2018-11-17,L,Away,NOP125-115DEN,0.484,46,95,0.385,15,39,0.615,8,13,43,10,33,30,5,6,13,23,115
LAC,2018-11-17,W,Away,BKN119-127LAC,0.505,48,95,0.478,11,23,0.833,20,24,38,9,29,23,4,1,8,25,127
BOS,2018-11-17,L,Home,UTA98-86BOS,0.385,35,91,0.152,5,33,0.550,11,20,51,17,34,16,11,4,14,22,86
ORL,2018-11-18,W,Home,NYK117-131ORL,0.571,48,84,0.406,13,32,0.846,22,26,35,7,28,35,5,6,17,26,131
NYK,2018-11-18,L,Away,ORL131-117NYK,0.460,40,87,0.333,8,24,0.829,29,35,42,17,25,12,7,2,14,26,117
LAL,2018-11-18,W,Away,MIA97-113LAL,0.442,42,95,0.407,11,27,0.857,18,21,50,14,36,16,7,5,10,19,113
MIA,2018-11-18,L,Home,LAL113-97MIA,0.402,35,87,0.406,13,32,0.737,14,19,48,12,36,20,3,5,14,21,97
WAS,2018-11-18,L,Home,POR119-109WAS,0.448,43,96,0.406,13,32,0.476,10,21,43,9,34,28,4,9,12,30,109
MIN,2018-11-18,L,Home,MEM100-87MIN,0.388,31,80,0.414,12,29,0.813,13,16,49,10,39,20,8,3,20,20,87
MEM,2018-11-18,W,Away,MIN87-100MEM,0.427,35,82,0.429,12,28,0.720,18,25,43,10,33,26,11,9,12,20,100
SAS,2018-11-18,W,Home,GSW92-104SAS,0.446,41,92,0.417,10,24,0.706,12,17,48,11,37,24,3,5,11,18,104
GSW,2018-11-18,L,Away,SAS104-92GSW,0.407,35,86,0.192,5,26,0.810,17,21,46,10,36,20,6,4,12,17,92
POR,2018-11-18,W,Away,WAS109-119POR,0.453,39,86,0.367,11,30,0.857,30,35,52,9,43,26,4,3,15,25,119
BOS,2018-11-19,L,Away,CHA117-112BOS,0.506,45,89,0.281,9,32,0.722,13,18,41,8,33,31,9,6,12,22,112
CHA,2018-11-19,W,Home,BOS112-117CHA,0.483,43,89,0.366,15,41,0.727,16,22,44,8,36,18,5,3,14,16,117
UTA,2018-11-19,L,Away,IND121-94UTA,0.486,36,74,0.440,11,25,0.688,11,16,36,3,33,26,6,10,19,18,94
IND,2018-11-19,W,Home,UTA94-121IND,0.527,49,93,0.480,12,25,0.647,11,17,44,11,33,35,13,3,9,17,121
SAC,2018-11-19,W,Home,OKC113-117SAC,0.441,45,102,0.421,16,38,0.647,11,17,59,14,45,29,7,4,15,18,117
MIL,2018-11-19,W,Home,DEN98-104MIL,0.455,40,88,0.306,11,36,0.591,13,22,51,13,38,21,8,3,18,16,104
DEN,2018-11-19,L,Away,MIL104-98DEN,0.426,40,94,0.293,12,41,0.667,6,9,43,13,30,30,6,4,18,20,98
OKC,2018-11-19,L,Away,SAC117-113OKC,0.417,45,108,0.293,12,41,0.688,11,16,53,13,40,22,8,3,13,22,113
LAC,2018-11-19,W,Away,ATL119-127LAC,0.430,40,93,0.303,10,33,0.787,37,47,52,15,37,24,9,8,15,22,127
NOP,2018-11-19,W,Home,SAS126-140NOP,0.578,59,102,0.385,10,26,0.857,12,14,42,14,28,34,10,5,11,23,140
MEM,2018-11-19,W,Home,DAL88-98MEM,0.468,37,79,0.400,12,30,0.857,12,14,45,5,40,29,8,11,16,21,98
DAL,2018-11-19,L,Away,MEM98-88DAL,0.341,30,88,0.313,10,32,0.857,18,21,43,7,36,17,8,4,11,19,88
ATL,2018-11-19,L,Home,LAC127-119ATL,0.446,45,101,0.316,12,38,0.895,17,19,51,16,35,29,6,6,16,38,119
PHI,2018-11-19,W,Home,PHX114-119PHI,0.488,41,84,0.273,6,22,0.738,31,42,53,13,40,24,8,1,19,27,119
PHX,2018-11-19,L,Away,PHI119-114PHX,0.506,44,87,0.394,13,33,0.542,13,24,31,5,26,25,9,4,13,34,114
DET,2018-11-19,W,Home,CLE102-113DET,0.461,41,89,0.342,13,38,0.947,18,19,50,13,37,26,5,4,12,27,113
CLE,2018-11-19,L,Away,DET113-102CLE,0.443,35,79,0.381,8,21,0.706,24,34,36,11,25,16,8,3,10,22,102
SAS,2018-11-19,L,Away,NOP140-126SAS,0.479,45,94,0.500,12,24,0.800,24,30,44,18,26,22,7,0,15,20,126
WAS,2018-11-20,W,Home,LAC118-125WAS,0.430,40,93,0.333,13,39,0.821,32,39,44,11,33,27,11,8,7,20,125
ORL,2018-11-20,L,Home,TOR93-91ORL,0.405,34,84,0.267,8,30,0.789,15,19,49,11,38,24,5,4,14,11,91
TOR,2018-11-20,W,Away,ORL91-93TOR,0.448,39,87,0.265,9,34,0.750,6,8,43,6,37,23,7,5,16,19,93
LAC,2018-11-20,L,Away,WAS125-118LAC,0.517,46,89,0.407,11,27,0.833,15,18,44,7,37,20,6,4,19,28,118
MIA,2018-11-20,L,Home,BKN104-92MIA,0.360,36,100,0.219,7,32,0.650,13,20,52,18,34,18,5,6,14,24,92
NYK,2018-11-20,L,Home,POR118-114NYK,0.506,42,83,0.448,13,29,0.773,17,22,42,10,32,22,8,5,15,15,114
POR,2018-11-20,W,Away,NYK114-118POR,0.474,45,95,0.457,16,35,0.706,12,17,43,14,29,25,8,4,12,19,118
BKN,2018-11-20,W,Away,MIA92-104BKN,0.432,38,88,0.258,8,31,0.769,20,26,53,13,40,17,6,4,12,21,104
CLE,2018-11-21,L,Home,LAL109-105CLE,0.382,39,102,0.382,13,34,0.933,14,15,46,15,31,18,3,2,3,22,105
OKC,2018-11-21,W,Away,GSW95-123OKC,0.481,51,106,0.371,13,35,0.533,8,15,61,18,43,29,10,5,10,23,123
SAC,2018-11-21,W,Away,UTA110-119SAC,0.528,47,89,0.440,11,25,0.737,14,19,48,8,40,27,5,4,11,30,119
UTA,2018-11-21,L,Home,SAC119-110UTA,0.432,38,88,0.308,12,39,0.710,22,31,46,12,34,21,7,7,10,21,110
BKN,2018-11-21,L,Away,DAL119-113BKN,0.447,42,94,0.333,14,42,0.714,15,21,42,16,26,23,8,2,14,31,113
DAL,2018-11-21,W,Home,BKN113-119DAL,0.487,38,78,0.407,11,27,0.780,32,41,45,8,37,21,10,4,13,20,119
SAS,2018-11-21,L,Home,MEM104-103SAS,0.432,35,81,0.318,7,22,0.867,26,30,42,9,33,21,4,5,9,20,103
MEM,2018-11-21,W,Away,SAS103-104MEM,0.481,39,81,0.320,8,25,0.857,18,21,40,4,36,21,4,6,9,25,104
POR,2018-11-21,L,Away,MIL143-100POR,0.362,34,94,0.214,9,42,0.821,23,28,40,10,30,13,8,6,17,20,100
MIL,2018-11-21,W,Home,POR100-143MIL,0.528,57,108,0.333,15,45,0.824,14,17,59,13,46,34,8,3,14,23,143
LAL,2018-11-21,W,Away,CLE105-109LAL,0.513,40,78,0.360,9,25,0.714,20,28,51,7,44,23,2,9,15,20,109
HOU,2018-11-21,W,Home,DET124-126HOU,0.556,40,72,0.394,13,33,0.917,33,36,36,5,31,18,8,7,15,25,126
NYK,2018-11-21,W,Away,BOS109-117NYK,0.494,44,89,0.500,15,30,0.824,14,17,49,9,40,25,3,11,17,24,117
PHX,2018-11-21,L,Away,CHI124-116PHX,0.490,48,98,0.294,10,34,1.000,10,10,36,6,30,28,9,5,13,20,116
CHI,2018-11-21,W,Home,PHX116-124CHI,0.568,46,81,0.440,11,25,0.875,21,24,39,4,35,28,8,2,17,19,124
DEN,2018-11-21,W,Away,MIN101-103DEN,0.472,42,89,0.400,14,35,0.833,5,6,40,9,31,29,12,4,14,22,103
MIN,2018-11-21,L,Home,DEN103-101MIN,0.443,35,79,0.281,9,32,0.846,22,26,40,8,32,24,8,3,18,15,101
TOR,2018-11-21,W,Away,ATL108-124TOR,0.533,48,90,0.379,11,29,0.739,17,23,55,14,41,33,6,1,19,21,124
ATL,2018-11-21,L,Home,TOR124-108ATL,0.452,42,93,0.278,10,36,0.778,14,18,34,9,25,24,10,7,9,21,108
BOS,2018-11-21,L,Home,NYK117-109BOS,0.392,38,97,0.303,10,33,0.719,23,32,50,15,35,30,10,9,8,16,109
NOP,2018-11-21,L,Away,PHI121-120NOP,0.429,42,98,0.367,11,30,0.758,25,33,54,20,34,24,8,8,15,21,120
PHI,2018-11-21,W,Home,NOP120-121PHI,0.449,44,98,0.345,10,29,0.885,23,26,47,11,36,27,7,7,16,26,121
CHA,2018-11-21,W,Home,IND109-127CHA,0.563,45,80,0.621,18,29,0.864,19,22,36,6,30,30,7,3,12,15,127
IND,2018-11-21,L,Away,CHA127-109IND,0.488,41,84,0.333,11,33,0.941,16,17,37,10,27,26,5,7,14,19,109
DET,2018-11-21,L,Away,HOU126-124DET,0.471,40,85,0.471,16,34,0.757,28,37,37,15,22,20,8,1,16,26,124
GSW,2018-11-21,L,Home,OKC123-95GSW,0.434,36,83,0.241,7,29,0.667,16,24,42,7,35,24,7,10,17,18,95
