Team,Date,W/L,Home/Away,Score,FG%,FGM,FGA,3P%,3PM,3PA,FT%,FTM,FTA,REB,OREB,DREB,AST,STL,BLK,TOV,PF,PTS
NYK,2014-03-28,L,Away,PHX112-88NYK,0.402,35,87,0.320,8,25,0.625,10,16,37,13,24,14,7,2,13,24,88
CHI,2014-03-28,L,Home,POR91-74CHI,0.393,33,84,0.176,3,17,0.714,5,7,46,12,34,23,5,1,13,16,74
CLE,2014-03-28,L,Away,BKN108-97CLE,0.425,37,87,0.417,10,24,0.813,13,16,35,10,25,25,6,2,12,16,97
MIA,2014-03-28,W,Away,DET78-110MIA,0.544,43,79,0.421,8,19,0.727,16,22,47,10,37,31,6,4,9,14,110
DET,2014-03-28,L,Home,MIA110-78DET,0.380,30,79,0.125,3,24,0.714,15,21,36,12,24,20,6,4,11,22,78
PHX,2014-03-28,W,Home,NYK88-112PHX,0.455,40,88,0.424,14,33,0.783,18,23,56,18,38,18,8,7,13,19,112
BKN,2014-03-28,W,Home,CLE97-108BKN,0.549,39,71,0.483,14,29,0.762,16,21,41,7,34,24,10,4,18,16,108
DET,2014-03-29,L,Away,PHI123-98DET,0.388,33,85,0.286,6,21,0.813,26,32,44,15,29,20,8,6,18,20,98
ATL,2014-03-29,L,Away,WAS101-97ATL,0.425,34,80,0.290,9,31,0.714,20,28,40,10,30,20,6,2,14,22,97
WAS,2014-03-29,W,Home,ATL97-101WAS,0.494,39,79,0.429,6,14,0.680,17,25,44,11,33,17,11,5,13,22,101
MIA,2014-03-29,W,Away,MIL67-88MIA,0.432,32,74,0.304,7,23,0.810,17,21,43,14,29,18,5,8,13,12,88
SAC,2014-03-29,L,Away,DAL103-100SAC,0.519,42,81,0.300,3,10,0.684,13,19,47,14,33,17,10,2,20,29,100
MIL,2014-03-29,L,Home,MIA88-67MIL,0.342,27,79,0.286,4,14,0.643,9,14,40,17,23,15,6,4,17,16,67
LAC,2014-03-29,W,Away,HOU107-118LAC,0.472,42,89,0.293,12,41,0.611,22,36,43,12,31,26,10,10,9,29,118
SAS,2014-03-29,W,Home,NOP80-96SAS,0.474,37,78,0.429,9,21,0.650,13,20,46,9,37,24,7,11,13,16,96
NOP,2014-03-29,L,Away,SAS96-80NOP,0.395,32,81,0.250,3,12,0.813,13,16,41,8,33,16,7,2,14,19,80
PHI,2014-03-29,W,Home,DET98-123PHI,0.522,48,92,0.571,12,21,0.789,15,19,46,13,33,29,14,8,14,25,123
HOU,2014-03-29,L,Home,LAC118-107HOU,0.405,32,79,0.280,7,25,0.800,36,45,49,14,35,14,2,3,19,25,107
DAL,2014-03-29,W,Home,SAC100-103DAL,0.486,34,70,0.304,7,23,0.800,28,35,35,6,29,28,6,7,13,18,103
MIN,2014-03-30,L,Away,BKN114-99MIN,0.470,39,83,0.250,3,12,0.667,18,27,42,12,30,24,12,1,20,18,99
UTA,2014-03-30,L,Away,OKC116-96UTA,0.419,36,86,0.286,6,21,0.750,18,24,40,16,24,23,5,4,14,17,96
MEM,2014-03-30,L,Away,POR105-98MEM,0.461,41,89,0.294,5,17,0.611,11,18,41,13,28,28,11,2,11,19,98
POR,2014-03-30,W,Home,MEM98-105POR,0.520,39,75,0.333,5,15,0.880,22,25,39,7,32,23,6,3,13,16,105
OKC,2014-03-30,W,Home,UTA96-116OKC,0.554,41,74,0.611,11,18,0.885,23,26,42,7,35,26,6,7,13,27,116
TOR,2014-03-30,W,Away,ORL93-98TOR,0.452,33,73,0.316,6,19,0.963,26,27,30,8,22,13,9,2,15,14,98
ORL,2014-03-30,L,Home,TOR98-93ORL,0.551,38,69,0.368,7,19,0.714,10,14,33,6,27,24,6,4,19,23,93
IND,2014-03-30,L,Away,CLE90-76IND,0.372,29,78,0.364,8,22,0.625,10,16,41,10,31,21,8,3,16,21,76
CLE,2014-03-30,W,Home,IND76-90CLE,0.447,34,76,0.357,5,14,0.810,17,21,45,10,35,20,6,1,15,21,90
BKN,2014-03-30,W,Home,MIN99-114BKN,0.500,43,86,0.364,12,33,0.727,16,22,43,14,29,21,13,6,20,22,114
GSW,2014-03-30,L,Home,NYK89-84GSW,0.354,28,79,0.323,10,31,0.818,18,22,46,14,32,14,2,7,12,19,84
NYK,2014-03-30,W,Away,GSW84-89NYK,0.400,32,80,0.360,9,25,0.889,16,18,40,10,30,15,5,3,11,19,89
LAL,2014-03-30,W,Home,PHX99-115LAL,0.530,44,83,0.278,5,18,0.917,22,24,42,5,37,29,10,5,14,21,115
CHI,2014-03-30,W,Away,BOS102-107CHI,0.529,37,70,0.500,8,16,0.806,25,31,31,2,29,24,8,5,16,13,107
BOS,2014-03-30,L,Home,CHI107-102BOS,0.460,40,87,0.345,10,29,0.750,12,16,39,12,27,23,9,1,16,23,102
PHX,2014-03-30,L,Away,LAL115-99PHX,0.385,35,91,0.222,8,36,0.750,21,28,48,13,35,20,9,2,14,20,99
MEM,2014-03-31,W,Away,DEN92-94MEM,0.447,38,85,0.556,5,9,0.565,13,23,43,17,26,17,7,3,12,19,94
PHI,2014-03-31,L,Away,ATL103-95PHI,0.468,36,77,0.367,11,30,0.600,12,20,40,6,34,25,11,6,20,27,95
ATL,2014-03-31,W,Home,PHI95-103ATL,0.429,36,84,0.226,7,31,0.800,24,30,49,13,36,25,10,0,16,17,103
UTA,2014-03-31,L,Home,NYK92-83UTA,0.388,33,85,0.333,8,24,0.600,9,15,50,16,34,15,5,0,12,23,83
NYK,2014-03-31,W,Away,UTA83-92NYK,0.471,33,70,0.310,9,29,0.708,17,24,38,3,35,18,8,6,9,18,92
IND,2014-03-31,L,Home,SAS103-77IND,0.377,26,69,0.429,6,14,0.792,19,24,34,7,27,14,4,3,16,22,77
SAS,2014-03-31,W,Away,IND77-103SAS,0.463,37,80,0.471,8,17,0.840,21,25,40,15,25,18,10,5,8,19,103
TOR,2014-03-31,L,Away,MIA93-83TOR,0.500,35,70,0.308,8,26,0.500,5,10,30,5,25,17,7,1,15,25,83
DET,2014-03-31,W,Home,MIL111-116DET,0.474,46,97,0.391,9,23,0.714,15,21,50,19,31,28,5,5,11,26,116
CHI,2014-03-31,W,Home,BOS80-94CHI,0.475,38,80,0.188,3,16,0.938,15,16,40,11,29,28,9,3,14,16,94
BOS,2014-03-31,L,Away,CHI94-80BOS,0.403,31,77,0.280,7,25,0.733,11,15,37,12,25,17,10,4,18,15,80
DEN,2014-03-31,L,Home,MEM94-92DEN,0.493,36,73,0.300,6,20,0.583,14,24,43,11,32,20,7,3,14,23,92
MIA,2014-03-31,W,Home,TOR83-93MIA,0.515,34,66,0.280,7,25,0.818,18,22,36,6,30,19,5,2,15,14,93
MIL,2014-03-31,L,Away,DET116-111MIL,0.443,39,88,0.294,5,17,0.778,28,36,50,18,32,28,5,5,13,20,111
LAC,2014-03-31,W,Away,MIN104-114LAC,0.463,38,82,0.400,12,30,0.813,26,32,49,13,36,23,8,4,18,18,114
CHA,2014-03-31,W,Home,WAS94-100CHA,0.436,34,78,0.143,3,21,0.853,29,34,48,15,33,17,6,5,11,15,100
WAS,2014-03-31,L,Away,CHA100-94WAS,0.481,38,79,0.529,9,17,0.692,9,13,37,9,28,26,6,3,15,21,94
NOP,2014-03-31,L,Home,SAC102-97NOP,0.493,36,73,0.357,5,14,0.769,20,26,30,3,27,22,11,10,13,26,97
SAC,2014-03-31,W,Away,NOP97-102SAC,0.475,38,80,0.273,3,11,0.742,23,31,47,15,32,20,7,3,19,19,102
MIN,2014-03-31,L,Home,LAC114-104MIN,0.427,41,96,0.385,10,26,0.857,12,14,42,12,30,30,9,4,17,23,104
LAL,2014-04-01,L,Home,POR124-112LAL,0.446,41,92,0.440,11,25,0.864,19,22,45,9,36,31,7,10,11,16,112
POR,2014-04-01,W,Away,LAL112-124POR,0.465,46,99,0.448,13,29,0.905,19,21,50,11,39,32,10,5,10,18,124
HOU,2014-04-01,L,Away,BKN105-96HOU,0.381,32,84,0.286,10,35,0.786,22,28,44,10,34,20,6,3,15,16,96
BKN,2014-04-01,W,Home,HOU96-105BKN,0.530,44,83,0.240,6,25,0.647,11,17,42,6,36,23,9,5,13,26,105
DAL,2014-04-01,L,Home,GSW122-120DAL,0.490,47,96,0.467,14,30,0.750,12,16,43,15,28,27,7,5,9,12,120
GSW,2014-04-01,W,Away,DAL120-122GSW,0.571,52,91,0.484,15,31,0.500,3,6,44,10,34,33,6,3,13,16,122
CHI,2014-04-02,W,Away,ATL92-105CHI,0.513,40,78,0.480,12,25,0.867,13,15,36,7,29,27,13,3,13,19,105
NOP,2014-04-02,L,Away,DEN137-107NOP,0.473,35,74,0.222,2,9,0.778,35,45,42,8,34,21,5,7,17,25,107
MEM,2014-04-02,L,Away,MIN102-88MEM,0.421,40,95,0.364,4,11,0.667,4,6,38,11,27,24,6,3,11,15,88
MIN,2014-04-02,W,Home,MEM88-102MIN,0.531,43,81,0.313,5,16,0.688,11,16,46,12,34,31,8,6,15,13,102
SAC,2014-04-02,W,Home,LAL102-107SAC,0.488,42,86,0.333,5,15,0.667,18,27,47,8,39,16,8,4,8,18,107
TOR,2014-04-02,W,Home,HOU103-107TOR,0.453,34,75,0.400,10,25,0.744,29,39,36,3,33,20,7,3,14,25,107
WAS,2014-04-02,W,Home,BOS92-118WAS,0.625,45,72,0.526,10,19,0.857,18,21,41,6,35,29,8,4,21,24,118
BOS,2014-04-02,L,Away,WAS118-92BOS,0.395,32,81,0.125,3,24,0.833,25,30,29,10,19,20,10,2,16,22,92
HOU,2014-04-02,L,Away,TOR107-103HOU,0.414,36,87,0.346,9,26,0.733,22,30,47,10,37,19,8,1,15,30,103
ATL,2014-04-02,L,Home,CHI105-92ATL,0.444,32,72,0.333,8,24,0.769,20,26,38,9,29,24,7,3,16,17,92
LAL,2014-04-02,L,Away,SAC107-102LAL,0.385,37,96,0.429,12,28,0.800,16,20,52,14,38,26,7,6,10,21,102
IND,2014-04-02,W,Home,DET94-101IND,0.494,39,79,0.278,5,18,0.750,18,24,47,10,37,24,4,7,10,21,101
DEN,2014-04-02,W,Home,NOP107-137DEN,0.565,52,92,0.556,15,27,0.720,18,25,40,8,32,33,8,12,11,29,137
CLE,2014-04-02,W,Away,ORL98-119CLE,0.577,45,78,0.500,9,18,0.833,20,24,37,6,31,28,7,4,12,15,119
ORL,2014-04-02,L,Home,CLE119-98ORL,0.443,35,79,0.393,11,28,0.850,17,20,34,9,25,21,6,4,17,21,98
CHA,2014-04-02,W,Away,PHI93-123CHA,0.532,42,79,0.545,12,22,0.771,27,35,47,9,38,32,1,4,9,17,123
MIA,2014-04-02,W,Home,MIL77-96MIA,0.506,39,77,0.346,9,26,0.643,9,14,35,8,27,22,12,5,10,12,96
MIL,2014-04-02,L,Away,MIA96-77MIL,0.438,32,73,0.222,4,18,1.000,9,9,42,11,31,18,3,3,21,16,77
LAC,2014-04-02,W,Away,PHX108-112LAC,0.468,37,79,0.423,11,26,0.900,27,30,36,10,26,18,10,4,14,24,112
PHX,2014-04-02,L,Home,LAC112-108PHX,0.462,36,78,0.286,8,28,0.848,28,33,38,14,24,17,4,4,15,26,108
BKN,2014-04-02,L,Away,NYK110-81BKN,0.400,26,65,0.308,8,26,0.750,21,28,23,7,16,11,9,0,16,16,81
NYK,2014-04-02,W,Home,BKN81-110NYK,0.600,42,70,0.440,11,25,0.750,15,20,41,9,32,21,11,5,17,25,110
SAS,2014-04-02,W,Home,GSW90-111SAS,0.530,44,83,0.211,4,19,0.864,19,22,45,8,37,29,6,2,13,12,111
GSW,2014-04-02,L,Away,SAS111-90GSW,0.424,36,85,0.381,8,21,1.000,10,10,33,7,26,21,7,2,13,19,90
PHI,2014-04-02,L,Home,CHA123-93PHI,0.422,35,83,0.222,4,18,0.731,19,26,32,7,25,21,5,2,11,24,93
DET,2014-04-02,L,Away,IND101-94DET,0.366,34,93,0.438,7,16,0.679,19,28,47,17,30,16,7,4,6,18,94
OKC,2014-04-03,W,Home,SAS94-106OKC,0.494,40,81,0.333,6,18,0.870,20,23,39,8,31,18,14,5,13,16,106
SAS,2014-04-03,L,Away,OKC106-94SAS,0.432,38,88,0.409,9,22,0.750,9,12,42,13,29,18,5,3,19,18,94
LAC,2014-04-03,L,Home,DAL113-107LAC,0.429,39,91,0.222,6,27,0.793,23,29,41,12,29,26,7,4,6,20,107
DAL,2014-04-03,W,Away,LAC107-113DAL,0.500,41,82,0.483,14,29,0.850,17,20,46,8,38,24,4,9,12,21,113
MIA,2014-04-04,L,Home,MIN122-121MIA,0.434,43,99,0.306,11,36,0.800,24,30,52,15,37,20,11,6,17,27,121
ORL,2014-04-04,L,Away,CHA91-80ORL,0.356,31,87,0.273,3,11,0.833,15,18,43,14,29,15,8,10,13,25,80
CHA,2014-04-04,W,Home,ORL80-91CHA,0.423,33,78,0.375,6,16,0.826,19,23,46,9,37,20,5,7,15,15,91
TOR,2014-04-04,W,Home,IND94-102TOR,0.476,40,84,0.455,10,22,0.750,12,16,42,9,33,23,6,5,11,20,102
IND,2014-04-04,L,Away,TOR102-94IND,0.423,33,78,0.545,6,11,0.786,22,28,39,8,31,19,6,3,10,19,94
DEN,2014-04-04,L,Away,MEM100-92DEN,0.363,29,80,0.304,7,23,0.844,27,32,46,14,32,16,7,4,20,27,92
MEM,2014-04-04,W,Home,DEN92-100MEM,0.386,32,83,0.182,2,11,0.895,34,38,38,10,28,18,9,4,12,26,100
UTA,2014-04-04,W,Home,NOP96-100UTA,0.516,33,64,0.364,4,11,0.857,30,35,34,6,28,22,8,6,17,24,100
ATL,2014-04-04,W,Home,CLE98-117ATL,0.585,48,82,0.448,13,29,0.800,8,10,38,2,36,35,1,3,17,17,117
CLE,2014-04-04,L,Away,ATL117-98CLE,0.396,36,91,0.238,5,21,0.840,21,25,34,10,24,16,13,3,6,18,98
PHX,2014-04-04,W,Away,POR93-109PHX,0.402,39,97,0.286,6,21,0.806,25,31,59,23,36,17,7,4,12,20,109
POR,2014-04-04,L,Home,PHX109-93POR,0.432,35,81,0.286,6,21,0.630,17,27,48,13,35,20,5,8,16,23,93
MIN,2014-04-04,W,Away,MIA121-122MIN,0.462,43,93,0.375,12,32,0.706,24,34,46,10,36,27,10,5,18,22,122
NOP,2014-04-04,L,Away,UTA100-96NOP,0.466,34,73,0.421,8,19,0.690,20,29,36,9,27,19,6,9,17,27,96
OKC,2014-04-04,L,Away,HOU111-107OKC,0.447,38,85,0.419,13,31,0.900,18,20,45,10,35,24,5,8,14,24,107
SAC,2014-04-04,L,Away,GSW102-69SAC,0.321,25,78,0.100,1,10,0.720,18,25,44,10,34,12,4,2,16,14,69
LAL,2014-04-04,L,Home,DAL107-95LAL,0.422,35,83,0.250,7,28,0.750,18,24,38,10,28,26,10,5,15,14,95
DAL,2014-04-04,W,Away,LAL95-107DAL,0.478,44,92,0.238,5,21,0.933,14,15,52,15,37,28,8,4,17,17,107
MIL,2014-04-04,L,Away,CHI102-90MIL,0.456,31,68,0.250,2,8,0.743,26,35,38,9,29,17,7,9,20,24,90
CHI,2014-04-04,W,Home,MIL90-102CHI,0.369,31,84,0.318,7,22,0.786,33,42,44,16,28,24,13,5,12,24,102
NYK,2014-04-04,L,Home,WAS90-89NYK,0.447,34,76,0.452,14,31,0.875,7,8,34,8,26,23,9,1,17,14,89
HOU,2014-04-04,W,Home,OKC107-111HOU,0.423,33,78,0.419,13,31,0.865,32,37,45,9,36,21,8,2,12,21,111
GSW,2014-04-04,W,Home,SAC69-102GSW,0.452,42,93,0.333,10,30,0.667,8,12,57,15,42,25,6,5,13,22,102
PHI,2014-04-04,W,Away,BOS102-111PHI,0.506,39,77,0.316,6,19,0.730,27,37,34,9,25,21,12,4,14,21,111
BOS,2014-04-04,L,Home,PHI111-102BOS,0.437,38,87,0.273,9,33,0.810,17,21,49,19,30,23,4,5,22,27,102
BKN,2014-04-04,W,Home,DET104-116BKN,0.605,46,76,0.484,15,31,0.818,9,11,26,2,24,28,6,3,10,19,116
DET,2014-04-04,L,Away,BKN116-104DET,0.466,41,88,0.333,9,27,0.619,13,21,46,19,27,23,6,2,10,14,104
WAS,2014-04-04,W,Away,NYK89-90WAS,0.487,38,78,0.263,5,19,0.600,9,15,41,12,29,18,7,0,17,15,90
CHI,2014-04-05,W,Away,WAS78-96CHI,0.443,35,79,0.391,9,23,0.810,17,21,45,11,34,24,7,4,11,14,96
WAS,2014-04-05,L,Home,CHI96-78WAS,0.395,34,86,0.188,3,16,0.583,7,12,40,14,26,16,6,4,12,19,78
MIL,2014-04-05,L,Home,TOR102-98MIL,0.481,38,79,0.111,1,9,0.778,21,27,37,12,25,28,5,5,10,21,98
TOR,2014-04-05,W,Away,MIL98-102TOR,0.444,36,81,0.444,12,27,0.818,18,22,39,12,27,20,5,2,10,22,102
ORL,2014-04-05,W,Home,MIN92-100ORL,0.544,43,79,0.529,9,17,0.556,5,9,40,13,27,29,7,4,23,23,100
MIN,2014-04-05,L,Away,ORL100-92MIN,0.468,36,77,0.071,1,14,0.679,19,28,30,8,22,26,11,6,13,10,92
DET,2014-04-05,W,Home,BOS111-115DET,0.481,38,79,0.391,9,23,0.833,30,36,43,13,30,18,6,1,13,16,115
CLE,2014-04-05,L,Home,CHA96-94CLE,0.365,35,96,0.318,7,22,0.810,17,21,51,10,41,22,5,3,11,18,94
BKN,2014-04-05,W,Away,PHI101-105BKN,0.513,41,80,0.286,6,21,0.739,17,23,41,8,33,29,6,3,14,20,105
PHI,2014-04-05,L,Home,BKN105-101PHI,0.456,36,79,0.435,10,23,0.704,19,27,40,9,31,27,6,2,13,26,101
BOS,2014-04-05,L,Away,DET115-111BOS,0.477,42,88,0.452,14,31,0.813,13,16,37,15,22,25,8,3,12,24,111
CHA,2014-04-05,W,Away,CLE94-96CHA,0.374,34,91,0.346,9,26,0.704,19,27,58,12,46,23,7,5,12,19,96
POR,2014-04-06,W,Home,NOP94-100POR,0.471,41,87,0.227,5,22,0.867,13,15,50,14,36,20,5,6,15,17,100
DAL,2014-04-06,W,Away,SAC91-93DAL,0.404,36,89,0.419,13,31,0.571,8,14,45,16,29,23,7,5,10,16,93
SAC,2014-04-06,L,Home,DAL93-91SAC,0.474,36,76,0.278,5,18,0.700,14,20,40,6,34,21,6,3,13,17,91
IND,2014-04-06,L,Home,ATL107-88IND,0.410,32,78,0.250,5,20,0.633,19,30,35,10,25,18,9,3,11,26,88
ATL,2014-04-06,W,Away,IND88-107ATL,0.562,41,73,0.444,12,27,0.765,13,17,40,5,35,22,4,3,16,26,107
LAC,2014-04-06,W,Home,LAL97-120LAC,0.566,47,83,0.526,10,19,0.615,16,26,52,8,44,28,12,5,17,17,120
LAL,2014-04-06,L,Away,LAC120-97LAL,0.419,36,86,0.226,7,31,0.783,18,23,38,8,30,26,9,0,15,19,97
NOP,2014-04-06,L,Away,POR100-94NOP,0.422,38,90,0.333,4,12,0.778,14,18,38,13,25,21,10,4,10,19,94
MIA,2014-04-06,W,Home,NYK91-102MIA,0.557,34,61,0.444,12,27,0.733,22,30,35,7,28,22,6,0,16,17,102
HOU,2014-04-06,W,Home,DEN125-130HOU,0.459,45,98,0.361,13,36,0.675,27,40,50,15,35,24,15,10,15,19,130
DEN,2014-04-06,L,Away,HOU130-125DEN,0.477,51,107,0.452,14,31,0.692,9,13,54,15,39,28,8,8,21,24,125
PHX,2014-04-06,W,Home,OKC115-122PHX,0.584,45,77,0.478,11,23,0.677,21,31,36,5,31,17,6,2,12,24,122
OKC,2014-04-06,L,Away,PHX122-115OKC,0.476,40,84,0.281,9,32,0.813,26,32,38,7,31,17,6,4,12,30,115
SAS,2014-04-06,W,Home,MEM92-112SAS,0.558,43,77,0.409,9,22,0.944,17,18,40,6,34,27,7,3,16,16,112
MEM,2014-04-06,L,Away,SAS112-92MEM,0.442,38,86,0.357,5,14,0.647,11,17,37,13,24,22,8,3,15,19,92
GSW,2014-04-06,W,Home,UTA102-130GSW,0.578,52,90,0.515,17,33,1.000,9,9,45,6,39,34,9,2,16,23,130
UTA,2014-04-06,L,Away,GSW130-102UTA,0.453,39,86,0.308,4,13,0.714,20,28,37,8,29,27,13,1,12,13,102
NYK,2014-04-06,L,Away,MIA102-91NYK,0.375,33,88,0.357,15,42,0.769,10,13,38,15,23,18,10,2,11,24,91
OKC,2014-04-08,W,Away,SAC92-107OKC,0.475,38,80,0.545,12,22,0.704,19,27,39,10,29,23,5,4,6,23,107
SAC,2014-04-08,L,Home,OKC107-92SAC,0.415,34,82,0.214,3,14,0.750,21,28,44,13,31,13,5,4,10,18,92
MIN,2014-04-08,W,Home,SAS91-110MIN,0.462,42,91,0.333,5,15,0.808,21,26,52,16,36,23,9,3,16,18,110
SAS,2014-04-08,L,Away,MIN110-91SAS,0.444,36,81,0.235,4,17,0.600,15,25,37,11,26,19,8,7,16,22,91
DAL,2014-04-08,W,Away,UTA83-95DAL,0.556,40,72,0.391,9,23,0.545,6,11,36,6,30,24,3,5,10,12,95
UTA,2014-04-08,L,Home,DAL95-83UTA,0.414,36,87,0.167,4,24,0.538,7,13,47,23,24,16,7,3,9,15,83
ATL,2014-04-08,L,Home,DET102-95ATL,0.382,34,89,0.257,9,35,0.750,18,24,48,17,31,26,9,5,16,23,95
BKN,2014-04-08,W,Away,MIA87-88BKN,0.529,36,68,0.391,9,23,0.500,7,14,35,4,31,13,9,7,17,14,88
MIA,2014-04-08,L,Home,BKN88-87MIA,0.478,33,69,0.292,7,24,0.737,14,19,34,6,28,17,9,3,13,15,87
LAL,2014-04-08,L,Home,HOU145-130LAL,0.463,44,95,0.438,14,32,0.800,28,35,33,5,28,38,8,7,11,20,130
HOU,2014-04-08,W,Away,LAL130-145HOU,0.577,56,97,0.423,11,26,0.786,22,28,58,12,46,33,8,9,14,22,145
DET,2014-04-08,W,Away,ATL95-102DET,0.430,37,86,0.353,6,17,0.688,22,32,53,16,37,14,13,4,15,20,102
HOU,2014-04-09,L,Away,DEN123-116HOU,0.435,40,92,0.375,15,40,0.840,21,25,47,12,35,28,9,5,15,20,116
CHI,2014-04-09,W,Away,MIN87-102CHI,0.500,41,82,0.524,11,21,0.750,9,12,37,9,28,29,4,8,14,18,102
CHA,2014-04-09,W,Away,WAS88-94CHA,0.380,35,92,0.440,11,25,0.867,13,15,48,9,39,23,7,1,13,17,94
WAS,2014-04-09,L,Home,CHA94-88WAS,0.451,37,82,0.067,1,15,0.650,13,20,45,7,38,23,7,9,12,15,88
TOR,2014-04-09,W,Home,PHI114-125TOR,0.500,41,82,0.480,12,25,0.838,31,37,35,10,25,25,2,7,7,16,125
MIA,2014-04-09,L,Away,MEM107-102MIA,0.521,38,73,0.600,15,25,0.917,11,12,27,6,21,24,11,2,15,17,102
PHI,2014-04-09,L,Away,TOR125-114PHI,0.518,44,85,0.381,8,21,0.857,18,21,36,9,27,20,2,5,13,25,114
NOP,2014-04-09,L,Home,PHX94-88NOP,0.425,34,80,0.429,6,14,0.824,14,17,42,8,34,25,6,5,14,17,88
PHX,2014-04-09,W,Away,NOP88-94PHX,0.488,39,80,0.474,9,19,0.700,7,10,38,6,32,23,5,6,12,18,94
MEM,2014-04-09,W,Home,MIA102-107MEM,0.551,43,78,0.350,7,20,0.667,14,21,41,12,29,23,10,6,14,19,107
DEN,2014-04-09,W,Home,HOU116-123DEN,0.495,50,101,0.393,11,28,0.857,12,14,44,10,34,31,10,8,11,21,123
MIN,2014-04-09,L,Home,CHI102-87MIN,0.425,34,80,0.235,4,17,0.938,15,16,40,11,29,16,5,5,14,14,87
IND,2014-04-09,W,Away,MIL102-104IND,0.482,41,85,0.458,11,24,0.579,11,19,41,8,33,26,4,5,11,24,104
BOS,2014-04-09,L,Away,ATL105-97BOS,0.440,37,84,0.462,12,26,0.786,11,14,39,11,28,25,7,3,16,22,97
ATL,2014-04-09,W,Home,BOS97-105ATL,0.526,40,76,0.391,9,23,0.727,16,22,43,8,35,30,7,5,16,14,105
LAC,2014-04-09,L,Home,OKC107-101LAC,0.419,36,86,0.296,8,27,0.618,21,34,52,15,37,23,7,5,17,22,101
OKC,2014-04-09,W,Away,LAC101-107OKC,0.422,38,90,0.238,5,21,0.813,26,32,44,11,33,18,8,8,8,24,107
ORL,2014-04-09,W,Home,BKN111-115ORL,0.558,43,77,0.458,11,24,0.600,18,30,41,11,30,26,10,5,14,24,115
BKN,2014-04-09,L,Away,ORL115-111BKN,0.481,38,79,0.345,10,29,0.735,25,34,41,13,28,22,7,0,14,23,111
SAC,2014-04-09,L,Away,POR100-99SAC,0.429,39,91,0.455,5,11,0.727,16,22,45,14,31,19,10,2,12,19,99
POR,2014-04-09,W,Home,SAC99-100POR,0.507,38,75,0.304,7,23,0.773,17,22,43,5,38,26,4,4,18,19,100
CLE,2014-04-09,W,Home,DET100-122CLE,0.570,53,93,0.423,11,26,0.556,5,9,47,13,34,41,8,6,17,24,122
DET,2014-04-09,L,Away,CLE122-100DET,0.354,34,96,0.321,9,28,0.719,23,32,46,21,25,19,10,2,15,12,100
MIL,2014-04-09,L,Home,IND104-102MIL,0.437,38,87,0.250,4,16,0.759,22,29,48,14,34,21,6,5,11,20,102
SAS,2014-04-10,W,Away,DAL100-109SAS,0.432,38,88,0.471,16,34,0.773,17,22,48,15,33,22,9,1,13,22,109
DAL,2014-04-10,L,Home,SAS109-100DAL,0.470,39,83,0.417,5,12,0.810,17,21,42,8,34,16,5,5,10,17,100
DEN,2014-04-10,W,Away,GSW99-100DEN,0.375,39,104,0.294,10,34,0.632,12,19,63,25,38,23,9,5,17,18,100
GSW,2014-04-10,L,Home,DEN100-99GSW,0.455,40,88,0.261,6,23,0.867,13,15,38,6,32,19,9,4,13,17,99
OKC,2014-04-11,W,Home,NOP94-116OKC,0.537,44,82,0.385,5,13,0.852,23,27,47,8,39,28,8,12,11,21,116
NOP,2014-04-11,L,Away,OKC116-94NOP,0.407,35,86,0.500,9,18,0.789,15,19,35,8,27,24,4,4,15,20,94
TOR,2014-04-11,L,Home,NYK108-100TOR,0.395,30,76,0.455,15,33,0.806,25,31,42,14,28,16,2,4,16,24,100
NYK,2014-04-11,W,Away,TOR100-108NYK,0.479,35,73,0.250,6,24,0.889,32,36,39,7,32,16,6,3,8,24,108
PHI,2014-04-11,L,Away,MEM117-95PHI,0.443,39,88,0.333,6,18,0.647,11,17,36,8,28,16,14,3,15,26,95
MEM,2014-04-11,W,Home,PHI95-117MEM,0.543,44,81,0.385,5,13,0.750,24,32,49,10,39,28,8,8,16,15,117
HOU,2014-04-11,L,Away,MIN112-110HOU,0.434,36,83,0.440,11,25,0.750,27,36,52,15,37,22,12,4,22,32,110
MIN,2014-04-11,W,Home,HOU110-112MIN,0.436,41,94,0.250,3,12,0.675,27,40,50,18,32,22,13,8,15,25,112
CLE,2014-04-11,L,Away,MIL119-116CLE,0.494,42,85,0.200,4,20,0.800,28,35,40,11,29,18,11,4,10,27,116
POR,2014-04-11,W,Away,UTA99-111POR,0.460,40,87,0.500,11,22,0.833,20,24,41,9,32,23,7,3,8,12,111
UTA,2014-04-11,L,Home,POR111-99UTA,0.465,40,86,0.462,6,13,0.813,13,16,47,13,34,26,3,4,13,19,99
ORL,2014-04-11,L,Home,WAS96-86ORL,0.416,32,77,0.211,4,19,0.750,18,24,42,10,32,21,9,5,18,31,86
MIL,2014-04-11,W,Home,CLE116-119MIL,0.524,44,84,0.375,6,16,0.658,25,38,41,14,27,20,5,4,12,22,119
IND,2014-04-11,L,Away,MIA98-86IND,0.477,31,65,0.571,8,14,0.842,16,19,31,5,26,20,5,3,16,23,86
WAS,2014-04-11,W,Away,ORL86-96WAS,0.427,35,82,0.105,2,19,0.727,24,33,44,13,31,24,7,4,13,19,96
SAS,2014-04-11,W,Home,PHX104-112SAS,0.448,43,96,0.433,13,30,0.813,13,16,42,11,31,24,10,5,7,15,112
