Team,Date,W/L,Home/Away,Score,FG%,FGM,FGA,3P%,3PM,3PA,FT%,FTM,FTA,REB,OREB,DREB,AST,STL,BLK,TOV,PF,PTS
DAL,2018-10-24,L,Away,ATL111-104DAL,0.418,38,91,0.300,12,40,0.615,16,26,52,9,43,25,7,9,17,27,104
ATL,2018-10-24,W,Home,DAL104-111ATL,0.407,37,91,0.395,15,38,0.710,22,31,54,10,44,28,6,6,15,26,111
MIA,2018-10-24,W,Home,NYK87-110MIA,0.476,39,82,0.448,13,29,0.679,19,28,51,4,47,24,7,5,13,15,110
HOU,2018-10-24,L,Home,UTA100-89HOU,0.402,35,87,0.275,11,40,0.571,8,14,35,10,25,16,12,5,17,23,89
MEM,2018-10-24,L,Away,SAC97-92MEM,0.383,36,94,0.270,10,37,0.769,10,13,49,13,36,18,7,6,15,25,92
CLE,2018-10-24,L,Home,BKN102-86CLE,0.382,34,89,0.167,3,18,0.938,15,16,53,16,37,18,5,2,15,19,86
BKN,2018-10-24,W,Away,CLE86-102BKN,0.437,38,87,0.412,14,34,0.800,12,15,44,8,36,23,8,1,14,16,102
LAL,2018-10-24,W,Away,PHX113-131LAL,0.520,52,100,0.357,10,28,0.739,17,23,43,11,32,34,13,5,8,19,131
PHX,2018-10-24,L,Home,LAL131-113PHX,0.524,44,84,0.323,10,31,0.714,15,21,44,9,35,27,4,4,20,23,113
CHA,2018-10-24,L,Away,CHI112-110CHA,0.435,37,85,0.286,10,35,0.897,26,29,36,8,28,23,5,5,8,20,110
CHI,2018-10-24,W,Home,CHA110-112CHI,0.481,37,77,0.345,10,29,0.800,28,35,45,9,36,21,4,5,14,24,112
SAS,2018-10-24,L,Home,IND116-96SAS,0.402,35,87,0.316,6,19,0.952,20,21,46,15,31,16,3,3,13,16,96
IND,2018-10-24,W,Away,SAS96-116IND,0.529,46,87,0.531,17,32,0.875,7,8,40,5,35,34,9,5,10,22,116
WAS,2018-10-24,L,Away,GSW144-122WAS,0.452,42,93,0.286,12,42,0.929,26,28,34,7,27,22,7,1,12,24,122
GSW,2018-10-24,W,Home,WAS122-144GSW,0.576,53,92,0.455,15,33,0.920,23,25,48,10,38,37,6,5,18,22,144
UTA,2018-10-24,W,Away,HOU89-100UTA,0.436,34,78,0.345,10,29,0.786,22,28,47,9,38,21,7,5,19,21,100
BOS,2018-10-25,W,Away,OKC95-101BOS,0.384,33,86,0.344,11,32,0.727,24,33,45,10,35,19,7,1,12,27,101
OKC,2018-10-25,L,Home,BOS101-95OKC,0.394,37,94,0.250,7,28,0.560,14,25,57,16,41,19,5,6,16,27,95
DET,2018-10-25,W,Home,CLE103-110DET,0.526,41,78,0.393,11,28,0.586,17,29,48,13,35,21,4,5,20,21,110
ORL,2018-10-25,L,Home,POR128-114ORL,0.500,43,86,0.400,12,30,0.800,16,20,40,11,29,29,5,7,14,21,114
POR,2018-10-25,W,Away,ORL114-128POR,0.552,48,87,0.407,11,27,0.808,21,26,44,12,32,24,6,6,11,22,128
LAL,2018-10-25,W,Home,DEN114-121LAL,0.500,46,92,0.345,10,29,0.826,19,23,42,9,33,27,13,3,14,19,121
DEN,2018-10-25,L,Away,LAL121-114DEN,0.500,46,92,0.261,6,23,0.800,16,20,44,10,34,22,8,5,19,22,114
CLE,2018-10-25,L,Away,DET110-103CLE,0.461,41,89,0.333,8,24,0.867,13,15,30,7,23,18,11,1,9,25,103
CHI,2018-10-26,L,Away,CHA135-106CHI,0.435,37,85,0.444,16,36,0.727,16,22,34,8,26,21,5,7,14,16,106
BKN,2018-10-26,L,Away,NOP117-115BKN,0.439,43,98,0.475,19,40,0.667,10,15,54,16,38,26,6,8,21,22,115
NOP,2018-10-26,W,Home,BKN115-117NOP,0.449,44,98,0.391,9,23,0.769,20,26,46,15,31,23,11,11,11,20,117
TOR,2018-10-26,W,Home,DAL107-116TOR,0.484,44,91,0.407,11,27,0.850,17,20,50,12,38,23,10,5,13,22,116
DAL,2018-10-26,L,Away,TOR116-107DAL,0.413,38,92,0.400,12,30,0.792,19,24,44,10,34,22,6,6,15,17,107
CHA,2018-10-26,W,Home,CHI106-135CHA,0.570,53,93,0.438,14,32,0.938,15,16,50,11,39,30,10,10,12,18,135
LAC,2018-10-26,W,Away,HOU113-133LAC,0.544,43,79,0.522,12,23,0.921,35,38,44,5,39,17,8,4,16,21,133
MIL,2018-10-26,W,Away,MIN95-125MIL,0.533,49,92,0.413,19,46,0.727,8,11,62,7,55,32,4,8,18,23,125
SAC,2018-10-26,W,Home,WAS112-116SAC,0.463,44,95,0.378,14,37,0.609,14,23,53,14,39,25,8,4,19,18,116
WAS,2018-10-26,L,Away,SAC116-112WAS,0.465,40,86,0.333,14,42,0.783,18,23,42,5,37,22,8,7,21,27,112
HOU,2018-10-26,L,Home,LAC133-113HOU,0.388,38,98,0.366,15,41,0.880,22,25,42,16,26,21,11,7,13,27,113
GSW,2018-10-26,W,Away,NYK100-128GSW,0.586,51,87,0.485,16,33,0.833,10,12,39,6,33,26,10,6,14,16,128
NYK,2018-10-26,L,Home,GSW128-100NYK,0.433,39,90,0.333,13,39,0.750,9,12,40,11,29,17,6,1,20,18,100
MIN,2018-10-26,L,Home,MIL125-95MIN,0.321,36,112,0.233,10,43,0.722,13,18,49,17,32,19,10,6,8,15,95
ATL,2018-10-27,L,Home,CHI97-85ATL,0.321,27,84,0.300,12,40,0.826,19,23,48,11,37,20,9,8,22,13,85
NOP,2018-10-27,L,Home,UTA132-111NOP,0.421,40,95,0.265,9,34,0.759,22,29,40,11,29,22,4,5,16,32,111
UTA,2018-10-27,W,Away,NOP111-132UTA,0.523,46,88,0.313,10,32,0.811,30,37,43,6,37,32,7,7,13,26,132
PHX,2018-10-27,L,Away,MEM117-96PHX,0.462,36,78,0.273,9,33,0.789,15,19,35,5,30,28,5,1,19,25,96
MEM,2018-10-27,W,Home,PHX96-117MEM,0.557,44,79,0.346,9,26,0.909,20,22,39,3,36,30,12,1,12,21,117
MIL,2018-10-27,W,Home,ORL91-113MIL,0.500,41,82,0.333,10,30,0.913,21,23,57,6,51,24,6,7,21,19,113
CHI,2018-10-27,W,Away,ATL85-97CHI,0.434,36,83,0.364,12,33,0.813,13,16,52,8,44,25,14,6,23,21,97
POR,2018-10-27,L,Away,MIA120-111POR,0.420,37,88,0.364,12,33,0.893,25,28,42,8,34,14,7,8,9,25,111
ORL,2018-10-27,L,Away,MIL113-91ORL,0.327,33,101,0.233,10,43,0.882,15,17,41,11,30,21,9,6,11,22,91
BOS,2018-10-27,W,Away,DET89-109BOS,0.453,39,86,0.412,14,34,0.680,17,25,54,8,46,25,4,8,13,26,109
DET,2018-10-27,L,Home,BOS109-89DET,0.371,33,89,0.189,7,37,0.800,16,20,47,6,41,16,4,3,11,24,89
PHI,2018-10-27,W,Home,CHA103-105PHI,0.385,35,91,0.357,10,28,0.833,25,30,56,14,42,18,4,8,11,23,105
CLE,2018-10-27,L,Home,IND119-107CLE,0.465,40,86,0.280,7,25,0.909,20,22,39,16,23,21,9,2,18,20,107
IND,2018-10-27,W,Away,CLE107-119IND,0.649,48,74,0.385,5,13,0.692,18,26,24,4,20,28,13,3,15,15,119
SAS,2018-10-27,W,Home,LAL106-110SAS,0.484,44,91,0.188,3,16,0.792,19,24,49,12,37,20,7,5,13,17,110
LAL,2018-10-27,L,Away,SAS110-106LAL,0.477,41,86,0.394,13,33,0.611,11,18,42,7,35,19,5,5,17,25,106
CHA,2018-10-27,L,Away,PHI105-103CHA,0.389,37,95,0.257,9,35,0.833,20,24,48,9,39,19,3,8,9,25,103
MIA,2018-10-27,W,Home,POR111-120MIA,0.458,44,96,0.385,15,39,0.654,17,26,56,16,40,21,7,8,13,21,120
OKC,2018-10-28,W,Home,PHX110-117OKC,0.506,43,85,0.292,7,24,0.686,24,35,43,9,34,22,16,3,15,24,117
PHX,2018-10-28,L,Away,OKC117-110PHX,0.442,38,86,0.296,8,27,0.963,26,27,44,10,34,21,10,3,22,32,110
UTA,2018-10-28,W,Away,DAL104-113UTA,0.525,42,80,0.400,10,25,0.864,19,22,43,8,35,25,8,6,18,27,113
DAL,2018-10-28,L,Home,UTA113-104DAL,0.418,38,91,0.321,9,28,0.760,19,25,43,12,31,24,6,3,13,19,104
WAS,2018-10-28,L,Away,LAC136-104WAS,0.392,38,97,0.185,5,27,0.821,23,28,45,14,31,18,7,3,14,16,104
LAC,2018-10-28,W,Home,WAS104-136LAC,0.544,56,103,0.552,16,29,0.615,8,13,57,14,43,35,7,9,15,25,136
GSW,2018-10-28,W,Away,BKN114-120GSW,0.494,44,89,0.333,11,33,0.875,21,24,47,12,35,28,11,7,12,16,120
BKN,2018-10-28,L,Home,GSW120-114BKN,0.483,42,87,0.476,20,42,0.667,10,15,37,5,32,28,5,3,15,20,114
MIN,2018-10-29,W,Home,LAL120-124MIN,0.429,42,98,0.483,14,29,0.867,26,30,51,20,31,26,11,12,15,14,124
LAL,2018-10-29,L,Away,MIN124-120LAL,0.471,49,104,0.364,12,33,0.667,10,15,48,17,31,24,8,8,18,24,120
DEN,2018-10-29,W,Home,NOP111-116DEN,0.452,42,93,0.314,11,35,0.913,21,23,41,9,32,28,14,5,13,17,116
NOP,2018-10-29,L,Away,DEN116-111NOP,0.524,43,82,0.458,11,24,0.700,14,20,44,7,37,28,8,5,22,25,111
TOR,2018-10-29,L,Away,MIL124-109TOR,0.379,39,103,0.200,9,45,0.786,22,28,51,15,36,25,9,7,10,19,109
MIL,2018-10-29,W,Home,TOR109-124MIL,0.489,45,92,0.422,19,45,0.789,15,19,57,8,49,28,5,4,17,21,124
POR,2018-10-29,W,Away,IND93-103POR,0.487,38,78,0.385,10,26,0.944,17,18,50,9,41,19,3,3,18,23,103
IND,2018-10-29,L,Home,POR103-93IND,0.411,37,90,0.316,6,19,0.650,13,20,35,7,28,19,8,5,9,20,93
GSW,2018-10-29,W,Away,CHI124-149GSW,0.552,53,96,0.533,24,45,0.731,19,26,49,8,41,34,9,7,7,29,149
MIA,2018-10-29,L,Home,SAC123-113MIA,0.413,38,92,0.333,13,39,0.706,24,34,52,13,39,20,10,9,18,21,113
BKN,2018-10-29,L,Away,NYK115-96BKN,0.405,34,84,0.289,11,38,0.773,17,22,32,11,21,22,6,7,10,20,96
NYK,2018-10-29,W,Home,BKN96-115NYK,0.489,45,92,0.375,9,24,0.889,16,18,53,16,37,21,5,3,16,21,115
CHI,2018-10-29,L,Home,GSW149-124CHI,0.489,46,94,0.314,11,35,0.618,21,34,44,12,32,25,6,3,9,19,124
SAS,2018-10-29,W,Home,DAL108-113SAS,0.462,42,91,0.450,9,20,0.952,20,21,41,5,36,27,17,2,17,19,113
DAL,2018-10-29,L,Away,SAS113-108DAL,0.473,43,91,0.294,10,34,0.706,12,17,49,8,41,15,9,3,23,21,108
PHI,2018-10-29,W,Home,ATL92-113PHI,0.414,41,99,0.298,14,47,0.944,17,18,64,16,48,33,7,9,19,22,113
ATL,2018-10-29,L,Away,PHI113-92ATL,0.372,35,94,0.216,8,37,0.667,14,21,47,10,37,20,10,3,15,18,92
SAC,2018-10-29,W,Away,MIA113-123SAC,0.495,48,97,0.462,12,26,0.600,15,25,46,9,37,28,8,8,14,23,123
PHI,2018-10-30,L,Away,TOR129-112PHI,0.418,38,91,0.350,14,40,0.733,22,30,47,17,30,25,7,5,23,24,112
OKC,2018-10-30,W,Home,LAC110-128OKC,0.511,48,94,0.529,9,17,0.719,23,32,41,9,32,19,16,6,17,35,128
LAC,2018-10-30,L,Away,OKC128-110LAC,0.473,35,74,0.350,7,20,0.767,33,43,38,6,32,18,6,7,25,26,110
WAS,2018-10-30,L,Away,MEM107-95WAS,0.432,32,74,0.400,14,35,0.850,17,20,37,5,32,24,9,7,20,22,95
MEM,2018-10-30,W,Home,WAS95-107MEM,0.486,36,74,0.464,13,28,0.710,22,31,38,6,32,28,16,3,17,20,107
TOR,2018-10-30,W,Home,PHI112-129TOR,0.511,47,92,0.407,11,27,0.857,24,28,43,9,34,29,13,6,16,26,129
MIA,2018-10-30,L,Away,CHA125-113MIA,0.471,41,87,0.393,11,28,0.833,20,24,34,10,24,25,9,5,15,26,113
ORL,2018-10-30,L,Home,SAC107-99ORL,0.396,36,91,0.256,11,43,0.727,16,22,48,11,37,28,10,8,17,22,99
DET,2018-10-30,L,Away,BOS108-105DET,0.420,37,88,0.267,8,30,0.852,23,27,50,11,39,17,6,3,17,28,105
SAC,2018-10-30,W,Away,ORL99-107SAC,0.488,41,84,0.364,8,22,0.654,17,26,51,8,43,22,8,6,15,20,107
HOU,2018-10-30,L,Home,POR104-85HOU,0.323,31,96,0.233,10,43,0.565,13,23,49,20,29,18,7,9,12,25,85
POR,2018-10-30,W,Away,HOU85-104POR,0.475,38,80,0.400,8,20,0.870,20,23,51,7,44,17,4,4,20,19,104
ATL,2018-10-30,L,Away,CLE136-114ATL,0.537,44,82,0.429,15,35,0.647,11,17,39,6,33,25,6,8,23,29,114
CLE,2018-10-30,W,Home,ATL114-136CLE,0.500,45,90,0.520,13,25,0.767,33,43,48,13,35,23,13,1,13,20,136
