Team,Date,W/L,Home/Away,Score,FG%,FGM,FGA,3P%,3PM,3PA,FT%,FTM,FTA,REB,OREB,DREB,AST,STL,BLK,TOV,PF,PTS
MEM,2018-11-02,W,Away,UTA100-110MEM,0.507,38,75,0.500,13,26,0.618,21,34,39,9,30,23,9,3,11,29,110
NYK,2018-11-02,W,Away,DAL106-118NYK,0.548,46,84,0.241,7,29,0.731,19,26,40,10,30,26,13,4,12,24,118
DAL,2018-11-02,L,Home,NYK118-106DAL,0.494,40,81,0.379,11,29,0.625,15,24,40,11,29,22,6,1,19,28,106
LAC,2018-11-02,W,Away,ORL95-120LAC,0.477,41,86,0.500,13,26,0.758,25,33,50,10,40,22,5,3,14,23,120
ORL,2018-11-02,L,Home,LAC120-95ORL,0.444,40,90,0.235,4,17,0.579,11,19,40,8,32,20,7,4,10,24,95
HOU,2018-11-02,W,Away,BKN111-119HOU,0.494,41,83,0.385,15,39,0.688,22,32,41,11,30,22,4,10,9,21,119
TOR,2018-11-02,W,Away,PHX98-107TOR,0.506,41,81,0.364,12,33,0.619,13,21,39,6,33,29,11,10,14,23,107
PHX,2018-11-02,L,Home,TOR107-98PHX,0.440,40,91,0.308,8,26,0.556,10,18,49,12,37,20,3,4,16,18,98
IND,2018-11-02,W,Away,CHI105-107IND,0.471,40,85,0.269,7,26,0.909,20,22,42,9,33,21,8,9,11,13,107
CHI,2018-11-02,L,Home,IND107-105CHI,0.472,42,89,0.419,13,31,0.889,8,9,43,11,32,33,2,7,14,20,105
MIN,2018-11-02,L,Away,GSW116-99MIN,0.376,38,101,0.289,13,45,0.714,10,14,39,8,31,25,8,4,5,16,99
GSW,2018-11-02,W,Home,MIN99-116GSW,0.489,43,88,0.382,13,34,0.773,17,22,61,12,49,31,3,9,16,16,116
BKN,2018-11-02,L,Home,HOU119-111BKN,0.494,42,85,0.441,15,34,0.600,12,20,38,9,29,22,5,4,12,28,111
ATL,2018-11-03,W,Home,MIA118-123ATL,0.523,46,88,0.406,13,32,0.783,18,23,37,8,29,33,11,7,18,21,123
CHA,2018-11-03,W,Home,CLE94-126CHA,0.571,52,91,0.333,10,30,0.923,12,13,50,12,38,29,3,7,15,17,126
CLE,2018-11-03,L,Away,CHA126-94CLE,0.432,35,81,0.385,10,26,0.933,14,15,26,3,23,22,10,2,15,20,94
DEN,2018-11-03,W,Home,UTA88-103DEN,0.494,41,83,0.321,9,28,0.632,12,19,48,8,40,32,8,0,17,26,103
UTA,2018-11-03,L,Away,DEN103-88UTA,0.407,33,81,0.194,6,31,0.667,16,24,40,10,30,22,12,7,13,21,88
MIA,2018-11-03,L,Away,ATL123-118MIA,0.482,41,85,0.400,16,40,0.769,20,26,41,13,28,27,6,6,18,20,118
BOS,2018-11-03,L,Away,IND102-101BOS,0.432,38,88,0.413,19,46,0.667,6,9,45,10,35,23,6,8,14,20,101
HOU,2018-11-03,W,Away,CHI88-96HOU,0.422,35,83,0.310,13,42,0.650,13,20,45,10,35,21,13,5,19,22,96
POR,2018-11-03,L,Home,LAL114-110POR,0.423,44,104,0.171,6,35,0.727,16,22,50,16,34,20,10,5,14,21,110
IND,2018-11-03,W,Home,BOS101-102IND,0.419,36,86,0.344,11,32,0.760,19,25,45,8,37,23,10,2,13,16,102
PHI,2018-11-03,W,Home,DET99-109PHI,0.406,28,69,0.310,9,29,0.863,44,51,45,3,42,21,11,3,18,31,109
NOP,2018-11-03,L,Away,SAS109-95NOP,0.468,36,77,0.286,6,21,0.567,17,30,48,6,42,22,3,8,16,21,95
DET,2018-11-03,L,Away,PHI109-99DET,0.398,33,83,0.167,5,30,0.683,28,41,44,7,37,16,8,3,17,32,99
CHI,2018-11-03,L,Home,HOU96-88CHI,0.394,28,71,0.261,6,23,0.963,26,27,37,4,33,16,13,4,19,18,88
LAL,2018-11-03,W,Away,POR110-114LAL,0.523,45,86,0.381,8,21,0.640,16,25,50,9,41,20,9,11,20,22,114
SAS,2018-11-03,W,Home,NOP95-109SAS,0.469,45,96,0.348,8,23,0.786,11,14,43,8,35,29,8,4,9,21,109
SAC,2018-11-04,L,Away,MIL144-109SAC,0.442,42,95,0.389,14,36,0.500,11,22,44,8,36,24,6,4,15,26,109
SAS,2018-11-04,L,Home,ORL117-110SAS,0.432,38,88,0.343,12,35,0.880,22,25,43,10,33,25,3,5,11,21,110
ORL,2018-11-04,W,Away,SAS110-117ORL,0.505,46,91,0.375,12,32,0.722,13,18,43,11,32,29,7,4,9,22,117
PHX,2018-11-04,W,Home,MEM100-102PHX,0.516,33,64,0.438,14,32,0.846,22,26,37,5,32,25,7,3,25,27,102
PHI,2018-11-04,L,Away,BKN122-97PHI,0.477,31,65,0.200,4,20,0.756,31,41,46,9,37,16,6,1,28,21,97
BKN,2018-11-04,W,Home,PHI97-122BKN,0.476,50,105,0.321,9,28,0.722,13,18,38,15,23,27,11,3,9,28,122
MIN,2018-11-04,L,Away,POR111-81MIN,0.312,29,93,0.233,7,30,0.762,16,21,38,13,25,18,9,4,11,21,81
POR,2018-11-04,W,Home,MIN81-111POR,0.442,38,86,0.250,7,28,0.875,28,32,66,17,49,15,7,1,17,20,111
TOR,2018-11-04,W,Away,LAL107-121TOR,0.500,49,98,0.286,10,35,0.929,13,14,49,13,36,32,9,4,13,24,121
LAL,2018-11-04,L,Home,TOR121-107LAL,0.459,39,85,0.250,6,24,0.793,23,29,38,6,32,25,6,4,16,18,107
MIL,2018-11-04,W,Home,SAC109-144MIL,0.484,46,95,0.393,22,56,0.909,30,33,56,10,46,30,6,7,13,20,144
MEM,2018-11-04,L,Away,PHX102-100MEM,0.474,36,76,0.304,7,23,0.724,21,29,30,9,21,19,13,3,13,21,100
WAS,2018-11-04,W,Home,NYK95-108WAS,0.434,36,83,0.231,6,26,0.769,30,39,47,15,32,21,12,11,13,18,108
NYK,2018-11-04,L,Away,WAS108-95NYK,0.419,39,93,0.185,5,27,0.750,12,16,51,15,36,19,5,5,20,28,95
IND,2018-11-05,L,Home,HOU98-94IND,0.440,33,75,0.286,8,28,0.667,20,30,39,7,32,17,8,3,16,15,94
MIA,2018-11-05,W,Away,DET115-120MIA,0.449,44,98,0.387,12,31,0.645,20,31,50,9,41,24,10,8,17,26,120
MEM,2018-11-05,L,Away,GSW117-101MEM,0.458,38,83,0.333,9,27,0.762,16,21,30,4,26,31,8,8,10,19,101
GSW,2018-11-05,W,Home,MEM101-117GSW,0.506,41,81,0.542,13,24,0.957,22,23,46,8,38,29,4,4,13,25,117
MIN,2018-11-05,L,Away,LAC120-109MIN,0.471,40,85,0.238,5,21,0.800,24,30,38,8,30,20,9,8,11,23,109
LAC,2018-11-05,W,Home,MIN109-120LAC,0.489,43,88,0.452,14,31,0.909,20,22,43,13,30,30,5,4,12,27,120
TOR,2018-11-05,W,Away,UTA111-124TOR,0.570,49,86,0.394,13,33,0.929,13,14,43,7,36,21,9,3,15,28,124
UTA,2018-11-05,L,Home,TOR124-111UTA,0.442,38,86,0.258,8,31,0.659,27,41,40,12,28,29,10,4,12,19,111
DET,2018-11-05,L,Home,MIA120-115DET,0.410,43,105,0.314,11,35,0.643,18,28,60,21,39,27,8,3,19,30,115
DEN,2018-11-05,W,Home,BOS107-115DEN,0.456,41,90,0.382,13,34,0.714,20,28,47,15,32,25,5,4,13,14,115
CHI,2018-11-05,W,Away,NYK115-116CHI,0.453,43,95,0.267,8,30,0.733,22,30,48,11,37,15,9,9,19,22,116
NYK,2018-11-05,L,Home,CHI116-115NYK,0.387,41,106,0.269,7,26,0.897,26,29,62,21,41,20,7,6,18,27,115
NOP,2018-11-05,L,Away,OKC122-116NOP,0.488,41,84,0.310,9,29,0.833,25,30,45,11,34,27,8,5,21,26,116
OKC,2018-11-05,W,Home,NOP116-122OKC,0.484,45,93,0.370,10,27,0.710,22,31,41,9,32,26,15,3,12,23,122
CLE,2018-11-05,L,Away,ORL102-100CLE,0.513,41,80,0.435,10,23,0.667,8,12,42,8,34,20,8,2,18,17,100
ORL,2018-11-05,W,Home,CLE100-102ORL,0.448,39,87,0.324,11,34,0.867,13,15,40,10,30,22,11,5,15,16,102
HOU,2018-11-05,W,Away,IND94-98HOU,0.447,34,76,0.319,15,47,0.938,15,16,39,5,34,23,9,6,17,24,98
BOS,2018-11-05,L,Away,DEN115-107BOS,0.506,44,87,0.290,9,31,0.833,10,12,40,7,33,22,9,9,12,21,107
WAS,2018-11-06,L,Away,DAL119-100WAS,0.425,37,87,0.314,11,35,0.750,15,20,32,5,27,27,8,6,10,24,100
DAL,2018-11-06,W,Home,WAS100-119DAL,0.476,39,82,0.441,15,34,0.963,26,27,50,10,40,25,4,6,18,22,119
MIL,2018-11-06,L,Away,POR118-103MIL,0.435,40,92,0.381,16,42,0.875,7,8,42,12,30,26,2,1,12,16,103
POR,2018-11-06,W,Home,MIL103-118POR,0.527,48,91,0.395,17,43,0.625,5,8,51,11,40,23,7,3,12,17,118
BKN,2018-11-06,W,Away,PHX82-104BKN,0.446,41,92,0.250,9,36,0.684,13,19,52,13,39,22,9,5,10,22,104
ATL,2018-11-06,L,Away,CHA113-102ATL,0.482,41,85,0.200,6,30,0.778,14,18,37,7,30,22,13,9,22,18,102
CHA,2018-11-06,W,Home,ATL102-113CHA,0.489,45,92,0.419,13,31,0.556,10,18,43,8,35,27,9,4,21,16,113
PHX,2018-11-06,L,Home,BKN104-82PHX,0.346,28,81,0.360,9,25,0.850,17,20,49,9,40,16,4,3,20,20,82
ATL,2018-11-07,L,Home,NYK112-107ATL,0.402,37,92,0.289,11,38,0.759,22,29,45,15,30,26,5,9,17,30,107
UTA,2018-11-07,W,Home,DAL102-117UTA,0.483,43,89,0.351,13,37,0.692,18,26,35,8,27,31,12,10,12,32,117
NYK,2018-11-07,W,Away,ATL107-112NYK,0.442,34,77,0.367,11,30,0.702,33,47,48,11,37,15,8,7,18,30,112
SAC,2018-11-07,L,Home,TOR114-105SAC,0.477,42,88,0.348,8,23,0.722,13,18,31,6,25,27,10,5,15,26,105
TOR,2018-11-07,W,Away,SAC105-114TOR,0.461,41,89,0.306,11,36,0.913,21,23,53,13,40,17,10,4,22,20,114
MIN,2018-11-07,L,Away,LAL114-110MIN,0.451,41,91,0.500,20,40,0.889,8,9,40,11,29,22,10,5,16,17,110
LAL,2018-11-07,W,Home,MIN110-114LAL,0.484,44,91,0.441,15,34,0.786,11,14,47,12,35,32,6,4,16,14,114
DAL,2018-11-07,L,Away,UTA117-102DAL,0.397,29,73,0.333,8,24,0.900,36,40,49,12,37,14,3,4,25,27,102
IND,2018-11-07,L,Home,PHI100-94IND,0.394,37,94,0.258,8,31,0.706,12,17,41,8,33,19,9,6,12,21,94
CLE,2018-11-07,L,Home,OKC95-86CLE,0.371,33,89,0.290,9,31,0.846,11,13,51,12,39,17,3,4,20,26,86
MEM,2018-11-07,W,Home,DEN87-89MEM,0.429,30,70,0.381,8,21,0.840,21,25,36,8,28,19,7,7,18,22,89
PHI,2018-11-07,W,Away,IND94-100PHI,0.456,36,79,0.313,10,32,0.818,18,22,43,5,38,24,7,8,17,18,100
DET,2018-11-07,W,Away,ORL96-103DET,0.411,37,90,0.297,11,37,0.900,18,20,50,13,37,21,13,1,20,15,103
ORL,2018-11-07,L,Home,DET103-96ORL,0.460,40,87,0.333,9,27,0.778,7,9,40,6,34,28,10,8,21,19,96
MIA,2018-11-07,W,Home,SAS88-95MIA,0.387,36,93,0.313,10,32,0.722,13,18,60,14,46,21,8,11,13,17,95
OKC,2018-11-07,W,Away,CLE86-95OKC,0.417,35,84,0.259,7,27,0.692,18,26,44,7,37,10,13,9,12,23,95
NOP,2018-11-07,W,Home,CHI98-107NOP,0.447,42,94,0.367,11,30,0.706,12,17,55,11,44,32,5,10,15,18,107
CHI,2018-11-07,L,Away,NOP107-98CHI,0.396,38,96,0.290,9,31,0.765,13,17,46,7,39,18,9,7,12,16,98
DEN,2018-11-07,L,Away,MEM89-87DEN,0.390,32,82,0.250,8,32,0.789,15,19,41,13,28,19,9,3,19,22,87
SAS,2018-11-07,L,Away,MIA95-88SAS,0.330,31,94,0.406,13,32,0.929,13,14,49,12,37,19,8,5,12,19,88
HOU,2018-11-08,L,Away,OKC98-80HOU,0.378,31,82,0.262,11,42,0.700,7,10,39,12,27,16,10,3,18,26,80
OKC,2018-11-08,W,Home,HOU80-98OKC,0.444,36,81,0.243,9,37,0.708,17,24,52,13,39,18,11,4,16,16,98
PHX,2018-11-08,L,Home,BOS116-109PHX,0.441,41,93,0.314,11,35,0.842,16,19,42,4,38,25,10,6,15,23,109
BOS,2018-11-08,W,Away,PHX109-116BOS,0.402,39,97,0.378,14,37,0.774,24,31,56,17,39,21,6,6,16,18,116
POR,2018-11-08,W,Home,LAC105-116POR,0.412,40,97,0.385,10,26,0.929,26,28,53,14,39,18,4,8,7,20,116
LAC,2018-11-08,L,Away,POR116-105LAC,0.461,41,89,0.348,8,23,0.750,15,20,41,7,34,19,2,10,7,22,105
MIL,2018-11-08,W,Away,GSW111-134MIL,0.515,52,101,0.257,9,35,0.778,21,27,46,13,33,33,11,7,12,23,134
GSW,2018-11-08,L,Home,MIL134-111GSW,0.483,42,87,0.357,10,28,0.773,17,22,38,8,30,31,5,6,18,22,111
