Team,Date,W/L,Home/Away,Score,FG%,FGM,FGA,3P%,3PM,3PA,FT%,FTM,FTA,REB,OREB,DREB,AST,STL,BLK,TOV,PF,PTS
CHA,2016-04-13,W,Home,ORL103-117CHA,0.547,47,86,0.379,11,29,0.632,12,19,46,5,41,32,6,5,10,14,117
ATL,2016-04-13,L,Away,WAS109-98ATL,0.395,32,81,0.367,11,30,0.742,23,31,47,9,38,22,13,5,23,21,98
MIL,2016-04-13,L,Home,IND97-92MIL,0.425,37,87,0.304,7,23,0.846,11,13,43,7,36,23,8,3,15,15,92
SAC,2016-04-13,L,Away,HOU116-81SAC,0.333,32,96,0.297,11,37,0.462,6,13,49,15,34,21,11,4,20,17,81
BKN,2016-04-13,L,Home,TOR103-96BKN,0.438,39,89,0.385,10,26,0.667,8,12,39,5,34,26,8,8,8,17,96
LAC,2016-04-13,L,Away,PHX114-105LAC,0.448,43,96,0.290,9,31,0.833,10,12,40,6,34,23,9,6,15,20,105
PHX,2016-04-13,W,Home,LAC105-114PHX,0.455,45,99,0.269,7,26,0.773,17,22,58,18,40,26,10,5,17,15,114
DET,2016-04-13,W,Away,CLE110-112DET,0.435,37,85,0.485,16,33,0.786,22,28,47,9,38,24,5,11,12,15,112
CLE,2016-04-13,L,Home,DET112-110CLE,0.474,46,97,0.389,7,18,0.733,11,15,43,8,35,21,4,7,10,23,110
BOS,2016-04-13,W,Home,MIA88-98BOS,0.430,37,86,0.357,5,14,0.864,19,22,39,10,29,20,7,3,7,20,98
MIA,2016-04-13,L,Away,BOS98-88MIA,0.432,38,88,0.105,2,19,0.833,10,12,44,14,30,14,5,10,10,21,88
CHI,2016-04-13,W,Home,PHI105-115CHI,0.470,39,83,0.625,15,24,0.815,22,27,53,16,37,27,8,8,17,13,115
PHI,2016-04-13,L,Away,CHI115-105PHI,0.457,37,81,0.486,17,35,0.778,14,18,31,4,27,28,10,7,13,24,105
UTA,2016-04-13,L,Away,LAL101-96UTA,0.470,39,83,0.300,9,30,0.600,9,15,38,8,30,27,10,1,14,16,96
LAL,2016-04-13,W,Home,UTA96-101LAL,0.482,41,85,0.240,6,25,0.867,13,15,47,8,39,19,6,3,14,17,101
GSW,2016-04-13,W,Home,MEM104-125GSW,0.529,46,87,0.426,20,47,0.813,13,16,51,12,39,35,7,7,17,14,125
MEM,2016-04-13,L,Away,GSW125-104MEM,0.429,42,98,0.333,8,24,0.750,12,16,40,13,27,25,12,1,13,18,104
TOR,2016-04-13,W,Away,BKN96-103TOR,0.441,41,93,0.351,13,37,0.533,8,15,57,16,41,24,5,10,9,12,103
WAS,2016-04-13,W,Home,ATL98-109WAS,0.477,42,88,0.321,9,28,0.533,16,30,51,11,40,25,14,4,19,22,109
