Team,Match Up,Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
POR,POR @ NYK,2018-11-20,W,240,118,45,95,0.474,16,35,0.457,12,17,0.706,14,29,43,25,8,4,12,19,4
BOS,BOS @ CHA,2018-11-19,L,240,112,45,89,0.506,9,32,0.281,13,18,0.722,8,33,41,31,9,6,12,22,-5
CHA,CHA vs. BOS,2018-11-19,W,240,117,43,89,0.483,15,41,0.366,16,22,0.727,8,36,44,18,5,3,14,16,5
UTA,UTA @ IND,2018-11-19,L,240,94,36,74,0.486,11,25,0.440,11,16,0.688,3,33,36,26,6,10,19,18,-27
IND,IND vs. UTA,2018-11-19,W,240,121,49,93,0.527,12,25,0.480,11,17,0.647,11,33,44,35,13,3,9,17,27
MIL,MIL vs. DEN,2018-11-19,W,240,104,40,88,0.455,11,36,0.306,13,22,0.591,13,38,51,21,8,3,18,16,6
DEN,DEN @ MIL,2018-11-19,L,240,98,40,94,0.426,12,41,0.293,6,9,0.667,13,30,43,30,6,4,18,20,-6
SAC,SAC vs. OKC,2018-11-19,W,240,117,45,102,0.441,16,38,0.421,11,17,0.647,14,45,59,29,7,4,15,18,4
OKC,OKC @ SAC,2018-11-19,L,240,113,45,108,0.417,12,41,0.293,11,16,0.688,13,40,53,22,8,3,13,22,-4
SAS,SAS @ NOP,2018-11-19,L,240,126,45,94,0.479,12,24,0.500,24,30,0.800,18,26,44,22,7,0,15,20,-14
NOP,NOP vs. SAS,2018-11-19,W,240,140,59,102,0.578,10,26,0.385,12,14,0.857,14,28,42,34,10,5,11,23,14
MEM,MEM vs. DAL,2018-11-19,W,240,98,37,79,0.468,12,30,0.400,12,14,0.857,5,40,45,29,8,11,16,21,10
DAL,DAL @ MEM,2018-11-19,L,240,88,30,88,0.341,10,32,0.313,18,21,0.857,7,36,43,17,8,4,11,19,-10
ATL,ATL vs. LAC,2018-11-19,L,240,119,45,101,0.446,12,38,0.316,17,19,0.895,16,35,51,29,6,6,16,38,-8
LAC,LAC @ ATL,2018-11-19,W,240,127,40,93,0.430,10,33,0.303,37,47,0.787,15,37,52,24,9,8,15,22,8
PHI,PHI vs. PHX,2018-11-19,W,240,119,41,84,0.488,6,22,0.273,31,42,0.738,13,40,53,24,8,1,19,27,5
PHX,PHX @ PHI,2018-11-19,L,240,114,44,87,0.506,13,33,0.394,13,24,0.542,5,26,31,25,9,4,13,34,-5
DET,DET vs. CLE,2018-11-19,W,240,113,41,89,0.461,13,38,0.342,18,19,0.947,13,37,50,26,5,4,12,27,11
CLE,CLE @ DET,2018-11-19,L,240,102,35,79,0.443,8,21,0.381,24,34,0.706,11,25,36,16,8,3,10,22,-11
ORL,ORL vs. NYK,2018-11-18,W,240,131,48,84,0.571,13,32,0.406,22,26,0.846,7,28,35,35,5,6,17,26,14
NYK,NYK @ ORL,2018-11-18,L,240,117,40,87,0.460,8,24,0.333,29,35,0.829,17,25,42,12,7,2,14,26,-14
LAL,LAL @ MIA,2018-11-18,W,240,113,42,95,0.442,11,27,0.407,18,21,0.857,14,36,50,16,7,5,10,19,16
MIA,MIA vs. LAL,2018-11-18,L,240,97,35,87,0.402,13,32,0.406,14,19,0.737,12,36,48,20,3,5,14,21,-16
POR,POR @ WAS,2018-11-18,W,240,119,39,86,0.453,11,30,0.367,30,35,0.857,9,43,52,26,4,3,15,25,10
WAS,WAS vs. POR,2018-11-18,L,240,109,43,96,0.448,13,32,0.406,10,21,0.476,9,34,43,28,4,9,12,30,-10
MIN,MIN vs. MEM,2018-11-18,L,240,87,31,80,0.388,12,29,0.414,13,16,0.813,10,39,49,20,8,3,20,20,-13
MEM,MEM @ MIN,2018-11-18,W,240,100,35,82,0.427,12,28,0.429,18,25,0.720,10,33,43,26,11,9,12,20,13
SAS,SAS vs. GSW,2018-11-18,W,240,104,41,92,0.446,10,24,0.417,12,17,0.706,11,37,48,24,3,5,11,18,12
GSW,GSW @ SAS,2018-11-18,L,240,92,35,86,0.407,5,26,0.192,17,21,0.810,10,36,46,20,6,4,12,17,-12
PHX,PHX vs. OKC,2018-11-17,L,240,100,37,82,0.451,12,29,0.414,14,21,0.667,4,27,31,25,14,6,15,28,-10
OKC,OKC @ PHX,2018-11-17,W,240,110,38,85,0.447,7,24,0.292,27,32,0.844,14,38,52,17,9,7,18,20,10
GSW,GSW @ DAL,2018-11-17,L,240,109,42,94,0.447,9,33,0.273,16,17,0.941,12,35,47,24,6,6,12,27,-3
DAL,DAL vs. GSW,2018-11-17,W,240,112,40,86,0.465,10,34,0.294,22,34,0.647,8,38,46,18,6,5,10,18,3
CHI,CHI vs. TOR,2018-11-17,L,240,83,30,86,0.349,8,27,0.296,15,21,0.714,7,27,34,21,13,3,22,19,-39
TOR,TOR @ CHI,2018-11-17,W,240,122,48,89,0.539,14,35,0.400,12,13,0.923,8,46,54,31,14,10,23,24,39
SAC,SAC @ HOU,2018-11-17,L,240,112,46,102,0.451,11,35,0.314,9,12,0.750,13,26,39,23,10,3,14,21,-20
HOU,HOU vs. SAC,2018-11-17,W,240,132,46,81,0.568,20,47,0.426,20,24,0.833,6,35,41,27,9,10,22,20,20
CHA,CHA vs. PHI,2018-11-17,L,265,119,42,99,0.424,10,31,0.323,25,27,0.926,9,40,49,23,10,3,18,29,-3
PHI,PHI @ CHA,2018-11-17,W,265,122,39,93,0.419,11,35,0.314,33,38,0.868,9,44,53,23,9,6,19,24,3
BOS,BOS vs. UTA,2018-11-17,L,240,86,35,91,0.385,5,33,0.152,11,20,0.550,17,34,51,16,11,4,14,22,-12
UTA,UTA @ BOS,2018-11-17,W,240,98,35,78,0.449,11,38,0.289,17,27,0.630,7,39,46,23,11,4,15,23,12
LAL,LAL @ ORL,2018-11-17,L,240,117,43,90,0.478,10,30,0.333,21,25,0.840,8,33,41,22,5,6,14,20,-13
ORL,ORL vs. LAL,2018-11-17,W,240,130,50,93,0.538,11,32,0.344,19,23,0.826,11,30,41,28,5,8,13,23,13
ATL,ATL @ IND,2018-11-17,L,240,89,31,87,0.356,8,29,0.276,19,27,0.704,5,36,41,20,15,6,18,24,-8
IND,IND vs. ATL,2018-11-17,W,240,97,35,87,0.402,12,30,0.400,15,21,0.714,10,43,53,25,11,6,24,26,8
NOP,NOP vs. DEN,2018-11-17,W,240,125,42,87,0.483,10,25,0.400,31,34,0.912,10,36,46,29,6,8,11,18,10
DEN,DEN @ NOP,2018-11-17,L,240,115,46,95,0.484,15,39,0.385,8,13,0.615,10,33,43,30,5,6,13,23,-10
LAC,LAC @ BKN,2018-11-17,W,240,127,48,95,0.505,11,23,0.478,20,24,0.833,9,29,38,23,4,1,8,25,8
BKN,BKN vs. LAC,2018-11-17,L,240,119,40,88,0.455,13,28,0.464,26,34,0.765,15,32,47,25,4,5,11,22,-8
MIL,MIL vs. CHI,2018-11-16,W,240,123,47,93,0.505,18,43,0.419,11,17,0.647,11,44,55,28,8,8,17,14,19
CHI,CHI @ MIL,2018-11-16,L,240,104,41,94,0.436,13,33,0.394,9,13,0.692,4,32,36,22,8,3,12,15,-19
MEM,MEM vs. SAC,2018-11-16,W,240,112,43,85,0.506,11,25,0.440,15,24,0.625,9,31,40,24,11,5,16,23,8
SAC,SAC @ MEM,2018-11-16,L,240,104,37,80,0.463,12,33,0.364,18,24,0.750,9,33,42,23,9,2,21,24,-8
NYK,NYK @ NOP,2018-11-16,L,240,124,48,98,0.490,11,34,0.324,17,24,0.708,12,32,44,15,10,6,13,31,-5
NOP,NOP vs. NYK,2018-11-16,W,240,129,48,99,0.485,10,34,0.294,23,32,0.719,11,43,54,27,5,5,15,25,5
PHI,PHI vs. UTA,2018-11-16,W,240,113,41,82,0.500,11,23,0.478,20,32,0.625,10,31,41,25,7,5,17,27,6
UTA,UTA @ PHI,2018-11-16,L,240,107,41,88,0.466,4,22,0.182,21,37,0.568,10,29,39,15,10,4,13,25,-6
MIN,MIN vs. POR,2018-11-16,W,240,112,46,92,0.500,12,28,0.429,8,11,0.727,9,34,43,28,11,4,12,16,16
POR,POR @ MIN,2018-11-16,L,240,96,37,88,0.420,8,29,0.276,14,20,0.700,11,37,48,16,6,1,18,14,-16
TOR,TOR @ BOS,2018-11-16,L,265,116,42,97,0.433,8,29,0.276,24,29,0.828,11,32,43,20,12,4,14,23,-7
BOS,BOS vs. TOR,2018-11-16,W,265,123,47,89,0.528,9,26,0.346,20,24,0.833,9,37,46,25,9,6,18,23,7
WAS,WAS vs. BKN,2018-11-16,L,240,104,37,87,0.425,3,18,0.167,27,34,0.794,12,35,47,18,5,4,13,23,-11
BKN,BKN @ WAS,2018-11-16,W,240,115,38,90,0.422,9,33,0.273,30,38,0.789,13,34,47,19,8,3,12,24,11
MIA,MIA @ IND,2018-11-16,L,240,91,35,93,0.376,14,36,0.389,7,10,0.700,13,38,51,21,10,5,18,16,-8
IND,IND vs. MIA,2018-11-16,W,240,99,36,81,0.444,14,27,0.519,13,15,0.867,4,43,47,22,10,6,19,14,8
SAS,SAS @ LAC,2018-11-15,L,240,111,41,103,0.398,9,29,0.310,20,25,0.800,15,30,45,19,7,6,5,24,-5
LAC,LAC vs. SAS,2018-11-15,W,240,116,40,85,0.471,8,23,0.348,28,35,0.800,9,41,50,23,2,3,12,25,5
ATL,ATL @ DEN,2018-11-15,L,240,93,32,92,0.348,9,42,0.214,20,27,0.741,15,28,43,20,7,5,19,22,-45
DEN,DEN vs. ATL,2018-11-15,W,240,138,53,94,0.564,13,31,0.419,19,25,0.760,11,45,56,34,12,6,15,24,45
GSW,GSW @ HOU,2018-11-15,L,240,86,32,76,0.421,4,18,0.222,18,22,0.818,12,32,44,18,2,5,17,24,-21
HOU,HOU vs. GSW,2018-11-15,W,240,107,35,87,0.402,16,47,0.340,21,26,0.808,14,27,41,20,8,4,8,21,21
CLE,CLE @ WAS,2018-11-14,L,240,95,35,77,0.455,4,21,0.190,21,31,0.677,9,33,42,22,12,6,24,24,-24
WAS,WAS vs. CLE,2018-11-14,W,240,119,44,92,0.478,13,40,0.325,18,26,0.692,12,32,44,30,17,3,18,25,24
POR,POR @ LAL,2018-11-14,L,240,117,41,93,0.441,14,33,0.424,21,23,0.913,11,36,47,24,8,10,15,21,-9
LAL,LAL vs. POR,2018-11-14,W,240,126,44,93,0.473,15,32,0.469,23,26,0.885,11,37,48,25,11,6,13,18,9
SAS,SAS @ PHX,2018-11-14,L,240,96,35,83,0.422,7,23,0.304,19,24,0.792,13,30,43,16,7,4,18,12,-20
PHX,PHX vs. SAS,2018-11-14,W,240,116,47,84,0.560,15,31,0.484,7,8,0.875,5,33,38,27,9,4,16,23,20
MEM,MEM @ MIL,2018-11-14,W,240,116,42,83,0.506,14,36,0.389,18,24,0.750,4,30,34,24,8,4,14,20,3
MIL,MIL vs. MEM,2018-11-14,L,240,113,41,81,0.506,9,35,0.257,22,27,0.815,9,35,44,22,5,8,16,22,-3
MIN,MIN vs. NOP,2018-11-14,W,240,107,37,90,0.411,14,32,0.438,19,24,0.792,11,36,47,29,14,6,16,22,7
NOP,NOP @ MIN,2018-11-14,L,240,100,40,94,0.426,9,28,0.321,11,18,0.611,10,36,46,25,7,6,18,21,-7
NYK,NYK @ OKC,2018-11-14,L,240,103,39,88,0.443,7,26,0.269,18,23,0.783,9,27,36,18,8,8,18,17,-25
OKC,OKC vs. NYK,2018-11-14,W,240,128,51,95,0.537,16,33,0.485,10,12,0.833,13,34,47,32,11,7,16,21,25
DET,DET @ TOR,2018-11-14,W,240,106,44,91,0.484,10,33,0.303,8,13,0.615,7,32,39,24,8,5,18,24,2
TOR,TOR vs. DET,2018-11-14,L,240,104,45,92,0.489,4,20,0.200,10,17,0.588,12,37,49,23,9,3,20,19,-2
MIA,MIA @ BKN,2018-11-14,W,240,120,46,85,0.541,8,29,0.276,20,28,0.714,6,41,47,23,6,6,18,27,13
BKN,BKN vs. MIA,2018-11-14,L,240,107,41,101,0.406,8,28,0.286,17,24,0.708,16,30,46,17,10,2,15,29,-13
BOS,BOS vs. CHI,2018-11-14,W,240,111,42,90,0.467,15,34,0.441,12,14,0.857,8,43,51,27,12,5,14,12,29
CHI,CHI @ BOS,2018-11-14,L,240,82,33,84,0.393,7,23,0.304,9,9,1.000,7,40,47,16,8,3,22,16,-29
PHI,PHI @ ORL,2018-11-14,L,240,106,41,86,0.477,14,29,0.483,10,15,0.667,10,31,41,32,2,3,15,21,-5
ORL,ORL vs. PHI,2018-11-14,W,240,111,40,80,0.500,12,28,0.429,19,22,0.864,5,32,37,23,7,4,11,21,5
UTA,UTA @ DAL,2018-11-14,L,240,68,25,81,0.309,6,35,0.171,12,19,0.632,8,25,33,16,11,3,22,21,-50
DAL,DAL vs. UTA,2018-11-14,W,240,118,45,77,0.584,12,28,0.429,16,24,0.667,7,44,51,24,12,6,20,19,50
HOU,HOU @ DEN,2018-11-13,W,240,109,39,71,0.549,13,37,0.351,18,26,0.692,6,26,32,23,7,6,15,20,10
DEN,DEN vs. HOU,2018-11-13,L,240,99,38,76,0.500,11,25,0.440,12,16,0.750,7,24,31,27,11,2,16,20,-10
CLE,CLE vs. CHA,2018-11-13,W,240,113,45,85,0.529,13,24,0.542,10,12,0.833,14,46,60,23,5,3,20,20,24
CHA,CHA @ CLE,2018-11-13,L,240,89,33,95,0.347,8,41,0.195,15,19,0.789,12,25,37,22,12,4,9,11,-24
ATL,ATL @ GSW,2018-11-13,L,240,103,40,89,0.449,12,32,0.375,11,15,0.733,10,32,42,25,9,2,17,18,-7
GSW,GSW vs. ATL,2018-11-13,W,240,110,39,91,0.429,12,27,0.444,20,21,0.952,13,35,48,28,8,6,13,20,7
PHX,PHX @ OKC,2018-11-12,L,240,101,39,81,0.481,7,26,0.269,16,19,0.842,10,27,37,25,5,5,18,21,-17
OKC,OKC vs. PHX,2018-11-12,W,240,118,43,92,0.467,13,27,0.481,19,20,0.950,12,30,42,23,12,6,14,15,17
UTA,UTA @ MEM,2018-11-12,W,240,96,32,82,0.390,9,32,0.281,23,30,0.767,13,36,49,19,7,6,15,25,8
MEM,MEM vs. UTA,2018-11-12,L,240,88,33,79,0.418,4,24,0.167,18,23,0.783,8,34,42,19,7,9,16,28,-8
NOP,NOP @ TOR,2018-11-12,W,240,126,54,99,0.545,10,27,0.370,8,13,0.615,14,40,54,30,2,4,13,20,16
TOR,TOR vs. NOP,2018-11-12,L,240,110,39,97,0.402,13,45,0.289,19,22,0.864,13,30,43,22,9,5,11,20,-16
ORL,ORL @ WAS,2018-11-12,L,240,109,43,89,0.483,15,30,0.500,8,11,0.727,8,26,34,28,5,6,13,28,-8
WAS,WAS vs. ORL,2018-11-12,W,240,117,40,79,0.506,13,33,0.394,24,33,0.727,7,34,41,24,8,7,12,17,8
BKN,BKN @ MIN,2018-11-12,L,240,113,40,101,0.396,18,50,0.360,15,22,0.682,19,23,42,28,10,2,13,29,-7
MIN,MIN vs. BKN,2018-11-12,W,240,120,42,80,0.525,10,23,0.435,26,31,0.839,9,43,52,26,8,6,23,17,7
SAC,SAC vs. SAS,2018-11-12,W,240,104,43,86,0.500,11,24,0.458,7,12,0.583,7,38,45,27,12,3,13,20,5
SAS,SAS @ SAC,2018-11-12,L,240,99,38,87,0.437,10,31,0.323,13,16,0.813,9,34,43,25,5,4,15,12,-5
GSW,GSW @ LAC,2018-11-12,L,265,116,44,94,0.468,12,31,0.387,16,23,0.696,11,35,46,27,7,8,17,25,-5
LAC,LAC vs. GSW,2018-11-12,W,265,121,43,91,0.473,5,20,0.250,30,34,0.882,6,43,49,23,11,5,17,23,5
PHI,PHI @ MIA,2018-11-12,W,240,124,39,83,0.470,15,36,0.417,31,39,0.795,10,32,42,24,5,0,10,24,10
MIA,MIA vs. PHI,2018-11-12,L,240,114,37,77,0.481,13,31,0.419,27,33,0.818,8,32,40,19,5,6,15,30,-10
DAL,DAL @ CHI,2018-11-12,W,240,103,37,79,0.468,10,33,0.303,19,29,0.655,7,42,49,18,11,7,20,22,5
CHI,CHI vs. DAL,2018-11-12,L,240,98,35,89,0.393,8,33,0.242,20,22,0.909,8,37,45,16,11,3,17,26,-5
DEN,DEN vs. MIL,2018-11-11,L,240,114,41,89,0.461,18,38,0.474,14,20,0.700,10,29,39,27,8,5,10,16,-7
MIL,MIL @ DEN,2018-11-11,W,240,121,48,84,0.571,17,34,0.500,8,13,0.615,5,36,41,27,10,7,13,17,7
POR,POR vs. BOS,2018-11-11,W,240,100,39,86,0.453,14,36,0.389,8,10,0.800,15,40,55,22,4,2,21,14,6
BOS,BOS @ POR,2018-11-11,L,240,94,36,93,0.387,14,42,0.333,8,10,0.800,11,31,42,19,11,5,13,16,-6
CHA,CHA @ DET,2018-11-11,W,240,113,43,85,0.506,11,28,0.393,16,18,0.889,6,40,46,24,6,8,12,26,10
DET,DET vs. CHA,2018-11-11,L,240,103,38,104,0.365,12,45,0.267,15,19,0.789,22,29,51,21,5,4,10,18,-10
IND,IND @ HOU,2018-11-11,L,240,103,36,78,0.462,11,29,0.379,20,26,0.769,5,30,35,24,10,6,13,22,-12
HOU,HOU vs. IND,2018-11-11,W,240,115,36,74,0.486,20,47,0.426,23,32,0.719,8,30,38,18,6,5,17,22,12
NYK,NYK vs. ORL,2018-11-11,L,240,89,31,88,0.352,5,28,0.179,22,30,0.733,13,41,54,13,4,15,19,21,-26
ORL,ORL @ NYK,2018-11-11,W,240,115,44,98,0.449,17,42,0.405,10,11,0.909,10,42,52,31,10,9,11,21,26
LAL,LAL vs. ATL,2018-11-11,W,240,107,39,92,0.424,14,38,0.368,15,24,0.625,17,31,48,28,12,9,23,23,1
ATL,ATL @ LAL,2018-11-11,L,240,106,41,95,0.432,13,37,0.351,11,13,0.846,10,34,44,25,11,4,19,23,-1
PHX,PHX @ NOP,2018-11-10,L,240,99,35,86,0.407,10,36,0.278,19,20,0.950,10,27,37,16,10,7,17,27,-20
NOP,NOP vs. PHX,2018-11-10,W,240,119,42,86,0.488,11,25,0.440,24,29,0.828,16,38,54,28,7,7,18,18,20
PHI,PHI @ MEM,2018-11-10,L,265,106,44,85,0.518,8,31,0.258,10,16,0.625,8,40,48,27,10,6,23,20,-6
MEM,MEM vs. PHI,2018-11-10,W,265,112,45,103,0.437,11,30,0.367,11,15,0.733,15,30,45,16,9,3,11,18,6
NYK,NYK @ TOR,2018-11-10,L,240,112,44,96,0.458,6,22,0.273,18,22,0.818,16,31,47,18,12,6,14,26,-16
TOR,TOR vs. NYK,2018-11-10,W,240,128,42,79,0.532,14,35,0.400,30,40,0.750,12,34,46,24,8,4,15,20,16
LAL,LAL @ SAC,2018-11-10,W,240,101,41,99,0.414,12,38,0.316,7,17,0.412,17,42,59,23,11,3,16,20,15
SAC,SAC vs. LAL,2018-11-10,L,240,86,32,92,0.348,6,25,0.240,16,20,0.800,13,37,50,11,7,5,19,20,-15
OKC,OKC @ DAL,2018-11-10,L,240,96,38,97,0.392,9,34,0.265,11,18,0.611,26,27,53,17,9,2,16,19,-15
DAL,DAL vs. OKC,2018-11-10,W,240,111,43,77,0.558,14,29,0.483,11,17,0.647,4,34,38,31,9,5,16,23,15
LAC,LAC vs. MIL,2018-11-10,W,265,128,46,99,0.465,14,34,0.412,22,27,0.815,10,44,54,26,6,6,18,19,2
MIL,MIL @ LAC,2018-11-10,L,265,126,47,105,0.448,16,46,0.348,16,23,0.696,15,37,52,31,11,8,17,26,-2
MIA,MIA vs. WAS,2018-11-10,L,240,110,39,88,0.443,12,33,0.364,20,26,0.769,14,24,38,25,5,5,19,31,-6
WAS,WAS @ MIA,2018-11-10,W,240,116,40,83,0.482,8,22,0.364,28,38,0.737,17,31,48,14,8,5,16,25,6
CLE,CLE @ CHI,2018-11-10,L,240,98,39,91,0.429,8,21,0.381,12,18,0.667,15,38,53,15,5,6,12,17,-1
CHI,CHI vs. CLE,2018-11-10,W,240,99,39,82,0.476,7,18,0.389,14,21,0.667,5,33,38,20,7,5,11,19,1
SAS,SAS vs. HOU,2018-11-10,W,240,96,33,74,0.446,10,20,0.500,20,27,0.741,8,38,46,17,3,5,16,20,7
HOU,HOU @ SAS,2018-11-10,L,240,89,30,90,0.333,9,41,0.220,20,29,0.690,15,34,49,11,10,5,8,24,-7
GSW,GSW vs. BKN,2018-11-10,W,240,116,46,83,0.554,7,16,0.438,17,21,0.810,6,30,36,27,9,7,10,24,16
BKN,BKN @ GSW,2018-11-10,L,240,100,36,77,0.468,7,24,0.292,21,29,0.724,12,29,41,20,7,2,15,22,-16
MIN,MIN @ SAC,2018-11-09,L,240,110,39,94,0.415,7,25,0.280,25,31,0.806,15,37,52,20,6,1,17,23,-11
SAC,SAC vs. MIN,2018-11-09,W,240,121,43,95,0.453,12,32,0.375,23,29,0.793,12,37,49,25,7,6,13,29,11
DEN,DEN vs. BKN,2018-11-09,L,240,110,40,87,0.460,5,18,0.278,25,34,0.735,15,39,54,20,3,5,13,28,-2
BKN,BKN @ DEN,2018-11-09,W,240,112,36,88,0.409,12,33,0.364,28,42,0.667,12,30,42,21,7,9,8,24,2
UTA,UTA vs. BOS,2018-11-09,W,240,123,43,77,0.558,13,34,0.382,24,30,0.800,8,37,45,29,4,4,17,21,8
BOS,BOS @ UTA,2018-11-09,L,240,115,39,88,0.443,17,43,0.395,20,22,0.909,5,23,28,31,11,3,8,20,-8
DET,DET @ ATL,2018-11-09,W,240,124,46,97,0.474,20,47,0.426,12,19,0.632,10,34,44,30,10,6,11,31,15
ATL,ATL vs. DET,2018-11-09,L,240,109,36,79,0.456,7,28,0.250,30,40,0.750,9,44,53,17,6,2,16,21,-15
ORL,ORL vs. WAS,2018-11-09,W,240,117,44,86,0.512,13,31,0.419,16,19,0.842,10,31,41,26,8,6,16,18,9
WAS,WAS @ ORL,2018-11-09,L,240,108,42,82,0.512,11,27,0.407,13,19,0.684,6,29,35,24,8,3,19,18,-9
MIA,MIA vs. IND,2018-11-09,L,240,102,36,80,0.450,14,27,0.519,16,27,0.593,9,29,38,27,6,6,24,27,-8
IND,IND @ MIA,2018-11-09,W,240,110,43,79,0.544,7,20,0.350,17,29,0.586,6,33,39,20,10,5,18,26,8
PHI,PHI vs. CHA,2018-11-09,W,265,133,45,94,0.479,12,37,0.324,31,41,0.756,13,46,59,33,3,15,17,33,1
CHA,CHA @ PHI,2018-11-09,L,265,132,43,110,0.391,16,40,0.400,30,40,0.750,14,35,49,25,10,5,7,33,-1
