Team,Match Up,Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
CHI,CHI vs. PHI,2016-04-13,W,240,115,39,83,0.470,15,24,0.625,22,27,0.815,16,37,53,27,8,8,17,13,10
PHI,PHI @ CHI,2016-04-13,L,240,105,37,81,0.457,17,35,0.486,14,18,0.778,4,27,31,28,10,7,13,24,-10
UTA,UTA @ LAL,2016-04-13,L,240,96,39,83,0.470,9,30,0.300,9,15,0.600,8,30,38,27,10,1,14,16,-5
LAL,LAL vs. UTA,2016-04-13,W,240,101,41,85,0.482,6,25,0.240,13,15,0.867,8,39,47,19,6,3,14,17,5
GSW,GSW vs. MEM,2016-04-13,W,240,125,46,87,0.529,20,47,0.426,13,16,0.813,12,39,51,35,7,7,17,14,21
MEM,MEM @ GSW,2016-04-13,L,240,104,42,98,0.429,8,24,0.333,12,16,0.750,13,27,40,25,12,1,13,18,-21
TOR,TOR vs. PHI,2016-04-12,W,240,122,48,95,0.505,10,25,0.400,16,19,0.842,16,36,52,25,11,5,14,20,24
PHI,PHI @ TOR,2016-04-12,L,240,98,35,77,0.455,15,35,0.429,13,25,0.520,7,25,32,24,8,6,14,18,-24
IND,IND vs. NYK,2016-04-12,W,240,102,41,80,0.513,6,19,0.316,14,20,0.700,8,33,41,26,10,3,14,10,12
NYK,NYK @ IND,2016-04-12,L,240,90,36,80,0.450,10,27,0.370,8,9,0.889,8,29,37,27,6,8,16,17,-12
LAC,LAC vs. MEM,2016-04-12,W,240,110,41,75,0.547,12,25,0.480,16,21,0.762,8,33,41,29,11,7,11,19,26
MEM,MEM @ LAC,2016-04-12,L,240,84,35,86,0.407,5,20,0.250,9,14,0.643,13,25,38,16,5,1,16,18,-26
MIA,MIA @ DET,2016-04-12,W,240,99,38,78,0.487,7,20,0.350,16,22,0.727,8,31,39,15,7,5,15,21,6
DET,DET vs. MIA,2016-04-12,L,240,93,34,84,0.405,5,18,0.278,20,30,0.667,18,30,48,15,9,4,16,17,-6
OKC,OKC @ SAS,2016-04-12,L,265,98,35,87,0.402,6,25,0.240,22,25,0.880,18,37,55,18,7,5,21,23,-4
SAS,SAS vs. OKC,2016-04-12,W,265,102,37,87,0.425,4,14,0.286,24,32,0.750,11,31,42,15,12,8,11,22,4
CHI,CHI @ NOP,2016-04-11,W,240,121,44,77,0.571,10,23,0.435,23,26,0.885,5,30,35,29,5,3,9,20,5
NOP,NOP vs. CHI,2016-04-11,L,240,116,41,80,0.513,12,26,0.462,22,28,0.786,10,23,33,28,8,2,10,23,-5
OKC,OKC vs. LAL,2016-04-11,W,240,112,42,96,0.438,12,37,0.324,16,27,0.593,13,44,57,27,8,11,12,20,33
LAL,LAL @ OKC,2016-04-11,L,240,79,23,81,0.284,7,31,0.226,26,30,0.867,10,38,48,15,8,1,15,20,-33
HOU,HOU @ MIN,2016-04-11,W,240,129,48,86,0.558,15,30,0.500,18,26,0.692,8,35,43,28,12,5,18,23,24
MIN,MIN vs. HOU,2016-04-11,L,240,105,38,83,0.458,5,21,0.238,24,33,0.727,10,30,40,25,12,3,14,20,-24
DAL,DAL @ UTA,2016-04-11,W,240,101,36,81,0.444,11,32,0.344,18,22,0.818,10,37,47,19,7,2,9,15,9
UTA,UTA vs. DAL,2016-04-11,L,240,92,35,77,0.455,9,33,0.273,13,18,0.722,6,32,38,21,5,3,10,16,-9
MIL,MIL @ ORL,2016-04-11,L,240,98,41,78,0.526,3,15,0.200,13,19,0.684,13,32,45,18,6,7,23,20,-9
ORL,ORL vs. MIL,2016-04-11,W,240,107,41,84,0.488,7,23,0.304,18,28,0.643,12,24,36,28,19,10,10,15,9
BKN,BKN vs. WAS,2016-04-11,L,240,111,44,98,0.449,10,31,0.323,13,21,0.619,13,30,43,24,9,9,10,16,-9
WAS,WAS @ BKN,2016-04-11,W,240,120,46,89,0.517,9,25,0.360,19,24,0.792,9,38,47,27,8,1,14,18,9
CLE,CLE vs. ATL,2016-04-11,W,240,109,40,83,0.482,11,29,0.379,18,20,0.900,9,38,47,17,9,4,15,14,15
ATL,ATL @ CLE,2016-04-11,L,240,94,39,87,0.448,8,30,0.267,8,15,0.533,10,32,42,23,8,6,15,18,-15
PHX,PHX vs. SAC,2016-04-11,L,240,101,41,100,0.410,5,22,0.227,14,17,0.824,17,34,51,21,8,3,19,25,-4
SAC,SAC @ PHX,2016-04-11,W,240,105,41,83,0.494,6,17,0.353,17,28,0.607,4,36,40,25,11,12,19,19,4
BOS,BOS vs. CHA,2016-04-11,L,240,100,34,89,0.382,8,24,0.333,24,29,0.828,13,33,46,17,6,1,12,17,-14
CHA,CHA @ BOS,2016-04-11,W,240,114,41,81,0.506,14,32,0.438,18,22,0.818,7,37,44,23,10,7,14,20,14
WAS,WAS vs. CHA,2016-04-10,W,240,113,42,80,0.525,9,21,0.429,20,28,0.714,4,44,48,27,8,5,12,23,15
CHA,CHA @ WAS,2016-04-10,L,240,98,28,81,0.346,12,33,0.364,30,35,0.857,9,37,46,21,7,2,15,25,-15
DEN,DEN vs. UTA,2016-04-10,L,240,84,32,80,0.400,6,27,0.222,14,19,0.737,6,35,41,18,6,7,12,19,-16
UTA,UTA @ DEN,2016-04-10,W,240,100,36,79,0.456,12,31,0.387,16,21,0.762,11,38,49,19,7,8,12,14,16
IND,IND vs. BKN,2016-04-10,W,240,129,48,86,0.558,11,27,0.407,22,27,0.815,14,44,58,34,10,4,20,22,24
BKN,BKN @ IND,2016-04-10,L,240,105,35,91,0.385,14,37,0.378,21,26,0.808,11,25,36,24,12,4,15,21,-24
DAL,DAL @ LAC,2016-04-10,L,240,91,30,74,0.405,8,30,0.267,23,33,0.697,5,42,47,18,6,5,16,29,-7
LAC,LAC vs. DAL,2016-04-10,W,240,98,37,76,0.487,9,18,0.500,15,37,0.405,6,36,42,25,11,6,11,20,7
ORL,ORL @ MIA,2016-04-10,L,240,96,37,83,0.446,7,18,0.389,15,19,0.789,6,29,35,18,6,1,16,18,-22
MIA,MIA vs. ORL,2016-04-10,W,240,118,43,77,0.558,6,20,0.300,26,30,0.867,4,37,41,28,10,3,12,16,22
HOU,HOU vs. LAL,2016-04-10,W,240,130,50,98,0.510,17,41,0.415,13,18,0.722,16,32,48,30,11,5,14,15,20
LAL,LAL @ HOU,2016-04-10,L,240,110,41,83,0.494,12,28,0.429,16,19,0.842,7,33,40,25,10,3,21,15,-20
NYK,NYK vs. TOR,2016-04-10,L,240,89,32,89,0.360,7,20,0.350,18,21,0.857,13,34,47,14,4,3,9,15,-4
TOR,TOR @ NYK,2016-04-10,W,240,93,37,78,0.474,7,20,0.350,12,19,0.632,7,31,38,19,4,6,7,19,4
SAS,SAS vs. GSW,2016-04-10,L,240,86,34,90,0.378,3,17,0.176,15,19,0.789,18,35,53,21,10,5,12,18,-6
GSW,GSW @ SAS,2016-04-10,W,240,92,34,77,0.442,10,27,0.370,14,18,0.778,7,39,46,19,7,6,13,18,6
PHI,PHI vs. MIL,2016-04-10,L,265,108,39,96,0.406,13,46,0.283,17,25,0.680,13,32,45,24,12,6,15,19,-1
MIL,MIL @ PHI,2016-04-10,W,265,109,40,87,0.460,7,23,0.304,22,24,0.917,8,45,53,26,10,8,20,19,1
PHX,PHX @ NOP,2016-04-09,W,240,121,43,83,0.518,10,25,0.400,25,31,0.806,11,42,53,27,6,8,17,25,21
NOP,NOP vs. PHX,2016-04-09,L,240,100,39,95,0.411,7,21,0.333,15,20,0.750,13,29,42,19,8,2,11,26,-21
GSW,GSW @ MEM,2016-04-09,W,240,100,39,87,0.448,10,36,0.278,12,13,0.923,7,41,48,20,3,7,11,14,1
MEM,MEM vs. GSW,2016-04-09,L,240,99,37,96,0.385,7,21,0.333,18,20,0.900,17,37,54,19,8,4,7,16,-1
SAC,SAC vs. OKC,2016-04-09,W,240,114,45,94,0.479,13,32,0.406,11,20,0.550,16,24,40,22,12,4,11,23,2
OKC,OKC @ SAC,2016-04-09,L,240,112,39,81,0.481,13,32,0.406,21,28,0.750,13,31,44,24,6,5,21,25,-2
BOS,BOS @ ATL,2016-04-09,L,240,107,40,90,0.444,11,28,0.393,16,24,0.667,10,30,40,26,10,6,15,21,-11
ATL,ATL vs. BOS,2016-04-09,W,240,118,46,88,0.523,17,33,0.515,9,11,0.818,5,39,44,31,10,10,18,22,11
POR,POR vs. MIN,2016-04-09,L,240,105,40,80,0.500,9,24,0.375,16,18,0.889,11,26,37,19,2,4,19,20,-1
MIN,MIN @ POR,2016-04-09,W,240,106,41,84,0.488,5,13,0.385,19,25,0.760,13,24,37,24,8,7,11,18,1
CLE,CLE @ CHI,2016-04-09,L,240,102,36,83,0.434,19,40,0.475,11,18,0.611,12,30,42,24,5,5,16,18,-3
CHI,CHI vs. CLE,2016-04-09,W,240,105,40,89,0.449,8,24,0.333,17,21,0.810,13,32,45,19,8,6,12,22,3
LAL,LAL @ NOP,2016-04-08,L,240,102,34,81,0.420,11,24,0.458,23,27,0.852,10,24,34,18,9,5,13,23,-8
NOP,NOP vs. LAL,2016-04-08,W,240,110,42,79,0.532,10,22,0.455,16,21,0.762,9,34,43,29,5,4,16,20,8
TOR,TOR vs. IND,2016-04-08,W,240,111,37,68,0.544,10,22,0.455,27,38,0.711,5,31,36,21,4,5,17,19,13
IND,IND @ TOR,2016-04-08,L,240,98,37,83,0.446,8,27,0.296,16,20,0.800,9,24,33,22,7,7,10,28,-13
CHA,CHA vs. BKN,2016-04-08,W,240,113,41,83,0.494,14,37,0.378,17,20,0.850,10,32,42,26,11,12,13,17,14
BKN,BKN @ CHA,2016-04-08,L,240,99,39,92,0.424,10,25,0.400,11,20,0.550,16,29,45,24,9,5,15,17,-14
SAS,SAS @ DEN,2016-04-08,L,240,98,36,85,0.424,3,14,0.214,23,28,0.821,8,37,45,20,6,8,10,12,-4
DEN,DEN vs. SAS,2016-04-08,W,240,102,40,86,0.465,6,22,0.273,16,19,0.842,8,39,47,21,9,7,11,23,4
MEM,MEM @ DAL,2016-04-08,L,240,93,35,87,0.402,7,22,0.318,16,22,0.727,15,27,42,17,9,1,15,33,-10
DAL,DAL vs. MEM,2016-04-08,W,240,103,30,60,0.500,12,31,0.387,31,39,0.795,6,32,38,18,7,6,19,17,10
UTA,UTA vs. LAC,2016-04-08,L,265,99,36,82,0.439,11,31,0.355,16,23,0.696,9,38,47,14,7,6,18,15,-3
LAC,LAC @ UTA,2016-04-08,W,265,102,37,83,0.446,13,29,0.448,15,19,0.789,8,36,44,16,13,3,14,20,3
MIA,MIA @ ORL,2016-04-08,L,240,109,45,100,0.450,8,22,0.364,11,21,0.524,23,30,53,18,6,5,13,23,-3
ORL,ORL vs. MIA,2016-04-08,W,240,112,43,82,0.524,5,11,0.455,21,28,0.750,6,31,37,23,4,9,11,19,3
DET,DET vs. WAS,2016-04-08,W,240,112,36,77,0.468,14,32,0.438,26,29,0.897,7,37,44,17,5,2,13,18,13
WAS,WAS @ DET,2016-04-08,L,240,99,38,86,0.442,6,19,0.316,17,23,0.739,11,25,36,19,5,1,12,23,-13
MIL,MIL @ BOS,2016-04-08,L,240,109,41,84,0.488,7,17,0.412,20,29,0.690,7,31,38,30,10,5,21,27,-15
BOS,BOS vs. MIL,2016-04-08,W,240,124,44,78,0.564,6,14,0.429,30,38,0.789,4,30,34,35,6,9,15,23,15
NYK,NYK @ PHI,2016-04-08,W,240,109,43,91,0.473,4,16,0.250,19,30,0.633,12,47,59,19,6,8,10,23,7
PHI,PHI vs. NYK,2016-04-08,L,240,102,32,91,0.352,14,37,0.378,24,36,0.667,15,31,46,25,7,5,9,20,-7
MIN,MIN @ SAC,2016-04-07,W,240,105,36,80,0.450,11,21,0.524,22,31,0.710,13,30,43,25,11,4,16,17,8
SAC,SAC vs. MIN,2016-04-07,L,240,97,36,85,0.424,6,17,0.353,19,21,0.905,17,30,47,19,11,5,20,23,-8
ATL,ATL vs. TOR,2016-04-07,W,240,95,33,76,0.434,12,32,0.375,17,21,0.810,5,36,41,23,4,12,13,19,8
TOR,TOR @ ATL,2016-04-07,L,240,87,32,84,0.381,8,21,0.381,15,20,0.750,8,38,46,16,10,4,12,16,-8
CHI,CHI @ MIA,2016-04-07,L,240,98,35,78,0.449,3,14,0.214,25,28,0.893,12,29,41,18,6,7,14,12,-8
MIA,MIA vs. CHI,2016-04-07,W,240,106,44,92,0.478,4,14,0.286,14,17,0.824,15,32,47,16,8,2,10,20,8
HOU,HOU vs. PHX,2016-04-07,L,240,115,42,74,0.568,14,33,0.424,17,28,0.607,5,21,26,26,13,12,20,24,-9
PHX,PHX @ HOU,2016-04-07,W,240,124,44,94,0.468,12,31,0.387,24,29,0.828,20,27,47,31,11,2,21,24,9
GSW,GSW vs. SAS,2016-04-07,W,240,112,45,83,0.542,12,25,0.480,10,11,0.909,7,36,43,33,8,2,16,22,11
SAS,SAS @ GSW,2016-04-07,L,240,101,39,80,0.488,7,16,0.438,16,23,0.696,5,27,32,28,10,2,12,11,-11
BKN,BKN @ WAS,2016-04-06,L,240,103,39,92,0.424,7,17,0.412,18,24,0.750,11,27,38,26,7,4,11,21,-18
WAS,WAS vs. BKN,2016-04-06,W,240,121,48,95,0.505,8,28,0.286,17,20,0.850,16,37,53,36,7,10,12,19,18
DAL,DAL vs. HOU,2016-04-06,W,240,88,33,80,0.413,10,33,0.303,12,14,0.857,13,27,40,19,9,4,14,20,2
HOU,HOU @ DAL,2016-04-06,L,240,86,34,78,0.436,6,20,0.300,12,18,0.667,12,29,41,19,6,4,16,17,-2
IND,IND vs. CLE,2016-04-06,W,240,123,45,80,0.563,16,31,0.516,17,22,0.773,9,29,38,25,9,1,14,24,14
CLE,CLE @ IND,2016-04-06,L,240,109,35,74,0.473,8,29,0.276,31,34,0.912,7,26,33,15,7,3,10,19,-14
OKC,OKC @ POR,2016-04-06,L,240,115,43,91,0.473,9,22,0.409,20,31,0.645,19,31,50,18,9,2,17,20,-5
POR,POR vs. OKC,2016-04-06,W,240,120,43,84,0.512,15,33,0.455,19,24,0.792,9,30,39,32,11,6,15,23,5
ORL,ORL vs. DET,2016-04-06,L,240,104,43,90,0.478,4,15,0.267,14,19,0.737,12,36,48,25,7,8,14,23,-4
DET,DET @ ORL,2016-04-06,W,240,108,39,86,0.453,11,27,0.407,19,31,0.613,12,32,44,24,9,6,12,16,4
NOP,NOP @ BOS,2016-04-06,L,240,97,34,78,0.436,9,24,0.375,20,23,0.870,8,41,49,21,5,2,23,28,-7
BOS,BOS vs. NOP,2016-04-06,W,240,104,36,87,0.414,10,34,0.294,22,27,0.815,8,33,41,24,10,7,10,20,7
NYK,NYK vs. CHA,2016-04-06,L,240,97,37,78,0.474,10,26,0.385,13,15,0.867,10,33,43,24,5,6,18,16,-14
CHA,CHA @ NYK,2016-04-06,W,240,111,42,90,0.467,12,26,0.462,15,17,0.882,11,27,38,19,9,3,8,14,14
LAL,LAL vs. LAC,2016-04-06,L,240,81,32,90,0.356,4,19,0.211,13,17,0.765,16,33,49,12,6,1,12,16,-10
LAC,LAC @ LAL,2016-04-06,W,240,91,37,83,0.446,7,25,0.280,10,14,0.714,10,39,49,23,10,6,11,17,10
CHA,CHA @ TOR,2016-04-05,L,240,90,32,88,0.364,11,35,0.314,15,21,0.714,11,32,43,20,5,6,7,22,-6
TOR,TOR vs. CHA,2016-04-05,W,240,96,34,78,0.436,6,23,0.261,22,31,0.710,7,40,47,19,6,8,11,16,6
CHI,CHI @ MEM,2016-04-05,L,240,92,34,77,0.442,11,29,0.379,13,19,0.684,13,29,42,22,6,11,20,20,-16
MEM,MEM vs. CHI,2016-04-05,W,240,108,39,87,0.448,7,19,0.368,23,26,0.885,12,30,42,18,13,1,11,15,16
POR,POR @ SAC,2016-04-05,W,240,115,40,93,0.430,12,31,0.387,23,27,0.852,19,30,49,20,12,7,14,19,8
SAC,SAC vs. POR,2016-04-05,L,240,107,41,78,0.526,11,22,0.500,14,21,0.667,3,31,34,20,6,7,19,19,-8
OKC,OKC @ DEN,2016-04-05,W,240,124,46,87,0.529,15,33,0.455,17,24,0.708,13,42,55,32,10,4,18,21,22
DEN,DEN vs. OKC,2016-04-05,L,240,102,37,88,0.420,10,30,0.333,18,27,0.667,10,28,38,28,9,4,13,19,-22
CLE,CLE @ MIL,2016-04-05,W,240,109,41,75,0.547,18,36,0.500,9,10,0.900,2,39,41,30,4,8,16,14,29
MIL,MIL vs. CLE,2016-04-05,L,240,80,35,88,0.398,4,16,0.250,6,12,0.500,12,29,41,20,7,1,10,14,-29
SAS,SAS @ UTA,2016-04-05,W,240,88,32,72,0.444,7,17,0.412,17,19,0.895,4,28,32,16,10,4,9,16,2
UTA,UTA vs. SAS,2016-04-05,L,240,86,32,68,0.471,5,17,0.294,17,21,0.810,5,35,40,13,5,4,16,18,-2
PHX,PHX @ ATL,2016-04-05,L,240,90,30,81,0.370,12,31,0.387,18,30,0.600,11,40,51,19,13,4,24,19,-13
ATL,ATL vs. PHX,2016-04-05,W,240,103,39,95,0.411,11,34,0.324,14,19,0.737,13,37,50,26,16,3,17,21,13
LAC,LAC vs. LAL,2016-04-05,W,240,103,40,78,0.513,7,20,0.350,16,26,0.615,6,40,46,26,11,4,14,17,22
LAL,LAL @ LAC,2016-04-05,L,240,81,26,83,0.313,6,20,0.300,23,25,0.920,14,29,43,11,10,3,15,23,-22
DET,DET @ MIA,2016-04-05,L,240,89,32,80,0.400,5,22,0.227,20,25,0.800,12,31,43,14,7,1,13,14,-18
MIA,MIA vs. DET,2016-04-05,W,240,107,44,84,0.524,9,14,0.643,10,14,0.714,7,34,41,22,6,4,10,17,18
GSW,GSW vs. MIN,2016-04-05,L,265,117,49,98,0.500,12,35,0.343,7,8,0.875,9,37,46,35,9,5,24,29,-7
MIN,MIN @ GSW,2016-04-05,W,265,124,44,86,0.512,8,17,0.471,28,36,0.778,6,34,40,30,14,6,18,15,7
NOP,NOP @ PHI,2016-04-05,L,240,93,37,82,0.451,7,18,0.389,12,16,0.750,14,35,49,20,5,1,17,16,-14
PHI,PHI vs. NOP,2016-04-05,W,240,107,40,88,0.455,13,34,0.382,14,17,0.824,11,30,41,31,10,6,10,15,14
MIN,MIN vs. DAL,2016-04-03,L,240,78,29,71,0.408,4,21,0.190,16,18,0.889,6,35,41,20,8,4,18,18,-10
DAL,DAL @ MIN,2016-04-03,W,240,88,32,83,0.386,14,40,0.350,10,17,0.588,15,29,44,19,6,4,11,17,10
MIL,MIL vs. CHI,2016-04-03,L,240,98,40,85,0.471,2,7,0.286,16,20,0.800,15,29,44,28,6,7,14,17,-4
CHI,CHI @ MIL,2016-04-03,W,240,102,39,74,0.527,7,26,0.269,17,22,0.773,6,28,34,30,10,4,12,16,4
LAC,LAC vs. WAS,2016-04-03,W,240,114,43,85,0.506,8,19,0.421,20,33,0.606,10,34,44,27,9,4,11,17,5
WAS,WAS @ LAC,2016-04-03,L,240,109,43,94,0.457,11,30,0.367,12,21,0.571,17,34,51,31,8,1,14,29,-5
MEM,MEM @ ORL,2016-04-03,L,240,107,41,89,0.461,8,21,0.381,17,26,0.654,12,34,46,22,4,4,14,21,-12
ORL,ORL vs. MEM,2016-04-03,W,240,119,43,90,0.478,10,26,0.385,23,29,0.793,13,30,43,27,10,3,10,21,12
OKC,OKC @ HOU,2016-04-03,L,240,110,38,82,0.463,7,27,0.259,27,32,0.844,15,35,50,21,5,5,21,21,-8
HOU,HOU vs. OKC,2016-04-03,W,240,118,41,102,0.402,13,42,0.310,23,26,0.885,22,23,45,24,11,5,10,24,8
CLE,CLE vs. CHA,2016-04-03,W,240,112,45,83,0.542,16,29,0.552,6,13,0.462,15,31,46,34,7,1,17,19,9
CHA,CHA @ CLE,2016-04-03,L,240,103,34,76,0.447,9,26,0.346,26,27,0.963,11,24,35,23,15,4,15,13,-9
NOP,NOP @ BKN,2016-04-03,W,240,106,42,76,0.553,8,22,0.364,14,23,0.609,5,27,32,31,11,7,13,21,19
BKN,BKN vs. NOP,2016-04-03,L,240,87,33,85,0.388,8,23,0.348,13,21,0.619,21,29,50,20,5,3,21,23,-19
UTA,UTA @ PHX,2016-04-03,W,240,101,39,81,0.481,10,27,0.370,13,17,0.765,4,29,33,27,9,10,10,20,15
PHX,PHX vs. UTA,2016-04-03,L,240,86,33,78,0.423,8,27,0.296,12,19,0.632,12,33,45,16,5,1,22,19,-15
NYK,NYK vs. IND,2016-04-03,L,240,87,33,96,0.344,7,25,0.280,14,20,0.700,18,33,51,20,7,9,11,18,-5
IND,IND @ NYK,2016-04-03,W,240,92,34,81,0.420,7,22,0.318,17,20,0.850,7,46,53,17,5,3,17,18,5
LAL,LAL vs. BOS,2016-04-03,L,240,100,37,90,0.411,6,21,0.286,20,29,0.690,11,36,47,22,6,4,11,17,-7
BOS,BOS @ LAL,2016-04-03,W,240,107,41,91,0.451,8,30,0.267,17,22,0.773,9,41,50,30,8,1,12,25,7
GSW,GSW vs. POR,2016-04-03,W,240,136,50,88,0.568,18,30,0.600,18,22,0.818,11,32,43,30,5,8,13,23,25
POR,POR @ GSW,2016-04-03,L,240,111,38,85,0.447,9,24,0.375,26,33,0.788,11,26,37,23,8,4,13,16,-25
SAC,SAC @ DEN,2016-04-02,W,240,115,41,88,0.466,8,21,0.381,25,31,0.806,11,37,48,27,4,5,7,20,9
DEN,DEN vs. SAC,2016-04-02,L,240,106,40,92,0.435,9,29,0.310,17,24,0.708,15,35,50,27,3,10,10,22,-9
POR,POR vs. MIA,2016-04-02,W,240,110,41,79,0.519,10,15,0.667,18,23,0.783,8,37,45,21,9,4,16,19,17
MIA,MIA @ POR,2016-04-02,L,240,93,34,88,0.386,6,19,0.316,19,27,0.704,12,30,42,16,9,4,14,17,-17
DET,DET @ CHI,2016-04-02,W,240,94,32,76,0.421,10,20,0.500,20,34,0.588,7,38,45,17,8,2,10,16,4
CHI,CHI vs. DET,2016-04-02,L,240,90,34,88,0.386,9,25,0.360,13,15,0.867,11,36,47,21,6,10,13,25,-4
SAS,SAS vs. TOR,2016-04-02,W,240,102,35,77,0.455,5,20,0.250,27,30,0.900,15,32,47,28,11,5,15,14,7
TOR,TOR @ SAS,2016-04-02,L,240,95,40,80,0.500,6,18,0.333,9,10,0.900,6,26,32,18,8,3,13,21,-7
PHI,PHI vs. IND,2016-04-02,L,240,102,34,83,0.410,16,37,0.432,18,26,0.692,8,30,38,23,3,1,17,22,-13
IND,IND @ PHI,2016-04-02,W,240,115,44,84,0.524,8,23,0.348,19,23,0.826,6,42,48,27,9,4,14,24,13
TOR,TOR @ MEM,2016-04-01,W,240,99,30,71,0.423,12,28,0.429,27,29,0.931,11,30,41,16,8,12,18,19,4
MEM,MEM vs. TOR,2016-04-01,L,240,95,37,91,0.407,7,19,0.368,14,17,0.824,18,24,42,16,13,7,14,25,-4
CHA,CHA vs. PHI,2016-04-01,W,240,100,36,84,0.429,7,27,0.259,21,27,0.778,8,47,55,23,9,6,11,14,9
PHI,PHI @ CHA,2016-04-01,L,240,91,33,90,0.367,10,39,0.256,15,21,0.714,9,39,48,24,5,7,10,20,-9
SAC,SAC vs. MIA,2016-04-01,L,240,106,38,87,0.437,7,21,0.333,23,29,0.793,16,25,41,20,7,5,14,16,-6
MIA,MIA @ SAC,2016-04-01,W,240,112,42,82,0.512,12,22,0.545,16,17,0.941,7,31,38,23,5,6,18,22,6
MIL,MIL vs. ORL,2016-04-01,W,240,113,47,86,0.547,4,17,0.235,15,25,0.600,9,31,40,31,14,6,16,15,3
ORL,ORL @ MIL,2016-04-01,L,240,110,46,86,0.535,8,24,0.333,10,12,0.833,4,33,37,34,13,8,20,22,-3
UTA,UTA vs. MIN,2016-04-01,W,240,98,38,72,0.528,8,22,0.364,14,23,0.609,11,32,43,13,9,5,16,11,13
MIN,MIN @ UTA,2016-04-01,L,240,85,35,79,0.443,9,23,0.391,6,10,0.600,10,24,34,25,11,1,15,20,-13
ATL,ATL vs. CLE,2016-04-01,L,265,108,38,95,0.400,9,30,0.300,23,26,0.885,5,43,48,25,5,8,16,27,-2
CLE,CLE @ ATL,2016-04-01,W,265,110,39,98,0.398,12,38,0.316,20,31,0.645,11,46,57,27,9,6,12,23,2
DAL,DAL @ DET,2016-04-01,W,240,98,39,85,0.459,8,24,0.333,12,14,0.857,8,40,48,18,4,5,10,18,9
DET,DET vs. DAL,2016-04-01,L,240,89,31,81,0.383,13,33,0.394,14,24,0.583,12,35,47,23,4,4,11,17,-9
WAS,WAS @ PHX,2016-04-01,W,240,106,38,86,0.442,10,26,0.385,20,25,0.800,9,35,44,22,6,7,12,24,7
