Team,Match Up,Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
PHX,PHX vs. WAS,2016-04-01,L,240,99,36,93,0.387,7,23,0.304,20,26,0.769,17,39,56,19,5,3,16,22,-7
BKN,BKN @ NYK,2016-04-01,L,240,91,36,101,0.356,4,24,0.167,15,20,0.750,20,32,52,20,11,2,11,11,-14
NYK,NYK vs. BKN,2016-04-01,W,240,105,42,84,0.500,14,23,0.609,7,7,1.000,7,39,46,24,4,8,17,12,14
BOS,BOS @ GSW,2016-04-01,W,240,109,41,87,0.471,8,23,0.348,19,30,0.633,11,33,44,28,10,1,14,14,3
GSW,GSW vs. BOS,2016-04-01,L,240,106,38,83,0.458,20,43,0.465,10,13,0.769,8,33,41,25,12,7,22,24,-3
NOP,NOP vs. DEN,2016-03-31,W,240,101,40,90,0.444,13,29,0.448,8,9,0.889,14,37,51,29,7,4,18,16,6
DEN,DEN @ NOP,2016-03-31,L,240,95,36,83,0.434,10,27,0.370,13,17,0.765,8,32,40,28,10,7,13,15,-6
OKC,OKC vs. LAC,2016-03-31,W,240,119,45,87,0.517,10,32,0.313,19,24,0.792,17,29,46,25,10,1,14,13,2
LAC,LAC @ OKC,2016-03-31,L,240,117,42,76,0.553,16,29,0.552,17,22,0.773,5,21,26,22,9,4,14,17,-2
ORL,ORL @ IND,2016-03-31,W,240,114,48,90,0.533,5,16,0.313,13,18,0.722,13,31,44,26,6,6,13,18,20
IND,IND vs. ORL,2016-03-31,L,240,94,36,86,0.419,7,19,0.368,15,21,0.714,17,32,49,18,11,4,19,18,-20
BOS,BOS @ POR,2016-03-31,L,240,109,37,88,0.420,9,24,0.375,26,34,0.765,16,32,48,20,12,6,15,25,-7
POR,POR vs. BOS,2016-03-31,W,240,116,41,90,0.456,14,34,0.412,20,27,0.741,15,35,50,26,9,10,16,20,7
HOU,HOU vs. CHI,2016-03-31,L,240,100,36,90,0.400,9,25,0.360,19,22,0.864,13,32,45,19,5,6,10,19,-3
CHI,CHI @ HOU,2016-03-31,W,240,103,37,77,0.481,11,24,0.458,18,22,0.818,5,37,42,28,5,4,17,20,3
CLE,CLE vs. BKN,2016-03-31,W,240,107,38,87,0.437,12,38,0.316,19,24,0.792,9,41,50,29,10,7,17,17,20
BKN,BKN @ CLE,2016-03-31,L,240,87,35,94,0.372,4,21,0.190,13,21,0.619,13,42,55,26,12,4,17,19,-20
TOR,TOR vs. ATL,2016-03-30,W,240,105,36,80,0.450,11,23,0.478,22,28,0.786,8,36,44,26,14,4,11,19,8
ATL,ATL @ TOR,2016-03-30,L,240,97,37,83,0.446,14,33,0.424,9,13,0.692,11,33,44,24,3,7,18,19,-8
MEM,MEM vs. DEN,2016-03-30,L,240,105,41,95,0.432,6,19,0.316,17,27,0.630,20,26,46,18,5,4,10,19,-4
DEN,DEN @ MEM,2016-03-30,W,240,109,38,78,0.487,13,29,0.448,20,24,0.833,11,31,42,24,4,7,16,29,4
SAC,SAC vs. WAS,2016-03-30,W,240,120,47,84,0.560,8,18,0.444,18,25,0.720,6,34,40,27,13,6,17,15,9
WAS,WAS @ SAC,2016-03-30,L,240,111,43,89,0.483,9,26,0.346,16,20,0.800,10,32,42,30,6,4,20,19,-9
MIN,MIN vs. LAC,2016-03-30,L,240,79,30,87,0.345,8,23,0.348,11,17,0.647,14,39,53,20,2,1,16,15,-20
LAC,LAC @ MIN,2016-03-30,W,240,99,37,84,0.440,9,31,0.290,16,18,0.889,7,34,41,26,8,9,8,17,20
PHX,PHX @ MIL,2016-03-30,L,240,94,38,84,0.452,5,24,0.208,13,17,0.765,15,34,49,23,6,4,24,23,-11
MIL,MIL vs. PHX,2016-03-30,W,240,105,37,77,0.481,6,15,0.400,25,34,0.735,9,29,38,21,13,9,14,23,11
NYK,NYK @ DAL,2016-03-30,L,240,89,35,77,0.455,3,17,0.176,16,18,0.889,9,34,43,17,11,2,20,19,-2
DAL,DAL vs. NYK,2016-03-30,W,240,91,35,85,0.412,8,25,0.320,13,17,0.765,14,28,42,18,7,1,15,15,2
GSW,GSW @ UTA,2016-03-30,W,265,103,39,89,0.438,12,35,0.343,13,18,0.722,9,37,46,19,6,6,18,21,7
UTA,UTA vs. GSW,2016-03-30,L,265,96,37,92,0.402,9,32,0.281,13,29,0.448,16,38,54,14,11,2,15,23,-7
LAL,LAL vs. MIA,2016-03-30,W,265,102,37,102,0.363,6,20,0.300,22,29,0.759,19,30,49,14,9,5,10,21,2
MIA,MIA @ LAL,2016-03-30,L,265,100,41,86,0.477,3,17,0.176,15,26,0.577,14,41,55,26,6,13,18,23,-2
SAS,SAS vs. NOP,2016-03-30,W,240,100,36,75,0.480,12,24,0.500,16,22,0.727,6,32,38,23,10,8,12,18,8
NOP,NOP @ SAS,2016-03-30,L,240,92,36,80,0.450,8,17,0.471,12,18,0.667,11,33,44,27,6,0,17,17,-8
CHI,CHI @ IND,2016-03-29,W,240,98,37,87,0.425,10,26,0.385,14,16,0.875,12,29,41,22,5,6,17,19,2
IND,IND vs. CHI,2016-03-29,L,240,96,39,90,0.433,3,19,0.158,15,17,0.882,13,31,44,20,9,6,12,16,-2
BKN,BKN @ ORL,2016-03-29,L,240,105,37,79,0.468,5,14,0.357,26,39,0.667,14,25,39,19,7,5,18,18,-34
ORL,ORL vs. BKN,2016-03-29,W,240,139,56,91,0.615,14,27,0.519,13,19,0.684,5,30,35,40,11,5,10,29,34
OKC,OKC @ DET,2016-03-29,L,240,82,31,82,0.378,6,21,0.286,14,22,0.636,14,31,45,16,10,7,19,21,-6
DET,DET vs. OKC,2016-03-29,W,240,88,33,87,0.379,4,19,0.211,18,20,0.900,16,37,53,20,6,4,16,18,6
HOU,HOU @ CLE,2016-03-29,W,240,106,38,79,0.481,9,25,0.360,21,42,0.500,14,41,55,23,7,5,15,24,6
CLE,CLE vs. HOU,2016-03-29,L,240,100,31,86,0.360,14,40,0.350,24,28,0.857,10,28,38,21,5,5,13,31,-6
GSW,GSW vs. WAS,2016-03-29,W,240,102,38,87,0.437,11,25,0.440,15,23,0.652,7,48,55,27,11,6,16,23,8
WAS,WAS @ GSW,2016-03-29,L,240,94,36,86,0.419,5,23,0.217,17,27,0.630,7,41,48,26,6,7,17,19,-8
CHA,CHA @ PHI,2016-03-29,W,240,100,38,87,0.437,7,25,0.280,17,18,0.944,9,55,64,26,6,6,16,7,15
PHI,PHI vs. CHA,2016-03-29,L,240,85,30,96,0.313,16,44,0.364,9,10,0.900,9,36,45,20,8,5,10,18,-15
NOP,NOP vs. NYK,2016-03-28,W,240,99,32,75,0.427,8,19,0.421,27,37,0.730,6,41,47,18,11,3,13,16,8
NYK,NYK @ NOP,2016-03-28,L,240,91,36,89,0.404,10,31,0.323,9,13,0.692,6,36,42,26,9,6,14,26,-8
OKC,OKC @ TOR,2016-03-28,W,240,119,41,86,0.477,11,26,0.423,26,32,0.813,12,41,53,29,7,5,10,22,19
TOR,TOR vs. OKC,2016-03-28,L,240,100,38,93,0.409,8,24,0.333,16,23,0.696,12,28,40,19,4,7,11,21,-19
MEM,MEM vs. SAS,2016-03-28,L,240,87,33,83,0.398,6,19,0.316,15,24,0.625,13,26,39,19,8,4,14,22,-14
SAS,SAS @ MEM,2016-03-28,W,240,101,37,72,0.514,5,15,0.333,22,30,0.733,10,33,43,23,9,7,15,21,14
DEN,DEN vs. DAL,2016-03-28,L,240,88,31,70,0.443,9,24,0.375,17,19,0.895,6,38,44,20,3,4,21,20,-9
DAL,DAL @ DEN,2016-03-28,W,240,97,36,88,0.409,11,32,0.344,14,15,0.933,9,25,34,23,14,6,4,20,9
PHX,PHX @ MIN,2016-03-28,L,240,116,41,84,0.488,15,33,0.455,19,23,0.826,7,29,36,22,9,2,21,34,-5
MIN,MIN vs. PHX,2016-03-28,W,240,121,41,81,0.506,7,26,0.269,32,40,0.800,11,30,41,22,10,3,18,18,5
UTA,UTA vs. LAL,2016-03-28,W,240,123,46,89,0.517,17,32,0.531,14,19,0.737,13,44,57,26,4,7,7,18,48
LAL,LAL @ UTA,2016-03-28,L,240,75,26,85,0.306,7,20,0.350,16,22,0.727,7,30,37,11,5,6,9,19,-48
LAC,LAC vs. BOS,2016-03-28,W,240,114,44,84,0.524,11,25,0.440,15,18,0.833,9,36,45,29,13,5,15,23,24
BOS,BOS @ LAC,2016-03-28,L,240,90,31,89,0.348,7,19,0.368,21,27,0.778,18,31,49,14,7,4,16,17,-24
POR,POR vs. SAC,2016-03-28,W,240,105,38,80,0.475,14,29,0.483,15,18,0.833,5,37,42,25,6,10,19,23,12
SAC,SAC @ POR,2016-03-28,L,240,93,37,89,0.416,7,15,0.467,12,19,0.632,11,32,43,20,11,2,15,20,-12
BKN,BKN @ MIA,2016-03-28,L,240,99,41,77,0.532,3,11,0.273,14,18,0.778,10,26,36,20,8,2,20,10,-11
MIA,MIA vs. BKN,2016-03-28,W,240,110,48,84,0.571,5,16,0.313,9,12,0.750,7,25,32,25,11,4,13,14,11
ATL,ATL @ CHI,2016-03-28,W,240,102,36,85,0.424,5,22,0.227,25,28,0.893,7,41,48,22,4,13,8,13,2
CHI,CHI vs. ATL,2016-03-28,L,240,100,40,106,0.377,9,22,0.409,11,15,0.733,18,40,58,22,4,5,8,17,-2
SAC,SAC vs. DAL,2016-03-27,W,240,133,51,82,0.622,9,20,0.450,22,30,0.733,6,35,41,32,11,3,11,18,22
DAL,DAL @ SAC,2016-03-27,L,240,111,42,88,0.477,8,24,0.333,19,24,0.792,12,29,41,22,6,2,13,24,-22
HOU,HOU @ IND,2016-03-27,L,240,101,38,85,0.447,7,33,0.212,18,27,0.667,11,33,44,17,7,3,14,18,-3
IND,IND vs. HOU,2016-03-27,W,240,104,41,87,0.471,9,26,0.346,13,20,0.650,15,35,50,25,9,6,13,23,3
DEN,DEN @ LAC,2016-03-27,L,240,90,37,94,0.394,7,29,0.241,9,13,0.692,20,24,44,24,7,5,15,19,-15
LAC,LAC vs. DEN,2016-03-27,W,240,105,38,80,0.475,10,28,0.357,19,26,0.731,17,27,44,24,13,11,15,19,15
WAS,WAS @ LAL,2016-03-27,W,240,101,39,72,0.542,7,18,0.389,16,29,0.552,6,36,42,23,12,2,18,17,13
LAL,LAL vs. WAS,2016-03-27,L,240,88,33,87,0.379,7,28,0.250,15,17,0.882,12,30,42,15,12,0,18,26,-13
GSW,GSW vs. PHI,2016-03-27,W,240,117,44,83,0.530,14,33,0.424,15,20,0.750,7,37,44,32,9,4,18,15,12
PHI,PHI @ GSW,2016-03-27,L,240,105,42,90,0.467,10,30,0.333,11,12,0.917,9,28,37,27,10,3,12,20,-12
TOR,TOR @ NOP,2016-03-26,W,240,115,39,73,0.534,12,29,0.414,25,28,0.893,7,41,48,24,6,7,13,18,24
NOP,NOP vs. TOR,2016-03-26,L,240,91,37,85,0.435,4,15,0.267,13,20,0.650,9,27,36,22,6,1,7,18,-24
SAS,SAS @ OKC,2016-03-26,L,240,92,37,86,0.430,4,15,0.267,14,17,0.824,13,21,34,14,8,3,14,17,-19
OKC,OKC vs. SAS,2016-03-26,W,240,111,44,85,0.518,7,20,0.350,16,18,0.889,13,34,47,19,6,5,17,18,19
UTA,UTA @ MIN,2016-03-26,W,240,93,39,83,0.470,9,21,0.429,6,7,0.857,7,38,45,21,5,9,14,16,9
MIN,MIN vs. UTA,2016-03-26,L,240,84,32,84,0.381,4,11,0.364,16,19,0.842,9,32,41,18,9,4,10,13,-9
MIL,MIL vs. CHA,2016-03-26,L,240,91,37,84,0.440,4,15,0.267,13,15,0.867,9,28,37,26,6,3,9,16,-24
CHA,CHA @ MIL,2016-03-26,W,240,115,41,74,0.554,16,29,0.552,17,21,0.810,5,30,35,30,6,8,10,11,24
POR,POR vs. PHI,2016-03-26,W,240,108,38,91,0.418,8,25,0.320,24,30,0.800,11,45,56,21,9,5,10,21,3
PHI,PHI @ POR,2016-03-26,L,240,105,39,93,0.419,10,38,0.263,17,24,0.708,10,43,53,21,5,6,13,22,-3
ORL,ORL vs. CHI,2016-03-26,W,240,111,48,89,0.539,7,19,0.368,8,12,0.667,12,38,50,32,5,7,13,21,22
CHI,CHI @ ORL,2016-03-26,L,240,89,36,88,0.409,6,24,0.250,11,17,0.647,11,29,40,20,2,3,13,16,-22
DET,DET vs. ATL,2016-03-26,L,240,95,34,88,0.386,7,29,0.241,20,28,0.714,14,39,53,25,2,4,11,14,-17
ATL,ATL @ DET,2016-03-26,W,240,112,43,95,0.453,13,34,0.382,13,14,0.929,5,34,39,34,6,7,5,21,17
BKN,BKN vs. IND,2016-03-26,W,240,120,42,77,0.545,5,11,0.455,31,36,0.861,7,33,40,24,13,1,21,23,10
IND,IND @ BKN,2016-03-26,L,240,110,37,77,0.481,11,24,0.458,25,30,0.833,6,25,31,24,15,4,20,26,-10
PHX,PHX vs. BOS,2016-03-26,L,240,99,37,85,0.435,7,31,0.226,18,21,0.857,12,32,44,19,7,3,20,24,-3
BOS,BOS @ PHX,2016-03-26,W,240,102,35,84,0.417,8,29,0.276,24,27,0.889,17,32,49,14,7,3,19,23,3
NYK,NYK vs. CLE,2016-03-26,L,240,93,33,79,0.418,8,23,0.348,19,28,0.679,10,31,41,20,5,0,8,23,-14
CLE,CLE @ NYK,2016-03-26,W,240,107,37,83,0.446,14,34,0.412,19,25,0.760,15,38,53,21,6,5,11,23,14
WAS,WAS vs. MIN,2016-03-25,L,290,129,50,100,0.500,13,29,0.448,16,23,0.696,13,32,45,37,7,2,17,22,-3
MIN,MIN @ WAS,2016-03-25,W,290,132,51,96,0.531,8,26,0.308,22,22,1.000,8,34,42,33,9,2,14,22,3
SAC,SAC vs. PHX,2016-03-25,W,240,116,40,90,0.444,7,22,0.318,29,39,0.744,12,40,52,28,10,7,12,22,22
PHX,PHX @ SAC,2016-03-25,L,240,94,35,94,0.372,9,32,0.281,15,23,0.652,18,39,57,20,4,2,22,27,-22
MIL,MIL @ ATL,2016-03-25,L,240,90,35,84,0.417,3,13,0.231,17,26,0.654,16,33,49,16,4,9,16,16,-11
ATL,ATL vs. MIL,2016-03-25,W,240,101,41,97,0.423,5,32,0.156,14,17,0.824,17,28,45,26,10,6,11,21,11
ORL,ORL @ MIA,2016-03-25,L,240,97,36,84,0.429,6,18,0.333,19,28,0.679,14,28,42,20,7,1,15,24,-11
MIA,MIA vs. ORL,2016-03-25,W,240,108,40,80,0.500,5,15,0.333,23,33,0.697,12,33,45,23,9,7,14,20,11
CHA,CHA @ DET,2016-03-25,L,240,105,37,93,0.398,14,30,0.467,17,22,0.773,7,35,42,24,8,2,7,21,-7
DET,DET vs. CHA,2016-03-25,W,240,112,42,91,0.462,8,30,0.267,20,26,0.769,15,47,62,22,4,6,14,22,7
HOU,HOU vs. TOR,2016-03-25,W,240,112,42,81,0.519,12,22,0.545,16,35,0.457,13,35,48,25,3,11,17,23,3
TOR,TOR @ HOU,2016-03-25,L,240,109,39,94,0.415,13,31,0.419,18,26,0.692,15,30,45,23,9,5,12,24,-3
LAL,LAL vs. DEN,2016-03-25,L,240,105,37,85,0.435,10,23,0.435,21,26,0.808,7,36,43,23,6,3,11,19,-11
DEN,DEN @ LAL,2016-03-25,W,240,116,45,94,0.479,10,26,0.385,16,24,0.667,13,35,48,31,5,7,9,22,11
SAS,SAS vs. MEM,2016-03-25,W,240,110,44,77,0.571,7,18,0.389,15,18,0.833,8,29,37,25,7,5,14,12,6
MEM,MEM @ SAS,2016-03-25,L,240,104,44,83,0.530,7,18,0.389,9,13,0.692,8,23,31,23,11,4,11,19,-6
GSW,GSW vs. DAL,2016-03-25,W,240,128,43,88,0.489,21,45,0.467,21,23,0.913,7,33,40,30,8,10,7,16,8
DAL,DAL @ GSW,2016-03-25,L,240,120,43,96,0.448,18,35,0.514,16,21,0.762,15,36,51,31,3,6,11,19,-8
UTA,UTA @ OKC,2016-03-24,L,240,91,35,73,0.479,5,22,0.227,16,23,0.696,9,27,36,18,8,3,18,22,-22
OKC,OKC vs. UTA,2016-03-24,W,240,113,45,83,0.542,9,22,0.409,14,22,0.636,10,29,39,27,13,4,15,16,22
IND,IND vs. NOP,2016-03-24,W,240,92,36,79,0.456,7,20,0.350,13,15,0.867,3,41,44,26,10,6,14,12,8
NOP,NOP @ IND,2016-03-24,L,240,84,35,85,0.412,4,16,0.250,10,14,0.714,9,38,47,15,7,0,16,16,-8
POR,POR @ LAC,2016-03-24,L,240,94,32,80,0.400,6,24,0.250,24,32,0.750,9,32,41,18,10,5,16,25,-2
LAC,LAC vs. POR,2016-03-24,W,240,96,37,82,0.451,4,19,0.211,18,28,0.643,11,36,47,21,9,5,16,29,2
CLE,CLE @ BKN,2016-03-24,L,240,95,39,89,0.438,10,38,0.263,7,9,0.778,11,34,45,22,3,2,15,20,-9
BKN,BKN vs. CLE,2016-03-24,W,240,104,41,89,0.461,8,22,0.364,14,19,0.737,10,36,46,28,10,5,9,16,9
CHI,CHI @ NYK,2016-03-24,L,240,94,37,89,0.416,6,25,0.240,14,18,0.778,7,27,34,15,9,2,8,14,-12
NYK,NYK vs. CHI,2016-03-24,W,240,106,39,76,0.513,13,30,0.433,15,16,0.938,5,40,45,19,4,9,18,12,12
ATL,ATL @ WAS,2016-03-23,W,240,122,45,84,0.536,17,42,0.405,15,22,0.682,7,34,41,32,10,5,16,17,21
WAS,WAS vs. ATL,2016-03-23,L,240,101,39,92,0.424,12,30,0.400,11,12,0.917,10,33,43,25,7,2,18,22,-21
MIN,MIN vs. SAC,2016-03-23,W,240,113,45,80,0.563,5,13,0.385,18,32,0.563,9,34,43,29,8,6,18,18,9
SAC,SAC @ MIN,2016-03-23,L,240,104,42,91,0.462,8,20,0.400,12,23,0.522,14,26,40,23,6,4,17,25,-9
PHI,PHI @ DEN,2016-03-23,L,240,103,37,94,0.394,15,37,0.405,14,15,0.933,8,37,45,26,7,4,10,27,-1
DEN,DEN vs. PHI,2016-03-23,W,240,104,33,76,0.434,6,17,0.353,32,40,0.800,7,39,46,18,7,9,17,19,1
POR,POR vs. DAL,2016-03-23,W,240,109,40,89,0.449,7,27,0.259,22,25,0.880,11,35,46,19,12,8,14,12,6
DAL,DAL @ POR,2016-03-23,L,240,103,42,96,0.438,9,30,0.300,10,11,0.909,11,36,47,21,8,6,17,17,-6
DET,DET vs. ORL,2016-03-23,W,240,118,43,80,0.538,11,24,0.458,21,25,0.840,9,36,45,30,4,5,16,15,16
ORL,ORL @ DET,2016-03-23,L,240,102,39,98,0.398,8,25,0.320,16,19,0.842,17,27,44,24,9,3,6,19,-16
HOU,HOU vs. UTA,2016-03-23,L,240,87,33,74,0.446,9,23,0.391,12,22,0.545,4,28,32,22,13,9,15,21,-2
UTA,UTA @ HOU,2016-03-23,W,240,89,31,77,0.403,11,29,0.379,16,20,0.800,13,35,48,22,8,5,23,19,2
PHX,PHX vs. LAL,2016-03-23,W,240,119,47,93,0.505,13,28,0.464,12,20,0.600,15,37,52,31,6,4,13,21,12
LAL,LAL @ PHX,2016-03-23,L,240,107,39,93,0.419,7,27,0.259,22,26,0.846,14,27,41,13,6,6,10,24,-12
MIL,MIL @ CLE,2016-03-23,L,240,104,43,80,0.538,7,16,0.438,11,15,0.733,10,21,31,23,8,4,14,24,-9
CLE,CLE vs. MIL,2016-03-23,W,240,113,40,83,0.482,10,34,0.294,23,27,0.852,17,25,42,29,6,8,15,17,9
TOR,TOR @ BOS,2016-03-23,L,240,79,31,89,0.348,6,22,0.273,11,20,0.550,15,37,52,13,3,7,12,15,-12
BOS,BOS vs. TOR,2016-03-23,W,240,91,35,80,0.438,8,20,0.400,13,21,0.619,7,41,48,24,5,5,8,18,12
CHI,CHI vs. NYK,2016-03-23,L,240,107,38,82,0.463,15,32,0.469,16,21,0.762,6,28,34,29,7,5,6,12,-8
NYK,NYK @ CHI,2016-03-23,W,240,115,45,87,0.517,14,25,0.560,11,15,0.733,14,39,53,28,4,6,12,16,8
MIA,MIA @ SAS,2016-03-23,L,240,88,37,77,0.481,7,14,0.500,7,12,0.583,6,30,36,23,8,6,15,16,-24
SAS,SAS vs. MIA,2016-03-23,W,240,112,42,81,0.519,8,14,0.571,20,24,0.833,10,34,44,26,7,4,10,12,24
LAC,LAC @ GSW,2016-03-23,L,240,98,36,85,0.424,8,28,0.286,18,27,0.667,8,38,46,21,8,7,10,22,-16
GSW,GSW vs. LAC,2016-03-23,W,240,114,39,87,0.448,15,34,0.441,21,28,0.750,11,39,50,23,9,5,12,20,16
NOP,NOP vs. MIA,2016-03-22,L,240,99,34,87,0.391,7,16,0.438,24,30,0.800,11,31,42,16,7,1,13,25,-14
MIA,MIA @ NOP,2016-03-22,W,240,113,44,88,0.500,3,19,0.158,22,27,0.815,14,39,53,21,5,5,13,22,14
OKC,OKC vs. HOU,2016-03-22,W,240,111,41,91,0.451,8,35,0.229,21,29,0.724,13,33,46,22,10,7,13,17,4
HOU,HOU @ OKC,2016-03-22,L,240,107,40,92,0.435,13,37,0.351,14,17,0.824,13,34,47,26,9,3,17,27,-4
BKN,BKN vs. CHA,2016-03-22,L,240,100,34,74,0.459,8,18,0.444,24,27,0.889,6,38,44,21,4,2,16,24,-5
CHA,CHA @ BKN,2016-03-22,W,240,105,39,82,0.476,10,28,0.357,17,21,0.810,3,33,36,21,7,5,8,21,5
MEM,MEM @ LAL,2016-03-22,L,240,100,40,80,0.500,4,15,0.267,16,23,0.696,13,20,33,23,13,2,20,26,-7
LAL,LAL vs. MEM,2016-03-22,W,240,107,39,77,0.506,6,19,0.316,23,24,0.958,11,29,40,21,10,4,22,23,7
CHA,CHA vs. SAS,2016-03-21,W,240,91,35,87,0.402,8,19,0.421,13,19,0.684,10,36,46,18,11,5,15,12,3
SAS,SAS @ CHA,2016-03-21,L,240,88,37,86,0.430,4,17,0.235,10,13,0.769,9,38,47,23,9,12,16,17,-3
GSW,GSW @ MIN,2016-03-21,W,240,109,43,87,0.494,8,24,0.333,15,24,0.625,13,31,44,31,13,10,17,20,5
MIN,MIN vs. GSW,2016-03-21,L,240,104,36,82,0.439,7,19,0.368,25,30,0.833,10,27,37,26,8,5,18,20,-5
WAS,WAS @ ATL,2016-03-21,W,240,117,46,91,0.505,13,25,0.520,12,20,0.600,9,35,44,27,10,3,9,17,15
ATL,ATL vs. WAS,2016-03-21,L,240,102,38,78,0.487,13,33,0.394,13,17,0.765,2,31,33,23,5,6,14,15,-15
IND,IND vs. PHI,2016-03-21,W,240,91,35,81,0.432,10,26,0.385,11,13,0.846,7,38,45,18,7,5,15,20,16
PHI,PHI @ IND,2016-03-21,L,240,75,31,80,0.388,4,18,0.222,9,14,0.643,10,34,44,15,4,4,16,17,-16
DET,DET vs. MIL,2016-03-21,W,240,92,35,85,0.412,9,33,0.273,13,17,0.765,10,29,39,18,6,3,12,14,1
MIL,MIL @ DET,2016-03-21,L,240,91,41,76,0.539,5,9,0.556,4,7,0.571,5,35,40,23,5,7,13,20,-1
CLE,CLE vs. DEN,2016-03-21,W,240,124,48,86,0.558,15,31,0.484,13,17,0.765,8,35,43,38,10,4,13,19,33
DEN,DEN @ CLE,2016-03-21,L,240,91,32,81,0.395,8,22,0.364,19,25,0.760,10,25,35,19,10,4,17,16,-33
PHX,PHX vs. MEM,2016-03-21,L,240,97,30,76,0.395,11,28,0.393,26,34,0.765,9,36,45,22,8,10,17,18,-6
MEM,MEM @ PHX,2016-03-21,W,240,103,39,90,0.433,8,20,0.400,17,19,0.895,10,35,45,18,10,4,13,27,6
ORL,ORL @ BOS,2016-03-21,L,240,96,39,93,0.419,5,19,0.263,13,19,0.684,14,31,45,15,9,7,11,20,-11
BOS,BOS vs. ORL,2016-03-21,W,240,107,40,85,0.471,7,22,0.318,20,24,0.833,9,37,46,22,8,6,15,16,11
SAC,SAC @ CHI,2016-03-21,L,240,102,40,88,0.455,9,29,0.310,13,16,0.813,14,36,50,23,6,2,20,19,-7
CHI,CHI vs. SAC,2016-03-21,W,240,109,41,91,0.451,12,24,0.500,15,23,0.652,11,29,40,28,13,7,9,16,7
NOP,NOP vs. LAC,2016-03-20,W,240,109,35,71,0.493,7,21,0.333,32,40,0.800,10,44,54,22,9,1,23,34,4
LAC,LAC @ NOP,2016-03-20,L,240,105,33,82,0.402,10,39,0.256,29,42,0.690,7,28,35,21,12,5,14,28,-4
TOR,TOR vs. ORL,2016-03-20,W,240,105,35,81,0.432,6,20,0.300,29,45,0.644,14,31,45,18,8,7,12,18,5
ORL,ORL @ TOR,2016-03-20,L,240,100,40,83,0.482,8,22,0.364,12,18,0.667,7,33,40,20,4,8,14,30,-5
MIL,MIL vs. UTA,2016-03-20,L,240,85,34,65,0.523,3,8,0.375,14,17,0.824,2,25,27,21,10,10,14,11,-9
UTA,UTA @ MIL,2016-03-20,W,240,94,34,83,0.410,13,38,0.342,13,14,0.929,16,28,44,24,8,4,18,13,9
POR,POR @ DAL,2016-03-20,L,265,120,42,104,0.404,18,46,0.391,18,28,0.643,22,30,52,25,9,4,15,22,-12
DAL,DAL vs. POR,2016-03-20,W,265,132,49,89,0.551,15,25,0.600,19,23,0.826,8,42,50,31,7,8,16,21,12
NYK,NYK vs. SAC,2016-03-20,L,240,80,32,91,0.352,4,19,0.211,12,15,0.800,19,36,55,16,5,7,15,16,-8
SAC,SAC @ NYK,2016-03-20,W,240,88,35,88,0.398,7,25,0.280,11,14,0.786,12,37,49,20,11,3,12,15,8
PHI,PHI vs. BOS,2016-03-20,L,240,105,39,92,0.424,8,21,0.381,19,27,0.704,12,28,40,28,5,7,11,19,-15
BOS,BOS @ PHI,2016-03-20,W,240,120,46,94,0.489,10,25,0.400,18,21,0.857,14,39,53,28,8,3,13,24,15
LAC,LAC @ MEM,2016-03-19,L,240,102,31,66,0.470,12,30,0.400,28,39,0.718,4,26,30,18,8,8,14,27,-11
MEM,MEM vs. LAC,2016-03-19,W,240,113,40,82,0.488,4,15,0.267,29,36,0.806,18,26,44,23,9,5,13,28,11
DEN,DEN @ CHA,2016-03-19,W,240,101,38,87,0.437,9,18,0.500,16,23,0.696,14,37,51,19,6,4,14,21,8
CHA,CHA vs. DEN,2016-03-19,L,240,93,35,83,0.422,9,32,0.281,14,20,0.700,8,30,38,22,6,13,11,18,-8
NYK,NYK @ WAS,2016-03-19,L,240,89,32,81,0.395,10,21,0.476,15,17,0.882,9,33,42,21,2,9,18,18,-10
WAS,WAS vs. NYK,2016-03-19,W,240,99,39,87,0.448,8,29,0.276,13,17,0.765,8,34,42,24,7,4,10,16,10
ATL,ATL vs. HOU,2016-03-19,W,240,109,44,88,0.500,14,38,0.368,7,12,0.583,9,31,40,32,12,6,16,20,12
HOU,HOU @ ATL,2016-03-19,L,240,97,33,84,0.393,5,23,0.217,26,31,0.839,15,36,51,15,11,3,17,17,-12
IND,IND vs. OKC,2016-03-19,L,240,111,40,83,0.482,9,22,0.409,22,30,0.733,8,26,34,28,11,2,12,18,-4
OKC,OKC @ IND,2016-03-19,W,240,115,42,80,0.525,10,28,0.357,21,26,0.808,9,36,45,26,8,4,18,25,4
MIA,MIA vs. CLE,2016-03-19,W,240,122,46,84,0.548,11,19,0.579,19,23,0.826,13,29,42,29,7,5,12,14,21
CLE,CLE @ MIA,2016-03-19,L,240,101,40,76,0.526,10,24,0.417,11,13,0.846,3,23,26,19,6,3,14,22,-21
DET,DET vs. BKN,2016-03-19,W,240,115,46,94,0.489,10,24,0.417,13,21,0.619,15,30,45,30,5,4,8,17,12
BKN,BKN @ DET,2016-03-19,L,240,103,42,80,0.525,5,14,0.357,14,21,0.667,6,34,40,24,3,5,9,22,-12
CHI,CHI vs. UTA,2016-03-19,W,240,92,39,80,0.488,6,19,0.316,8,11,0.727,11,31,42,24,4,6,12,12,7
