Team,Match Up,Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
TOR,TOR @ PHI,2019-05-02,L,240,95,35,83,0.422,7,27,0.259,18,23,0.783,8,27,35,15,7,4,9,17,-21
PHI,PHI vs. TOR,2019-05-02,W,240,116,43,84,0.512,10,23,0.435,20,23,0.870,9,36,45,29,4,8,13,17,21
