Team,Match Up,Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
PHI,PHI @ TOR,2018-10-30,L,240,112,38,91,0.418,14,40,0.350,22,30,0.733,17,30,47,25,7,5,23,24,-17
TOR,TOR vs. PHI,2018-10-30,W,240,129,47,92,0.511,11,27,0.407,24,28,0.857,9,34,43,29,13,6,16,26,17
ORL,ORL vs. SAC,2018-10-30,L,240,99,36,91,0.396,11,43,0.256,16,22,0.727,11,37,48,28,10,8,17,22,-8
SAC,SAC @ ORL,2018-10-30,W,240,107,41,84,0.488,8,22,0.364,17,26,0.654,8,43,51,22,8,6,15,20,8
MIA,MIA @ CHA,2018-10-30,L,240,113,41,87,0.471,11,28,0.393,20,24,0.833,10,24,34,25,9,5,15,26,-12
CHA,CHA vs. MIA,2018-10-30,W,240,125,44,81,0.543,13,28,0.464,24,29,0.828,8,31,39,27,7,5,14,26,12
ATL,ATL @ CLE,2018-10-30,L,240,114,44,82,0.537,15,35,0.429,11,17,0.647,6,33,39,25,6,8,23,29,-22
CLE,CLE vs. ATL,2018-10-30,W,240,136,45,90,0.500,13,25,0.520,33,43,0.767,13,35,48,23,13,1,13,20,22
SAC,SAC @ MIA,2018-10-29,W,240,123,48,97,0.495,12,26,0.462,15,25,0.600,9,37,46,28,8,8,14,23,10
MIA,MIA vs. SAC,2018-10-29,L,240,113,38,92,0.413,13,39,0.333,24,34,0.706,13,39,52,20,10,9,18,21,-10
TOR,TOR @ MIL,2018-10-29,L,240,109,39,103,0.379,9,45,0.200,22,28,0.786,15,36,51,25,9,7,10,19,-15
MIL,MIL vs. TOR,2018-10-29,W,240,124,45,92,0.489,19,45,0.422,15,19,0.789,8,49,57,28,5,4,17,21,15
NOP,NOP @ DEN,2018-10-29,L,240,111,43,82,0.524,11,24,0.458,14,20,0.700,7,37,44,28,8,5,22,25,-5
DEN,DEN vs. NOP,2018-10-29,W,240,116,42,93,0.452,11,35,0.314,21,23,0.913,9,32,41,28,14,5,13,17,5
DAL,DAL @ SAS,2018-10-29,L,265,108,43,91,0.473,10,34,0.294,12,17,0.706,8,41,49,15,9,3,23,21,-5
SAS,SAS vs. DAL,2018-10-29,W,265,113,42,91,0.462,9,20,0.450,20,21,0.952,5,36,41,27,17,2,17,19,5
LAL,LAL @ MIN,2018-10-29,L,240,120,49,104,0.471,12,33,0.364,10,15,0.667,17,31,48,24,8,8,18,24,-4
MIN,MIN vs. LAL,2018-10-29,W,240,124,42,98,0.429,14,29,0.483,26,30,0.867,20,31,51,26,11,12,15,14,4
GSW,GSW @ CHI,2018-10-29,W,240,149,53,96,0.552,24,45,0.533,19,26,0.731,8,42,50,34,8,9,7,29,25
CHI,CHI vs. GSW,2018-10-29,L,240,124,46,95,0.484,11,35,0.314,21,34,0.618,11,32,43,25,6,3,8,19,-25
NYK,NYK vs. BKN,2018-10-29,W,240,115,45,92,0.489,9,24,0.375,16,18,0.889,16,37,53,21,5,3,16,21,19
BKN,BKN @ NYK,2018-10-29,L,240,96,34,84,0.405,11,38,0.289,17,22,0.773,11,21,32,22,6,7,10,20,-19
POR,POR @ IND,2018-10-29,W,240,103,38,78,0.487,10,26,0.385,17,18,0.944,9,41,50,19,3,3,18,23,10
IND,IND vs. POR,2018-10-29,L,240,93,37,90,0.411,6,19,0.316,13,20,0.650,7,28,35,19,8,5,9,20,-10
PHI,PHI vs. ATL,2018-10-29,W,240,113,41,99,0.414,14,47,0.298,17,18,0.944,16,48,64,33,7,9,19,22,21
ATL,ATL @ PHI,2018-10-29,L,240,92,35,94,0.372,8,37,0.216,14,21,0.667,10,37,47,20,10,3,15,18,-21
WAS,WAS @ LAC,2018-10-28,L,240,104,38,97,0.392,5,27,0.185,23,28,0.821,14,31,45,18,7,3,14,16,-32
LAC,LAC vs. WAS,2018-10-28,W,240,136,56,103,0.544,16,29,0.552,8,13,0.615,14,43,57,35,7,9,15,25,32
UTA,UTA @ DAL,2018-10-28,W,240,113,42,80,0.525,10,25,0.400,19,22,0.864,8,35,43,25,8,6,18,27,9
DAL,DAL vs. UTA,2018-10-28,L,240,104,38,91,0.418,9,28,0.321,19,25,0.760,12,31,43,24,6,3,13,19,-9
OKC,OKC vs. PHX,2018-10-28,W,240,117,43,85,0.506,7,24,0.292,24,35,0.686,9,34,43,22,16,3,15,24,7
PHX,PHX @ OKC,2018-10-28,L,240,110,38,86,0.442,8,27,0.296,26,27,0.963,10,34,44,21,10,3,22,32,-7
GSW,GSW @ BKN,2018-10-28,W,240,120,44,89,0.494,11,33,0.333,21,24,0.875,12,35,47,28,11,7,12,16,6
BKN,BKN vs. GSW,2018-10-28,L,240,114,42,87,0.483,20,42,0.476,10,15,0.667,5,32,37,28,5,3,15,20,-6
UTA,UTA @ NOP,2018-10-27,W,240,132,46,88,0.523,10,32,0.313,30,37,0.811,6,37,43,32,7,7,13,26,21
NOP,NOP vs. UTA,2018-10-27,L,240,111,40,95,0.421,9,34,0.265,22,29,0.759,11,29,40,22,4,5,16,32,-21
MEM,MEM vs. PHX,2018-10-27,W,240,117,44,79,0.557,9,26,0.346,20,22,0.909,3,36,39,30,12,1,12,21,21
PHX,PHX @ MEM,2018-10-27,L,240,96,36,78,0.462,9,33,0.273,15,19,0.789,5,30,35,28,5,1,19,25,-21
ORL,ORL @ MIL,2018-10-27,L,240,91,33,101,0.327,10,43,0.233,15,17,0.882,11,30,41,21,9,6,11,22,-22
MIL,MIL vs. ORL,2018-10-27,W,240,113,41,82,0.500,10,30,0.333,21,23,0.913,6,51,57,24,6,7,21,19,22
ATL,ATL vs. CHI,2018-10-27,L,240,85,27,84,0.321,12,40,0.300,19,23,0.826,11,37,48,20,9,8,22,13,-12
CHI,CHI @ ATL,2018-10-27,W,240,97,36,83,0.434,12,33,0.364,13,16,0.813,8,44,52,25,14,6,23,21,12
MIA,MIA vs. POR,2018-10-27,W,240,120,44,96,0.458,15,39,0.385,17,26,0.654,16,40,56,21,7,8,13,21,9
POR,POR @ MIA,2018-10-27,L,240,111,37,88,0.420,12,33,0.364,25,28,0.893,8,34,42,14,7,8,9,25,-9
DET,DET vs. BOS,2018-10-27,L,240,89,33,89,0.371,7,37,0.189,16,20,0.800,6,41,47,16,4,3,11,24,-20
BOS,BOS @ DET,2018-10-27,W,240,109,39,86,0.453,14,34,0.412,17,25,0.680,8,46,54,25,4,8,13,26,20
CLE,CLE vs. IND,2018-10-27,L,240,107,40,86,0.465,7,25,0.280,20,22,0.909,16,23,39,21,9,2,18,20,-12
IND,IND @ CLE,2018-10-27,W,240,119,48,74,0.649,5,13,0.385,18,26,0.692,4,20,24,28,13,3,15,15,12
SAS,SAS vs. LAL,2018-10-27,W,240,110,44,91,0.484,3,16,0.188,19,24,0.792,12,37,49,20,7,5,13,17,4
LAL,LAL @ SAS,2018-10-27,L,240,106,41,86,0.477,13,33,0.394,11,18,0.611,7,35,42,19,5,5,17,25,-4
CHA,CHA @ PHI,2018-10-27,L,240,103,37,95,0.389,9,35,0.257,20,24,0.833,9,39,48,19,3,8,9,25,-2
PHI,PHI vs. CHA,2018-10-27,W,240,105,35,91,0.385,10,28,0.357,25,30,0.833,14,42,56,18,4,8,11,23,2
BKN,BKN @ NOP,2018-10-26,L,240,115,43,98,0.439,19,40,0.475,10,15,0.667,16,38,54,26,6,8,21,22,-2
NOP,NOP vs. BKN,2018-10-26,W,240,117,44,98,0.449,9,23,0.391,20,26,0.769,15,31,46,23,11,11,11,20,2
DAL,DAL @ TOR,2018-10-26,L,240,107,38,92,0.413,12,30,0.400,19,24,0.792,10,34,44,22,6,6,15,17,-9
TOR,TOR vs. DAL,2018-10-26,W,240,116,44,91,0.484,11,27,0.407,17,20,0.850,12,38,50,23,10,5,13,22,9
CHI,CHI @ CHA,2018-10-26,L,240,106,37,85,0.435,16,36,0.444,16,22,0.727,8,26,34,21,5,7,14,16,-29
CHA,CHA vs. CHI,2018-10-26,W,240,135,53,93,0.570,14,32,0.438,15,16,0.938,11,39,50,30,10,10,12,18,29
SAC,SAC vs. WAS,2018-10-26,W,240,116,44,95,0.463,14,37,0.378,14,23,0.609,14,39,53,25,8,4,19,18,4
WAS,WAS @ SAC,2018-10-26,L,240,112,40,86,0.465,14,42,0.333,18,23,0.783,5,37,42,22,8,7,21,27,-4
MIN,MIN vs. MIL,2018-10-26,L,240,95,36,112,0.321,10,43,0.233,13,18,0.722,17,32,49,19,10,6,8,15,-30
MIL,MIL @ MIN,2018-10-26,W,240,125,49,92,0.533,19,46,0.413,8,11,0.727,7,55,62,32,4,8,18,23,30
HOU,HOU vs. LAC,2018-10-26,L,240,113,38,98,0.388,15,41,0.366,22,25,0.880,16,26,42,21,11,7,13,27,-20
LAC,LAC @ HOU,2018-10-26,W,240,133,43,79,0.544,12,23,0.522,35,38,0.921,5,39,44,17,8,4,16,21,20
GSW,GSW @ NYK,2018-10-26,W,240,128,51,87,0.586,16,33,0.485,10,12,0.833,6,33,39,26,10,6,14,16,28
NYK,NYK vs. GSW,2018-10-26,L,240,100,39,90,0.433,13,39,0.333,9,12,0.750,11,29,40,17,6,1,20,18,-28
OKC,OKC vs. BOS,2018-10-25,L,240,95,37,94,0.394,7,28,0.250,14,25,0.560,16,41,57,19,5,6,16,27,-6
BOS,BOS @ OKC,2018-10-25,W,240,101,33,86,0.384,11,32,0.344,24,33,0.727,10,35,45,19,7,1,12,27,6
POR,POR @ ORL,2018-10-25,W,240,128,48,87,0.552,11,27,0.407,21,26,0.808,12,32,44,24,6,6,11,22,14
ORL,ORL vs. POR,2018-10-25,L,240,114,43,86,0.500,12,30,0.400,16,20,0.800,11,29,40,29,5,7,14,21,-14
DET,DET vs. CLE,2018-10-25,W,240,110,41,78,0.526,11,28,0.393,17,29,0.586,13,35,48,21,4,5,20,21,7
CLE,CLE @ DET,2018-10-25,L,240,103,41,89,0.461,8,24,0.333,13,15,0.867,7,23,30,18,11,1,9,25,-7
LAL,LAL vs. DEN,2018-10-25,W,240,121,46,92,0.500,10,29,0.345,19,23,0.826,9,33,42,27,13,3,14,19,7
DEN,DEN @ LAL,2018-10-25,L,240,114,46,92,0.500,6,23,0.261,16,20,0.800,10,34,44,22,8,5,19,22,-7
MIN,MIN @ TOR,2018-10-24,L,240,105,40,96,0.417,15,30,0.500,10,16,0.625,16,28,44,25,10,5,16,17,-7
TOR,TOR vs. MIN,2018-10-24,W,240,112,46,89,0.517,11,32,0.344,9,12,0.750,11,33,44,26,9,8,17,18,7
MEM,MEM @ SAC,2018-10-24,L,240,92,36,94,0.383,10,37,0.270,10,13,0.769,13,36,49,18,7,6,15,25,-5
SAC,SAC vs. MEM,2018-10-24,W,240,97,35,83,0.422,6,18,0.333,21,33,0.636,15,42,57,19,7,5,17,15,5
PHI,PHI @ MIL,2018-10-24,L,240,108,38,92,0.413,11,34,0.324,21,30,0.700,8,42,50,29,4,5,16,27,-15
MIL,MIL vs. PHI,2018-10-24,W,240,123,41,100,0.410,13,43,0.302,28,30,0.933,9,42,51,24,7,10,11,27,15
ATL,ATL vs. DAL,2018-10-24,W,240,111,37,91,0.407,15,38,0.395,22,31,0.710,10,44,54,28,6,6,15,26,7
DAL,DAL @ ATL,2018-10-24,L,240,104,38,91,0.418,12,40,0.300,16,26,0.615,9,43,52,25,7,9,17,27,-7
NYK,NYK @ MIA,2018-10-24,L,240,87,33,91,0.363,12,33,0.364,9,14,0.643,10,35,45,20,5,3,12,23,-23
MIA,MIA vs. NYK,2018-10-24,W,240,110,39,82,0.476,13,29,0.448,19,28,0.679,4,47,51,24,7,5,13,15,23
HOU,HOU vs. UTA,2018-10-24,L,240,89,35,87,0.402,11,40,0.275,8,14,0.571,10,25,35,16,12,5,17,23,-11
UTA,UTA @ HOU,2018-10-24,W,240,100,34,78,0.436,10,29,0.345,22,28,0.786,9,38,47,21,7,5,19,21,11
CLE,CLE vs. BKN,2018-10-24,L,240,86,34,89,0.382,3,18,0.167,15,16,0.938,16,37,53,18,5,2,15,19,-16
BKN,BKN @ CLE,2018-10-24,W,240,102,38,87,0.437,14,34,0.412,12,15,0.800,8,36,44,23,8,1,14,16,16
LAL,LAL @ PHX,2018-10-24,W,240,131,52,100,0.520,10,28,0.357,17,23,0.739,11,32,43,34,13,5,8,19,18
PHX,PHX vs. LAL,2018-10-24,L,240,113,44,84,0.524,10,31,0.323,15,21,0.714,9,35,44,27,4,4,20,23,-18
CHA,CHA @ CHI,2018-10-24,L,240,110,37,85,0.435,10,35,0.286,26,29,0.897,8,28,36,23,5,5,8,20,-2
CHI,CHI vs. CHA,2018-10-24,W,240,112,37,77,0.481,10,29,0.345,28,35,0.800,9,36,45,21,4,5,14,24,2
SAS,SAS vs. IND,2018-10-24,L,240,96,35,87,0.402,6,19,0.316,20,21,0.952,15,31,46,16,3,3,13,16,-20
IND,IND @ SAS,2018-10-24,W,240,116,46,87,0.529,17,32,0.531,7,8,0.875,5,35,40,34,9,5,10,22,20
GSW,GSW vs. WAS,2018-10-24,W,240,144,53,92,0.576,15,33,0.455,23,25,0.920,10,38,48,37,6,5,18,22,22
WAS,WAS @ GSW,2018-10-24,L,240,122,42,93,0.452,12,42,0.286,26,28,0.929,7,27,34,22,7,1,12,24,-22
NOP,NOP vs. LAC,2018-10-23,W,240,116,40,93,0.430,6,24,0.250,30,40,0.750,12,36,48,22,12,8,8,24,7
LAC,LAC @ NOP,2018-10-23,L,240,109,41,87,0.471,5,20,0.250,22,27,0.815,9,38,47,18,5,4,17,26,-7
DEN,DEN vs. SAC,2018-10-23,W,240,126,51,99,0.515,11,30,0.367,13,15,0.867,15,34,49,31,11,3,12,22,14
SAC,SAC @ DEN,2018-10-23,L,240,112,45,86,0.523,13,31,0.419,9,20,0.450,9,30,39,29,7,6,16,17,-14
PHI,PHI @ DET,2018-10-23,L,265,132,49,98,0.500,14,43,0.326,20,28,0.714,8,40,48,32,3,8,11,24,-1
DET,DET vs. PHI,2018-10-23,W,265,133,51,108,0.472,12,33,0.364,19,27,0.704,12,34,46,22,4,4,8,24,1
TOR,TOR vs. CHA,2018-10-22,W,240,127,50,87,0.575,15,39,0.385,12,14,0.857,5,41,46,36,10,8,15,21,21
CHA,CHA @ TOR,2018-10-22,L,240,106,41,97,0.423,9,28,0.321,15,18,0.833,14,27,41,21,5,5,12,14,-21
IND,IND @ MIN,2018-10-22,L,240,91,36,92,0.391,8,26,0.308,11,16,0.688,12,33,45,18,6,6,15,24,-10
MIN,MIN vs. IND,2018-10-22,W,240,101,36,85,0.424,7,33,0.212,22,24,0.917,8,39,47,24,9,12,15,17,10
NYK,NYK @ MIL,2018-10-22,L,240,113,45,99,0.455,10,29,0.345,13,15,0.867,11,32,43,22,6,2,12,21,-11
MIL,MIL vs. NYK,2018-10-22,W,240,124,45,96,0.469,17,40,0.425,17,24,0.708,19,36,55,27,5,9,15,18,11
CHI,CHI @ DAL,2018-10-22,L,240,109,41,80,0.513,13,23,0.565,14,21,0.667,7,27,34,18,6,4,19,29,-6
DAL,DAL vs. CHI,2018-10-22,W,240,115,40,93,0.430,15,47,0.319,20,21,0.952,13,28,41,25,8,2,16,16,6
UTA,UTA vs. MEM,2018-10-22,L,240,84,29,82,0.354,8,32,0.250,18,23,0.783,10,40,50,18,6,6,15,22,-8
MEM,MEM @ UTA,2018-10-22,W,240,92,31,84,0.369,9,28,0.321,21,26,0.808,7,36,43,18,10,2,11,22,8
WAS,WAS @ POR,2018-10-22,W,265,125,46,110,0.418,15,37,0.405,18,26,0.692,12,42,54,23,6,7,10,27,1
POR,POR vs. WAS,2018-10-22,L,265,124,43,108,0.398,11,39,0.282,27,31,0.871,17,53,70,22,6,4,20,22,-1
ORL,ORL @ BOS,2018-10-22,W,240,93,38,93,0.409,10,35,0.286,7,10,0.700,8,41,49,28,6,2,9,15,3
BOS,BOS vs. ORL,2018-10-22,L,240,90,37,91,0.407,9,40,0.225,7,9,0.778,9,42,51,21,6,3,12,15,-3
LAL,LAL vs. SAS,2018-10-22,L,265,142,55,107,0.514,14,39,0.359,18,26,0.692,13,39,52,33,5,6,15,29,-1
SAS,SAS @ LAL,2018-10-22,W,265,143,50,97,0.515,15,28,0.536,28,38,0.737,10,37,47,32,9,3,9,26,1
GSW,GSW vs. PHX,2018-10-22,W,240,123,45,88,0.511,14,37,0.378,19,26,0.731,7,33,40,35,12,4,14,24,20
PHX,PHX @ GSW,2018-10-22,L,240,103,39,86,0.453,9,34,0.265,16,18,0.889,12,33,45,24,8,1,21,21,-20
SAC,SAC @ OKC,2018-10-21,W,240,131,50,91,0.549,10,22,0.455,21,28,0.750,12,34,46,28,11,7,20,26,11
OKC,OKC vs. SAC,2018-10-21,L,240,120,46,104,0.442,9,39,0.231,19,30,0.633,18,33,51,23,11,9,18,29,-11
GSW,GSW @ DEN,2018-10-21,L,240,98,36,79,0.456,7,29,0.241,19,24,0.792,6,34,40,22,4,6,19,29,-2
DEN,DEN vs. GSW,2018-10-21,W,240,100,35,86,0.407,6,32,0.188,24,42,0.571,13,34,47,21,11,4,10,22,2
LAC,LAC vs. HOU,2018-10-21,W,240,115,42,89,0.472,5,25,0.200,26,26,1.000,12,37,49,22,8,7,13,16,3
HOU,HOU @ LAC,2018-10-21,L,240,112,43,89,0.483,15,35,0.429,11,15,0.733,6,29,35,28,6,6,12,23,-3
CLE,CLE vs. ATL,2018-10-21,L,240,111,46,99,0.465,10,27,0.370,9,14,0.643,15,34,49,23,5,2,18,25,-22
ATL,ATL @ CLE,2018-10-21,W,240,133,48,98,0.490,22,47,0.468,15,19,0.789,9,35,44,32,9,7,12,21,22
TOR,TOR @ WAS,2018-10-20,W,240,117,39,88,0.443,10,29,0.345,29,36,0.806,14,38,52,21,5,5,17,29,4
WAS,WAS vs. TOR,2018-10-20,L,240,113,37,89,0.416,13,39,0.333,26,32,0.813,9,28,37,20,11,9,11,27,-4
DEN,DEN vs. PHX,2018-10-20,W,240,119,43,85,0.506,9,28,0.321,24,29,0.828,9,45,54,28,12,6,18,31,28
PHX,PHX @ DEN,2018-10-20,L,240,91,29,77,0.377,11,39,0.282,22,35,0.629,10,30,40,20,6,4,19,26,-28
DAL,DAL vs. MIN,2018-10-20,W,240,140,49,98,0.500,17,50,0.340,25,34,0.735,15,27,42,29,8,8,16,28,4
MIN,MIN @ DAL,2018-10-20,L,240,136,44,84,0.524,14,27,0.519,34,40,0.850,6,27,33,23,10,3,17,30,-4
BKN,BKN @ IND,2018-10-20,L,240,112,41,86,0.477,16,37,0.432,14,22,0.636,9,31,40,25,6,6,20,18,-20
IND,IND vs. BKN,2018-10-20,W,240,132,51,92,0.554,16,24,0.667,14,22,0.636,10,30,40,21,12,5,11,18,20
SAS,SAS @ POR,2018-10-20,L,240,108,42,100,0.420,13,30,0.433,11,14,0.786,15,25,40,29,5,4,6,17,-13
POR,POR vs. SAS,2018-10-20,W,240,121,45,84,0.536,15,32,0.469,16,19,0.842,8,38,46,24,5,3,12,14,13
MIA,MIA vs. CHA,2018-10-20,L,240,112,41,89,0.461,11,34,0.324,19,27,0.704,12,37,49,21,4,11,16,27,-1
CHA,CHA @ MIA,2018-10-20,W,240,113,41,93,0.441,16,42,0.381,15,23,0.652,12,28,40,23,6,12,12,27,1
NYK,NYK vs. BOS,2018-10-20,L,240,101,36,87,0.414,12,35,0.343,17,27,0.630,11,35,46,23,8,1,16,25,-2
BOS,BOS @ NYK,2018-10-20,W,240,103,33,82,0.402,9,25,0.360,28,33,0.848,11,36,47,21,8,2,15,26,2
DET,DET @ CHI,2018-10-20,W,240,118,41,101,0.406,18,40,0.450,18,23,0.783,18,31,49,21,4,4,10,23,2
CHI,CHI vs. DET,2018-10-20,L,240,116,44,87,0.506,7,21,0.333,21,26,0.808,5,36,41,26,4,3,11,20,-2
LAL,LAL vs. HOU,2018-10-20,L,240,115,48,100,0.480,8,32,0.250,11,18,0.611,9,35,44,28,8,10,11,21,-9
HOU,HOU @ LAL,2018-10-20,W,240,124,44,96,0.458,16,42,0.381,20,30,0.667,13,41,54,22,7,4,18,21,9
ORL,ORL @ PHI,2018-10-20,L,240,115,41,90,0.456,16,29,0.552,17,22,0.773,14,35,49,31,7,7,16,15,-1
PHI,PHI vs. ORL,2018-10-20,W,240,116,45,94,0.479,17,33,0.515,9,10,0.900,13,33,46,33,8,3,10,21,1
SAC,SAC @ NOP,2018-10-19,L,240,129,50,96,0.521,10,25,0.400,19,26,0.731,9,30,39,24,6,2,13,26,-20
NOP,NOP vs. SAC,2018-10-19,W,240,149,56,95,0.589,16,31,0.516,21,33,0.636,12,40,52,35,6,4,16,25,20
ATL,ATL @ MEM,2018-10-19,L,240,117,41,83,0.494,14,30,0.467,21,36,0.583,11,29,40,27,9,5,19,31,-14
MEM,MEM vs. ATL,2018-10-19,W,240,131,44,81,0.543,13,26,0.500,30,43,0.698,7,34,41,32,9,4,17,29,14
BOS,BOS @ TOR,2018-10-19,L,240,101,40,99,0.404,14,36,0.389,7,10,0.700,16,33,49,29,4,6,16,27,-12
TOR,TOR vs. BOS,2018-10-19,W,240,113,43,92,0.467,13,35,0.371,14,19,0.737,12,37,49,24,3,3,13,19,12
MIN,MIN vs. CLE,2018-10-19,W,240,131,44,87,0.506,10,25,0.400,33,35,0.943,9,31,40,28,9,7,14,21,8
CLE,CLE @ MIN,2018-10-19,L,240,123,45,93,0.484,8,23,0.348,25,29,0.862,13,30,43,26,5,2,14,24,-8
MIL,MIL vs. IND,2018-10-19,W,240,118,44,93,0.473,17,46,0.370,13,21,0.619,11,39,50,27,9,8,17,26,17
IND,IND @ MIL,2018-10-19,L,240,101,38,87,0.437,6,18,0.333,19,27,0.704,9,32,41,14,7,3,17,25,-17
GSW,GSW @ UTA,2018-10-19,W,240,124,49,87,0.563,10,19,0.526,16,18,0.889,8,35,43,27,10,6,16,23,1
UTA,UTA vs. GSW,2018-10-19,L,240,123,40,89,0.449,19,46,0.413,24,29,0.828,10,28,38,24,11,4,17,19,-1
OKC,OKC @ LAC,2018-10-19,L,240,92,34,95,0.358,7,33,0.212,17,23,0.739,15,37,52,18,5,4,13,29,-16
LAC,LAC vs. OKC,2018-10-19,W,240,108,35,81,0.432,11,26,0.423,27,36,0.750,10,38,48,21,3,3,15,24,16
ORL,ORL vs. CHA,2018-10-19,L,240,88,36,94,0.383,6,31,0.194,10,14,0.714,12,32,44,18,8,7,18,16,-32
CHA,CHA @ ORL,2018-10-19,W,240,120,43,92,0.467,17,38,0.447,17,20,0.850,12,43,55,32,6,4,16,17,32
BKN,BKN vs. NYK,2018-10-19,W,240,107,37,75,0.493,12,30,0.400,21,24,0.875,12,43,55,22,2,6,22,23,2
NYK,NYK @ BKN,2018-10-19,L,240,105,39,97,0.402,9,28,0.321,18,20,0.900,12,24,36,14,10,1,3,19,-2
WAS,WAS vs. MIA,2018-10-18,L,240,112,38,81,0.469,7,26,0.269,29,39,0.744,7,33,40,19,7,15,14,31,-1
MIA,MIA @ WAS,2018-10-18,W,240,113,38,97,0.392,12,35,0.343,25,34,0.735,22,33,55,25,6,5,19,26,1
POR,POR vs. LAL,2018-10-18,W,240,128,44,100,0.440,13,37,0.351,27,29,0.931,14,40,54,21,9,10,17,26,9
LAL,LAL @ POR,2018-10-18,L,240,119,45,93,0.484,7,30,0.233,22,29,0.759,8,38,46,23,10,6,15,26,-9
CHI,CHI @ PHI,2018-10-18,L,240,108,44,101,0.436,11,33,0.333,9,12,0.750,5,34,39,28,4,6,12,23,-19
PHI,PHI vs. CHI,2018-10-18,W,240,127,44,93,0.473,12,36,0.333,27,30,0.900,11,44,55,30,10,8,13,17,19
