Team,Match Up,Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
ATL,ATL vs. IND,2019-04-10,L,240,134,43,103,0.417,17,41,0.415,31,38,0.816,22,39,61,29,5,7,17,25,-1
IND,IND @ ATL,2019-04-10,W,240,135,45,98,0.459,12,30,0.400,33,39,0.846,13,30,43,22,12,7,8,28,1
CHA,CHA vs. ORL,2019-04-10,L,240,114,41,78,0.526,8,29,0.276,24,27,0.889,4,28,32,21,3,4,8,14,-8
ORL,ORL @ CHA,2019-04-10,W,240,122,48,88,0.545,11,30,0.367,15,20,0.750,9,30,39,24,5,2,6,19,8
UTA,UTA @ LAC,2019-04-10,L,265,137,47,106,0.443,14,35,0.400,29,33,0.879,17,40,57,31,8,11,17,24,-6
LAC,LAC vs. UTA,2019-04-10,W,265,143,54,106,0.509,12,28,0.429,23,30,0.767,12,40,52,34,7,5,12,27,6
DAL,DAL @ SAS,2019-04-10,L,240,94,37,91,0.407,11,37,0.297,9,12,0.750,7,35,42,27,5,4,7,19,-11
SAS,SAS vs. DAL,2019-04-10,W,240,105,41,88,0.466,8,24,0.333,15,18,0.833,8,45,53,22,6,2,11,14,11
MIL,MIL vs. OKC,2019-04-10,L,240,116,43,100,0.430,15,46,0.326,15,21,0.714,11,42,53,27,7,1,15,14,-11
OKC,OKC @ MIL,2019-04-10,W,240,127,48,99,0.485,23,54,0.426,8,13,0.615,9,44,53,40,7,3,13,20,11
NYK,NYK vs. DET,2019-04-10,L,240,89,31,77,0.403,9,30,0.300,18,25,0.720,4,29,33,23,7,5,11,17,-26
DET,DET @ NYK,2019-04-10,W,240,115,41,85,0.482,14,33,0.424,19,20,0.950,11,45,56,25,5,2,14,23,26
GSW,GSW @ MEM,2019-04-10,L,240,117,46,92,0.500,13,30,0.433,12,14,0.857,9,30,39,32,3,5,14,17,-15
MEM,MEM vs. GSW,2019-04-10,W,240,132,48,98,0.490,21,46,0.457,15,18,0.833,15,34,49,25,9,0,11,18,15
MIA,MIA @ BKN,2019-04-10,L,240,94,38,98,0.388,8,41,0.195,10,15,0.667,8,46,54,22,9,4,15,12,-19
BKN,BKN vs. MIA,2019-04-10,W,240,113,43,114,0.377,21,58,0.362,6,7,0.857,20,48,68,29,7,3,12,13,19
PHI,PHI vs. CHI,2019-04-10,W,240,125,52,93,0.559,12,26,0.462,9,15,0.600,9,38,47,30,4,10,7,11,16
CHI,CHI @ PHI,2019-04-10,L,240,109,45,95,0.474,9,24,0.375,10,15,0.667,9,30,39,21,4,3,8,13,-16
MIN,MIN @ DEN,2019-04-10,L,240,95,39,91,0.429,13,32,0.406,4,6,0.667,7,34,41,24,6,0,10,22,-4
DEN,DEN vs. MIN,2019-04-10,W,240,99,39,87,0.448,10,33,0.303,11,17,0.647,12,41,53,23,6,4,13,12,4
SAC,SAC @ POR,2019-04-10,L,240,131,50,96,0.521,18,43,0.419,13,16,0.813,12,23,35,25,5,1,10,17,-5
POR,POR vs. SAC,2019-04-10,W,240,136,53,91,0.582,14,24,0.583,16,22,0.727,14,30,44,19,5,2,13,17,5
LAL,LAL vs. POR,2019-04-09,L,240,101,40,94,0.426,10,29,0.345,11,17,0.647,17,34,51,29,6,6,17,19,-3
POR,POR @ LAL,2019-04-09,W,240,104,37,90,0.411,11,37,0.297,19,22,0.864,11,34,45,18,8,10,14,14,3
HOU,HOU @ OKC,2019-04-09,L,240,111,38,88,0.432,18,53,0.340,17,20,0.850,9,33,42,18,7,7,11,21,-1
OKC,OKC vs. HOU,2019-04-09,W,240,112,40,96,0.417,16,41,0.390,16,20,0.800,18,38,56,20,5,2,12,19,1
UTA,UTA vs. DEN,2019-04-09,W,240,118,41,78,0.526,10,27,0.370,26,34,0.765,9,39,48,24,5,5,15,21,10
DEN,DEN @ UTA,2019-04-09,L,240,108,41,88,0.466,12,25,0.480,14,22,0.636,3,28,31,24,9,3,7,28,-10
PHX,PHX @ DAL,2019-04-09,L,240,109,38,88,0.432,13,35,0.371,20,28,0.714,5,33,38,21,13,6,14,22,-11
DAL,DAL vs. PHX,2019-04-09,W,240,120,41,91,0.451,16,40,0.400,22,27,0.815,18,46,64,28,6,6,22,24,11
CHI,CHI vs. NYK,2019-04-09,L,240,86,30,83,0.361,7,22,0.318,19,29,0.655,6,44,50,14,7,4,7,18,-10
NYK,NYK @ CHI,2019-04-09,W,240,96,37,93,0.398,14,40,0.350,8,13,0.615,11,50,61,17,0,10,9,16,10
MIN,MIN vs. TOR,2019-04-09,L,240,100,38,91,0.418,13,42,0.310,11,14,0.786,5,30,35,26,10,9,12,16,-20
TOR,TOR @ MIN,2019-04-09,W,240,120,46,88,0.523,16,37,0.432,12,17,0.706,7,47,54,24,10,5,18,17,20
MIA,MIA vs. PHI,2019-04-09,W,240,122,46,87,0.529,13,27,0.481,17,23,0.739,7,37,44,29,6,10,15,18,23
PHI,PHI @ MIA,2019-04-09,L,240,99,40,98,0.408,5,25,0.200,14,16,0.875,11,35,46,22,11,0,15,19,-23
NOP,NOP vs. GSW,2019-04-09,L,240,103,44,99,0.444,9,33,0.273,6,10,0.600,7,35,42,29,9,1,10,15,-9
GSW,GSW @ NOP,2019-04-09,W,240,112,43,89,0.483,12,30,0.400,14,21,0.667,11,47,58,25,8,3,15,17,9
BOS,BOS @ WAS,2019-04-09,W,240,116,45,99,0.455,15,44,0.341,11,23,0.478,13,37,50,27,10,3,6,17,6
WAS,WAS vs. BOS,2019-04-09,L,240,110,41,97,0.423,14,39,0.359,14,18,0.778,13,45,58,28,2,3,15,18,-6
MEM,MEM @ DET,2019-04-09,L,240,93,33,69,0.478,10,24,0.417,17,21,0.810,7,36,43,19,4,6,22,24,-7
DET,DET vs. MEM,2019-04-09,W,240,100,35,88,0.398,10,34,0.294,20,28,0.714,14,26,40,16,13,4,9,21,7
CHA,CHA @ CLE,2019-04-09,W,240,124,45,78,0.577,22,44,0.500,12,17,0.706,5,32,37,35,8,7,10,13,27
CLE,CLE vs. CHA,2019-04-09,L,240,97,40,89,0.449,11,30,0.367,6,8,0.750,14,27,41,24,3,2,14,18,-27
MIL,MIL vs. ATL,2019-04-07,W,240,115,40,91,0.440,9,41,0.220,26,34,0.765,11,50,61,19,8,10,14,23,8
ATL,ATL @ MIL,2019-04-07,L,240,107,40,100,0.400,17,45,0.378,10,19,0.526,9,39,48,25,2,3,11,28,-8
NYK,NYK vs. WAS,2019-04-07,W,240,113,41,80,0.513,17,34,0.500,14,19,0.737,7,36,43,24,5,9,15,14,3
WAS,WAS @ NYK,2019-04-07,L,240,110,43,103,0.417,10,34,0.294,14,18,0.778,21,29,50,24,12,4,9,16,-3
BOS,BOS vs. ORL,2019-04-07,L,240,108,42,89,0.472,12,31,0.387,12,14,0.857,6,33,39,28,9,4,14,19,-8
ORL,ORL @ BOS,2019-04-07,W,240,116,41,90,0.456,12,33,0.364,22,22,1.000,11,34,45,29,9,7,16,14,8
GSW,GSW vs. LAC,2019-04-07,W,240,131,53,97,0.546,12,37,0.324,13,15,0.867,11,37,48,34,16,8,11,22,27
LAC,LAC @ GSW,2019-04-07,L,240,104,38,79,0.481,10,19,0.526,18,29,0.621,6,33,39,26,7,4,20,22,-27
PHX,PHX @ HOU,2019-04-07,L,240,113,43,93,0.462,11,34,0.324,16,21,0.762,8,34,42,26,8,0,13,18,-36
HOU,HOU vs. PHX,2019-04-07,W,240,149,53,100,0.530,27,57,0.474,16,21,0.762,12,40,52,34,12,5,9,16,36
MEM,MEM vs. DAL,2019-04-07,L,265,127,42,98,0.429,19,44,0.432,24,28,0.857,10,43,53,32,4,4,9,24,-2
DAL,DAL @ MEM,2019-04-07,W,265,129,45,98,0.459,12,41,0.293,27,34,0.794,11,40,51,31,4,5,7,23,2
BKN,BKN @ IND,2019-04-07,W,240,108,40,88,0.455,11,36,0.306,17,22,0.773,17,35,52,23,7,4,16,13,12
IND,IND vs. BKN,2019-04-07,L,240,96,41,85,0.482,10,27,0.370,4,7,0.571,5,28,33,27,6,3,13,18,-12
DET,DET vs. CHA,2019-04-07,L,240,91,34,92,0.370,10,41,0.244,13,15,0.867,18,37,55,20,3,7,9,18,-13
CHA,CHA @ DET,2019-04-07,W,240,104,38,88,0.432,10,31,0.323,18,23,0.783,8,36,44,23,5,3,7,13,13
OKC,OKC @ MIN,2019-04-07,W,240,132,48,92,0.522,14,34,0.412,22,26,0.846,14,32,46,27,6,4,14,30,6
MIN,MIN vs. OKC,2019-04-07,L,240,126,46,85,0.541,10,23,0.435,24,29,0.828,6,26,32,29,9,5,13,24,-6
SAS,SAS @ CLE,2019-04-07,W,240,112,43,82,0.524,9,22,0.409,17,22,0.773,11,38,49,27,10,5,18,18,22
CLE,CLE vs. SAS,2019-04-07,L,240,90,31,79,0.392,8,29,0.276,20,27,0.741,10,25,35,16,14,1,18,16,-22
TOR,TOR vs. MIA,2019-04-07,W,265,117,39,87,0.448,16,41,0.390,23,27,0.852,4,43,47,26,7,5,11,17,8
MIA,MIA @ TOR,2019-04-07,L,265,109,41,100,0.410,13,34,0.382,14,19,0.737,12,43,55,27,5,2,12,22,-8
LAL,LAL vs. UTA,2019-04-07,W,240,113,46,89,0.517,7,25,0.280,14,21,0.667,16,33,49,28,5,5,17,21,4
UTA,UTA @ LAL,2019-04-07,L,240,109,38,84,0.452,13,42,0.310,20,28,0.714,10,25,35,25,11,4,11,17,-4
SAC,SAC vs. NOP,2019-04-07,L,240,129,50,109,0.459,16,40,0.400,13,17,0.765,16,31,47,27,10,4,6,13,-4
NOP,NOP @ SAC,2019-04-07,W,240,133,52,101,0.515,19,42,0.452,10,12,0.833,14,41,55,28,4,11,16,16,4
POR,POR vs. DEN,2019-04-07,W,240,115,41,89,0.461,9,28,0.321,24,29,0.828,17,41,58,22,5,5,16,16,7
DEN,DEN @ POR,2019-04-07,L,240,108,42,95,0.442,13,33,0.394,11,20,0.550,12,30,42,24,9,4,11,26,-7
BKN,BKN @ MIL,2019-04-06,W,240,133,48,97,0.495,19,45,0.422,18,23,0.783,12,31,43,25,7,0,10,19,5
MIL,MIL vs. BKN,2019-04-06,L,240,128,49,88,0.557,16,34,0.471,14,21,0.667,6,37,43,28,7,4,14,18,-5
PHI,PHI @ CHI,2019-04-06,W,240,116,46,88,0.523,9,27,0.333,15,26,0.577,10,44,54,25,5,5,10,14,20
CHI,CHI vs. PHI,2019-04-06,L,240,96,38,89,0.427,8,25,0.320,12,15,0.800,7,31,38,22,4,3,8,22,-20
OKC,OKC vs. DET,2019-04-05,W,240,123,48,101,0.475,12,29,0.414,15,22,0.682,21,38,59,30,10,4,17,24,13
DET,DET @ OKC,2019-04-05,L,240,110,35,81,0.432,15,41,0.366,25,31,0.806,4,28,32,20,10,8,14,23,-13
IND,IND vs. BOS,2019-04-05,L,240,97,38,92,0.413,10,23,0.435,11,19,0.579,10,35,45,24,5,3,11,15,-20
BOS,BOS @ IND,2019-04-05,W,240,117,48,92,0.522,7,27,0.259,14,16,0.875,7,42,49,27,7,6,11,15,20
MIN,MIN vs. MIA,2019-04-05,W,240,111,43,86,0.500,8,24,0.333,17,21,0.810,9,34,43,25,10,2,19,18,2
MIA,MIA @ MIN,2019-04-05,L,240,109,45,88,0.511,10,34,0.294,9,12,0.750,9,29,38,24,10,6,17,23,-2
NYK,NYK @ HOU,2019-04-05,L,240,96,37,82,0.451,6,27,0.222,16,27,0.593,5,48,53,22,3,6,16,17,-24
HOU,HOU vs. NYK,2019-04-05,W,240,120,43,101,0.426,22,59,0.373,12,17,0.706,7,41,48,26,8,2,6,21,24
ATL,ATL @ ORL,2019-04-05,L,240,113,41,94,0.436,10,39,0.256,21,31,0.677,10,28,38,21,16,4,14,21,-36
ORL,ORL vs. ATL,2019-04-05,W,240,149,56,92,0.609,18,37,0.486,19,25,0.760,9,45,54,35,11,4,19,24,36
SAS,SAS @ WAS,2019-04-05,W,240,129,51,91,0.560,10,25,0.400,17,20,0.850,12,30,42,34,3,4,9,18,17
WAS,WAS vs. SAS,2019-04-05,L,240,112,42,88,0.477,9,32,0.281,19,22,0.864,9,25,34,22,2,4,10,16,-17
CHA,CHA vs. TOR,2019-04-05,W,240,113,44,94,0.468,13,39,0.333,12,14,0.857,8,32,40,28,6,2,7,17,2
TOR,TOR @ CHA,2019-04-05,L,240,111,43,80,0.538,9,26,0.346,16,20,0.800,5,38,43,27,2,5,14,17,-2
LAC,LAC vs. LAL,2019-04-05,L,240,117,40,91,0.440,10,29,0.345,27,31,0.871,7,38,45,29,7,8,13,22,-5
LAL,LAL @ LAC,2019-04-05,W,240,122,43,96,0.448,14,32,0.438,22,27,0.815,14,41,55,28,8,10,14,24,5
GSW,GSW vs. CLE,2019-04-05,W,240,120,46,87,0.529,20,37,0.541,8,8,1.000,4,34,38,29,2,8,13,21,6
CLE,CLE @ GSW,2019-04-05,L,240,114,43,97,0.443,7,30,0.233,21,23,0.913,12,36,48,21,9,1,7,11,-6
POR,POR @ DEN,2019-04-05,L,240,110,42,86,0.488,10,29,0.345,16,20,0.800,12,28,40,24,6,2,15,23,-9
DEN,DEN vs. POR,2019-04-05,W,240,119,43,84,0.512,7,27,0.259,26,29,0.897,12,27,39,27,10,4,10,19,9
NOP,NOP @ PHX,2019-04-05,L,265,126,49,101,0.485,8,23,0.348,20,27,0.741,15,38,53,28,4,4,15,21,-7
PHX,PHX vs. NOP,2019-04-05,W,265,133,51,104,0.490,14,36,0.389,17,21,0.810,13,33,46,27,12,11,7,18,7
UTA,UTA vs. SAC,2019-04-05,W,240,119,44,85,0.518,15,33,0.455,16,25,0.640,7,39,46,30,9,6,16,26,21
SAC,SAC @ UTA,2019-04-05,L,240,98,38,92,0.413,5,21,0.238,17,25,0.680,12,35,47,17,7,1,18,23,-21
MEM,MEM @ DAL,2019-04-05,W,240,122,46,96,0.479,16,41,0.390,14,16,0.875,12,38,50,30,7,2,10,16,10
DAL,DAL vs. MEM,2019-04-05,L,240,112,41,96,0.427,17,47,0.362,13,21,0.619,11,31,42,28,4,4,9,13,-10
GSW,GSW @ LAL,2019-04-04,W,240,108,43,98,0.439,18,46,0.391,4,5,0.800,9,42,51,30,11,5,15,18,18
LAL,LAL vs. GSW,2019-04-04,L,240,90,37,104,0.356,8,37,0.216,8,14,0.571,18,44,62,25,10,7,18,10,-18
SAC,SAC vs. CLE,2019-04-04,W,240,117,48,97,0.495,14,38,0.368,7,10,0.700,8,28,36,28,12,3,7,14,13
CLE,CLE @ SAC,2019-04-04,L,240,104,44,81,0.543,11,25,0.440,5,9,0.556,10,40,50,20,3,1,22,13,-13
MIL,MIL @ PHI,2019-04-04,W,240,128,42,93,0.452,12,34,0.353,32,43,0.744,8,42,50,26,5,6,11,18,6
PHI,PHI vs. MIL,2019-04-04,L,240,122,45,95,0.474,18,36,0.500,14,18,0.778,4,39,43,36,4,8,13,26,-6
LAC,LAC vs. HOU,2019-04-03,L,240,103,38,82,0.463,8,26,0.308,19,31,0.613,9,29,38,27,11,2,19,22,-32
HOU,HOU @ LAC,2019-04-03,W,240,135,47,88,0.534,18,38,0.474,23,29,0.793,12,36,48,22,6,7,16,29,32
BOS,BOS @ MIA,2019-04-03,W,240,112,38,80,0.475,9,24,0.375,27,31,0.871,6,36,42,25,8,7,12,21,10
MIA,MIA vs. BOS,2019-04-03,L,240,102,39,95,0.411,12,36,0.333,12,20,0.600,16,31,47,25,6,5,15,23,-10
CHA,CHA @ NOP,2019-04-03,W,240,115,38,90,0.422,12,34,0.353,27,32,0.844,11,37,48,19,13,5,11,15,6
NOP,NOP vs. CHA,2019-04-03,L,240,109,40,85,0.471,15,41,0.366,14,17,0.824,7,41,48,25,7,4,19,27,-6
PHI,PHI @ ATL,2019-04-03,L,240,122,45,98,0.459,10,31,0.323,22,38,0.579,26,31,57,27,8,4,13,24,-8
ATL,ATL vs. PHI,2019-04-03,W,240,130,48,92,0.522,12,36,0.333,22,28,0.786,11,33,44,29,7,7,11,26,8
PHX,PHX vs. UTA,2019-04-03,L,240,97,42,91,0.462,5,21,0.238,8,13,0.615,9,22,31,21,7,3,10,23,-21
UTA,UTA @ PHX,2019-04-03,W,240,118,44,77,0.571,16,32,0.500,14,18,0.778,7,38,45,30,2,9,20,16,21
TOR,TOR @ BKN,2019-04-03,W,240,115,44,105,0.419,15,38,0.395,12,14,0.857,17,35,52,29,9,1,7,16,10
BKN,BKN vs. TOR,2019-04-03,L,240,105,41,86,0.477,10,32,0.313,13,21,0.619,9,44,53,23,3,2,16,19,-10
ORL,ORL vs. NYK,2019-04-03,W,240,114,45,99,0.455,11,32,0.344,13,20,0.650,19,36,55,29,5,7,14,16,14
NYK,NYK @ ORL,2019-04-03,L,240,100,38,85,0.447,6,27,0.222,18,21,0.857,8,31,39,21,10,5,12,18,-14
IND,IND @ DET,2019-04-03,W,240,108,43,92,0.467,6,21,0.286,16,22,0.727,10,34,44,31,9,4,11,18,19
DET,DET vs. IND,2019-04-03,L,240,89,31,80,0.388,11,41,0.268,16,24,0.667,11,35,46,21,6,5,20,25,-19
WAS,WAS vs. CHI,2019-04-03,L,240,114,45,97,0.464,5,27,0.185,19,26,0.731,9,30,39,24,8,9,12,18,-1
CHI,CHI @ WAS,2019-04-03,W,240,115,48,90,0.533,5,19,0.263,14,17,0.824,9,40,49,22,7,5,20,23,1
MEM,MEM @ POR,2019-04-03,L,240,89,31,80,0.388,11,33,0.333,16,19,0.842,4,28,32,20,10,9,13,16,-27
POR,POR vs. MEM,2019-04-03,W,240,116,48,94,0.511,10,31,0.323,10,16,0.625,14,40,54,28,9,3,14,14,27
DEN,DEN vs. SAS,2019-04-03,W,240,113,47,87,0.540,12,33,0.364,7,12,0.583,8,39,47,41,6,3,15,20,28
SAS,SAS @ DEN,2019-04-03,L,240,85,31,81,0.383,5,27,0.185,18,25,0.720,11,27,38,15,9,7,11,14,-28
DAL,DAL vs. MIN,2019-04-03,L,240,108,43,94,0.457,7,39,0.179,15,19,0.789,12,37,49,26,2,5,13,20,-2
MIN,MIN @ DAL,2019-04-03,W,240,110,42,86,0.488,10,27,0.370,16,20,0.800,5,33,38,26,6,3,10,25,2
ATL,ATL @ SAS,2019-04-02,L,240,111,43,94,0.457,12,34,0.353,13,20,0.650,11,32,43,26,13,2,11,18,-6
SAS,SAS vs. ATL,2019-04-02,W,240,117,42,80,0.525,14,30,0.467,19,22,0.864,4,41,45,23,6,6,17,17,6
GSW,GSW vs. DEN,2019-04-02,W,240,116,50,92,0.543,13,34,0.382,3,8,0.375,13,42,55,36,11,11,24,21,14
DEN,DEN @ GSW,2019-04-02,L,240,102,36,96,0.375,7,30,0.233,23,29,0.793,12,28,40,23,19,4,16,15,-14
HOU,HOU @ SAC,2019-04-02,W,240,130,46,94,0.489,26,61,0.426,12,17,0.706,8,35,43,30,8,3,7,20,25
SAC,SAC vs. HOU,2019-04-02,L,240,105,42,95,0.442,7,23,0.304,14,20,0.700,16,35,51,19,3,4,11,15,-25
LAL,LAL @ OKC,2019-04-02,L,240,103,40,84,0.476,16,39,0.410,7,10,0.700,4,35,39,26,7,2,23,25,-16
OKC,OKC vs. LAL,2019-04-02,W,240,119,47,102,0.461,13,44,0.295,12,20,0.600,17,33,50,33,15,7,12,14,16
CLE,CLE @ PHX,2019-04-01,L,240,113,45,99,0.455,8,22,0.364,15,22,0.682,18,30,48,17,5,3,9,24,-9
PHX,PHX vs. CLE,2019-04-01,W,240,122,46,84,0.548,13,37,0.351,17,20,0.850,5,35,40,28,1,11,14,22,9
CHA,CHA @ UTA,2019-04-01,L,240,102,36,90,0.400,7,30,0.233,23,29,0.793,10,34,44,15,12,2,11,20,-9
UTA,UTA vs. CHA,2019-04-01,W,240,111,38,79,0.481,15,35,0.429,20,26,0.769,5,42,47,30,7,3,18,25,9
DAL,DAL vs. PHI,2019-04-01,W,240,122,46,97,0.474,12,32,0.375,18,27,0.667,10,44,54,29,5,3,9,22,20
PHI,PHI @ DAL,2019-04-01,L,240,102,36,93,0.387,6,33,0.182,24,32,0.750,12,43,55,20,2,9,12,22,-20
MIN,MIN vs. POR,2019-04-01,L,240,122,47,96,0.490,11,29,0.379,17,19,0.895,10,27,37,29,8,3,9,19,-10
POR,POR @ MIN,2019-04-01,W,240,132,50,91,0.549,15,30,0.500,17,24,0.708,15,35,50,31,6,9,14,17,10
MIL,MIL @ BKN,2019-04-01,W,240,131,47,94,0.500,11,34,0.324,26,30,0.867,6,34,40,28,15,7,15,26,10
BKN,BKN vs. MIL,2019-04-01,L,240,121,39,94,0.415,16,44,0.364,27,34,0.794,16,39,55,19,6,5,23,26,-10
CHI,CHI @ NYK,2019-04-01,L,240,105,42,94,0.447,4,17,0.235,17,23,0.739,12,32,44,20,9,2,7,18,-8
NYK,NYK vs. CHI,2019-04-01,W,240,113,37,74,0.500,18,38,0.474,21,25,0.840,6,38,44,24,2,9,17,18,8
TOR,TOR vs. ORL,2019-04-01,W,240,121,42,84,0.500,19,37,0.514,18,22,0.818,6,33,39,31,9,8,14,20,12
ORL,ORL @ TOR,2019-04-01,L,240,109,43,93,0.462,12,33,0.364,11,15,0.733,11,35,46,32,7,8,13,21,-12
BOS,BOS vs. MIA,2019-04-01,W,240,110,36,91,0.396,17,40,0.425,21,24,0.875,14,35,49,25,8,2,13,18,5
MIA,MIA @ BOS,2019-04-01,L,240,105,40,88,0.455,10,37,0.270,15,18,0.833,9,39,48,27,9,6,15,17,-5
IND,IND vs. DET,2019-04-01,W,240,111,42,77,0.545,10,22,0.455,17,22,0.773,7,35,42,27,9,8,17,20,9
DET,DET @ IND,2019-04-01,L,240,102,38,88,0.432,12,33,0.364,14,19,0.737,16,25,41,21,7,5,15,24,-9
ATL,ATL vs. MIL,2019-03-31,W,265,136,52,118,0.441,22,61,0.361,10,17,0.588,15,43,58,36,10,10,9,13,1
MIL,MIL @ ATL,2019-03-31,L,265,135,48,116,0.414,17,55,0.309,22,23,0.957,22,49,71,30,6,3,16,20,-1
MEM,MEM @ LAC,2019-03-31,L,240,96,32,85,0.376,8,33,0.242,24,29,0.828,6,28,34,22,13,6,14,26,-17
LAC,LAC vs. MEM,2019-03-31,W,240,113,36,75,0.480,7,27,0.259,34,38,0.895,5,42,47,23,9,5,19,23,17
GSW,GSW vs. CHA,2019-03-31,W,240,137,53,88,0.602,21,33,0.636,10,12,0.833,10,40,50,41,7,10,15,19,47
CHA,CHA @ GSW,2019-03-31,L,240,90,30,85,0.353,8,32,0.250,22,25,0.880,7,21,28,24,8,4,11,11,-47
SAS,SAS vs. SAC,2019-03-31,L,240,106,44,94,0.468,8,27,0.296,10,14,0.714,15,27,42,24,7,3,11,22,-7
SAC,SAC @ SAS,2019-03-31,W,240,113,39,81,0.481,11,25,0.440,24,28,0.857,7,35,42,20,9,1,12,15,7
NOP,NOP vs. LAL,2019-03-31,L,240,102,38,83,0.458,8,31,0.258,18,21,0.857,5,40,45,19,5,1,24,16,-28
LAL,LAL @ NOP,2019-03-31,W,240,130,48,101,0.475,15,38,0.395,19,22,0.864,11,35,46,30,16,5,11,20,28
DAL,DAL @ OKC,2019-03-31,W,240,106,37,87,0.425,16,44,0.364,16,23,0.696,10,42,52,18,3,2,13,19,3
OKC,OKC vs. DAL,2019-03-31,L,240,103,38,98,0.388,11,43,0.256,16,22,0.727,15,34,49,19,6,6,8,21,-3
WAS,WAS @ DEN,2019-03-31,W,240,95,37,92,0.402,6,24,0.250,15,20,0.750,9,45,54,24,9,6,12,21,5
DEN,DEN vs. WAS,2019-03-31,L,240,90,35,93,0.376,7,36,0.194,13,20,0.650,12,45,57,18,6,5,11,18,-5
PHI,PHI @ MIN,2019-03-30,W,240,118,44,94,0.468,15,31,0.484,15,21,0.714,15,40,55,32,5,4,13,20,9
MIN,MIN vs. PHI,2019-03-30,L,240,109,39,86,0.453,11,26,0.423,20,25,0.800,4,32,36,23,6,6,9,15,-9
TOR,TOR @ CHI,2019-03-30,W,240,124,46,89,0.517,18,38,0.474,14,18,0.778,6,41,47,35,10,4,12,15,23
CHI,CHI vs. TOR,2019-03-30,L,240,101,41,97,0.423,9,30,0.300,10,16,0.625,17,36,53,21,7,6,13,15,-23
MIA,MIA @ NYK,2019-03-30,W,240,100,39,90,0.433,9,32,0.281,13,17,0.765,14,37,51,26,11,3,19,21,8
NYK,NYK vs. MIA,2019-03-30,L,240,92,31,77,0.403,9,38,0.237,21,25,0.840,8,34,42,20,10,7,20,16,-8
DET,DET vs. POR,2019-03-30,W,240,99,37,86,0.430,5,25,0.200,20,26,0.769,7,38,45,20,8,6,10,21,9
POR,POR @ DET,2019-03-30,L,240,90,38,102,0.373,4,21,0.190,10,11,0.909,18,41,59,18,7,5,17,19,-9
IND,IND vs. ORL,2019-03-30,L,240,116,48,90,0.533,9,24,0.375,11,17,0.647,11,33,44,26,4,3,15,18,-5
ORL,ORL @ IND,2019-03-30,W,240,121,47,92,0.511,15,38,0.395,12,14,0.857,9,28,37,37,9,3,7,16,5
BKN,BKN vs. BOS,2019-03-30,W,240,110,38,83,0.458,12,38,0.316,22,28,0.786,5,35,40,22,7,2,14,17,14
BOS,BOS @ BKN,2019-03-30,L,240,96,35,83,0.422,8,20,0.400,18,23,0.783,7,32,39,19,8,7,15,25,-14
HOU,HOU vs. SAC,2019-03-30,W,240,119,39,83,0.470,17,52,0.327,24,27,0.889,6,32,38,19,6,2,10,17,11
SAC,SAC @ HOU,2019-03-30,L,240,108,42,94,0.447,15,29,0.517,9,15,0.600,16,33,49,28,3,4,12,17,-11
CLE,CLE @ LAC,2019-03-30,L,240,108,41,92,0.446,3,23,0.130,23,28,0.821,14,22,36,18,11,0,13,16,-24
LAC,LAC vs. CLE,2019-03-30,W,240,132,53,85,0.624,15,33,0.455,11,16,0.688,9,35,44,33,5,5,16,25,24
MEM,MEM @ PHX,2019-03-30,W,240,120,41,89,0.461,8,25,0.320,30,40,0.750,15,29,44,24,15,6,11,18,5
PHX,PHX vs. MEM,2019-03-30,L,240,115,43,81,0.531,12,28,0.429,17,23,0.739,7,33,40,27,8,7,20,26,-5
LAL,LAL vs. CHA,2019-03-29,W,240,129,51,91,0.560,18,38,0.474,9,12,0.750,11,33,44,34,8,2,14,17,14
CHA,CHA @ LAL,2019-03-29,L,240,115,42,88,0.477,15,39,0.385,16,17,0.941,8,29,37,26,8,2,13,14,-14
WAS,WAS @ UTA,2019-03-29,L,240,124,48,98,0.490,15,37,0.405,13,22,0.591,12,30,42,32,11,3,13,18,-4
UTA,UTA vs. WAS,2019-03-29,W,240,128,48,87,0.552,14,32,0.438,18,18,1.000,8,36,44,26,7,7,18,22,4
GSW,GSW @ MIN,2019-03-29,L,265,130,46,98,0.469,18,40,0.450,20,28,0.714,8,37,45,27,11,3,15,24,-1
MIN,MIN vs. GSW,2019-03-29,W,265,131,45,103,0.437,14,38,0.368,27,34,0.794,15,44,59,25,7,3,16,24,1
DEN,DEN @ OKC,2019-03-29,W,240,115,48,85,0.565,14,33,0.424,5,6,0.833,7,32,39,30,6,1,13,21,10
OKC,OKC vs. DEN,2019-03-29,L,240,105,43,88,0.489,8,27,0.296,11,16,0.688,11,24,35,19,5,5,13,17,-10
ATL,ATL vs. POR,2019-03-29,L,240,98,38,94,0.404,9,38,0.237,13,14,0.929,8,33,41,20,5,7,10,22,-20
POR,POR @ ATL,2019-03-29,W,240,118,45,96,0.469,9,32,0.281,19,22,0.864,10,45,55,19,4,4,9,9,20
IND,IND @ BOS,2019-03-29,L,240,112,42,90,0.467,12,27,0.444,16,23,0.696,14,27,41,27,9,2,12,16,-2
BOS,BOS vs. IND,2019-03-29,W,240,114,44,86,0.512,13,27,0.481,13,17,0.765,7,36,43,27,8,5,14,19,2
