Accuracy Report
featureSel,3
Predict from,2019-04-13
Predict to,2019-06-27
Model/Train ID,2016-08-01_to_2019-04-10_feature3_period5
team_A,None
team_B,None
-----,-----
LogiRegr_GS,0.6219512195121951
SVM_GS,0.6219512195121951
XGBoost_GS,0.6097560975609756
RandomForest_GS,0.6341463414634146
GBDT_GS,0.5853658536585366
AdaBoost_GS,0.6097560975609756
