Accuracy Report
featureSel,3
Predict from,2019-04-13
Predict to,2019-06-20
Model/Train ID,2016-08-01_to_2019-04-10_feature3_period5
team_A,None
team_B,None
-----,-----
LogiRegr_GS,0.6981132075471698
SVM_GS,0.6792452830188679
XGBoost_GS,0.6226415094339622
RandomForest_GS,0.6981132075471698
GBDT_GS,0.660377358490566
AdaBoost_GS,0.6415094339622641
