Accuracy Report
featureSel,3
Predict from,2019-04-13
Predict to,2019-06-20
Model/Train ID,2016-08-01_to_2019-04-10_feature3_period5
team_A,None
team_B,None
-----,-----
LogiRegr_GS,0.673469387755102
SVM_GS,0.6530612244897959
XGBoost_GS,0.6122448979591837
RandomForest_GS,0.673469387755102
GBDT_GS,0.673469387755102
AdaBoost_GS,0.6326530612244898
