Accuracy Report
featureSel,3
Predict from,2019-04-13
Predict to,2019-06-20
Model/Train ID,2016-08-01_to_2019-04-10_feature3_period5
team_A,None
team_B,None
-----,-----
LogiRegr_GS,0.6739130434782609
SVM_GS,0.6521739130434783
XGBoost_GS,0.6086956521739131
RandomForest_GS,0.6739130434782609
GBDT_GS,0.6304347826086957
AdaBoost_GS,0.6304347826086957
