Accuracy Report
featureSel,3
Predict from,2019-04-13
Predict to,2019-06-27
Model/Train ID,2016-08-01_to_2019-04-10_feature3_period5
team_A,GSW
team_B,TOR
-----,-----
LogiRegr_GS,0.16666666666666666
SVM_GS,0.16666666666666666
XGBoost_GS,0.3333333333333333
RandomForest_GS,0.16666666666666666
GBDT_GS,0.16666666666666666
AdaBoost_GS,0.16666666666666666
