Accuracy Report
featureSel,3
Predict from,2018-04-14
Predict to,2018-06-08
Model/Train ID,2015-08-01_to_2018-04-13_feature3_period5
-----,-----
LogiRegr,0.7195121951219512
LogiRegr_GS,0.7073170731707317
SVM,0.6219512195121951
SVM_GS,0.7195121951219512
XGBoost,0.7317073170731707
XGBoost_GS,0.7682926829268293
RandomForest,0.5853658536585366
RandomForest_GS,0.7317073170731707
GBDT,0.7560975609756098
GBDT_GS,0.6585365853658537
AdaBoost,0.7439024390243902
AdaBoost_GS,0.7682926829268293
