Accuracy Report
featureSel,3
Predict from,2019-04-13
Predict to,2019-06-20
Model/Train ID,2016-08-01_to_2019-04-10_feature3_period5
team_A,None
team_B,None
-----,-----
LogiRegr_GS,0.6885245901639344
SVM_GS,0.6885245901639344
XGBoost_GS,0.6229508196721312
RandomForest_GS,0.6885245901639344
GBDT_GS,0.5901639344262295
AdaBoost_GS,0.6557377049180327
