Accuracy Report
featureSel,3
Predict from,2019-04-13
Predict to,2019-06-20
Model/Train ID,2016-08-01_to_2019-04-10_feature3_period5
team_A,None
team_B,None
-----,-----
LogiRegr_GS,0.6666666666666666
SVM_GS,0.6388888888888888
XGBoost_GS,0.5833333333333334
RandomForest_GS,0.6666666666666666
GBDT_GS,0.6944444444444444
AdaBoost_GS,0.6388888888888888
