Accuracy Report
featureSel,3
Predict from,2019-04-13
Predict to,2019-06-20
Model/Train ID,2016-08-01_to_2019-04-10_feature3_period5
team_A,None
team_B,None
-----,-----
LogiRegr_GS,0.6923076923076923
SVM_GS,0.6730769230769231
XGBoost_GS,0.6153846153846154
RandomForest_GS,0.6923076923076923
GBDT_GS,0.6538461538461539
AdaBoost_GS,0.6538461538461539
