Accuracy Report
featureSel,3
Predict from,2018-10-16
Predict to,2018-11-25
Model/Train ID,2015-08-01_to_2018-04-13_feature3_period5
team_A,None
team_B,None
-----,-----
LogiRegr,0.6325757575757576
LogiRegr_GS,0.625
SVM,0.5189393939393939
SVM_GS,0.6325757575757576
XGBoost,0.5984848484848485
XGBoost_GS,0.6060606060606061
RandomForest,0.5265151515151515
RandomForest_GS,0.6287878787878788
GBDT,0.5871212121212122
GBDT_GS,0.5833333333333334
AdaBoost,0.5871212121212122
AdaBoost_GS,0.5606060606060606
